FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,2.38509e+07,1.41833e+06
0,1,10,1.57265e+08,2.02967e+08
0,10,100,2.72417e+06,9.09931e+07
0,100,1000,2.2855e+06,7.11846e+07
0,1000,10000,48714.6,7.58219e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,0,0
1,100,1000,1.84376,134.887
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,7.36398e+07,3.22567e+06
2,1,10,2.08732e+08,2.4015e+08
2,10,100,2.02714e+07,7.75455e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,1.48311e+09,907261
3,0.01,0.1,2.61097e+08,418420
3,0.1,1,3.36252e+08,5.83398e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,0,0
4,0.1,1,3.53254e+06,117397
4,1,10,6.91181e+06,1.84844e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.9465e+09,767315
5,0.01,0.1,2.18282e+08,658451
5,0.1,1,7.69118e+06,7.62929e+06
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,2.29309e+07,277454
6,0.1,1,8.80138e+07,4.61749e+06
6,1,10,9.5147e+07,5.65218e+07
6,10,100,2.28045e+06,3.07463e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,2.82973e+06,354004
7,1,10,4.70231e+07,2.49821e+07
7,10,100,8.16366e+07,5.8427e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,7.87615e+06,1.18715e+06
8,1,10,3.53761e+07,7.68922e+07
8,10,100,3.98899e+06,1.26643e+07
8,100,1000,0,0
8,1000,10000,0,0
