Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
94353.6,1,1000,H,Ecto,3785.74
94353.6,1,10000,H,Ecto,6.64294e+06
94353.6,1,1000,H,Endo,6.32953e+09
94353.6,1,10000,H,Endo,2.02358e+08
94353.6,1,1000,O,Ecto,2.35081e+06
94353.6,1,10000,O,Ecto,8.04871e+06
94353.6,1,1000,O,Endo,8.81681e+09
94353.6,1,10000,O,Endo,4.04413e+08
94353.6,1,1000,C,Ecto,77280.5
94353.6,1,10000,C,Ecto,2.75039e+08
81987.1,2,1000,H,Ecto,1.13294e+06
81987.1,2,10000,H,Ecto,101795
81987.1,2,1000,H,Endo,7.06178e+07
81987.1,2,10000,H,Endo,105805
81987.1,2,1000,O,Ecto,57898
81987.1,2,10000,O,Ecto,931.674
81987.1,2,1000,O,Endo,2.9427e+07
81987.1,2,10000,O,Endo,36071.8
81987.1,2,1000,C,Ecto,2.57087e+06
81987.1,2,10000,C,Ecto,1.09696e+07
81987.1,2,10000,C,Endo,44972.8
4895.17,2,100,H,Ecto,54843.2
4895.17,2,1000,H,Ecto,1.26359e+06
4895.17,2,10000,H,Ecto,18101.9
4895.17,2,100,H,Endo,237096
4895.17,2,1000,H,Endo,9.34062e+08
4895.17,2,10000,H,Endo,455061
4895.17,2,100,O,Ecto,249612
4895.17,2,1000,O,Ecto,421396
4895.17,2,100,O,Endo,1.14414e+06
4895.17,2,1000,O,Endo,6.12949e+08
4895.17,2,100,C,Ecto,1.14539e+07
4895.17,2,1000,C,Ecto,6.66949e+07
4895.17,2,10000,C,Ecto,1.35851e+06
2644.5,2,10,H,Ecto,0.0243519
2644.5,2,100,H,Ecto,90051
2644.5,2,1000,H,Ecto,6639.7
2644.5,2,10000,H,Ecto,17.0832
2644.5,2,100,H,Endo,3226.43
2644.5,2,1000,H,Endo,5.95765e+06
2644.5,2,10000,H,Endo,205278
2644.5,2,100,O,Ecto,98030.3
2644.5,2,1000,O,Ecto,26964.2
2644.5,2,100,O,Endo,136832
2644.5,2,1000,O,Endo,1.46924e+07
2644.5,2,100,C,Ecto,3.05196e+06
2644.5,2,1000,C,Ecto,390447
2644.5,2,10000,C,Ecto,13210.6
587.735,2,10,H,Ecto,6.08834
587.735,2,100,H,Ecto,74504.9
587.735,2,1000,H,Ecto,572626
587.735,2,100,H,Endo,5.9545e+08
587.735,2,1000,H,Endo,25688.3
587.735,2,10000,H,Endo,4388.71
587.735,2,10,O,Ecto,17365.4
587.735,2,100,O,Ecto,7.73602e+06
587.735,2,1000,O,Ecto,3.37041e+07
587.735,2,100,O,Endo,173627
587.735,2,1000,O,Endo,410222
587.735,2,100,C,Ecto,1.86632e+06
587.735,2,1000,C,Ecto,75940.2
587.735,2,10000,C,Ecto,26066.4
4583.41,2,10,H,Ecto,599.614
4583.41,2,100,H,Ecto,2.57827e+07
4583.41,2,1000,H,Ecto,1.75e+07
4583.41,2,100,H,Endo,5.70595e+08
4583.41,2,1000,H,Endo,3.81219e+06
4583.41,2,10000,H,Endo,1.61508e+07
4583.41,2,10,O,Ecto,87432.9
4583.41,2,100,O,Ecto,1.58544e+08
4583.41,2,1000,O,Ecto,3.64072e+08
4583.41,2,100,O,Endo,4.08458e+07
4583.41,2,1000,O,Endo,1.42026e+08
4583.41,2,100,C,Ecto,1.50072e+08
4583.41,2,1000,C,Ecto,7.42966e+07
4583.41,2,10000,C,Ecto,1.20209e+07
26501.5,2,100,H,Ecto,66047.5
26501.5,2,1000,H,Ecto,1.00883e+08
26501.5,2,10000,H,Ecto,1.14842e+06
26501.5,2,1000,H,Endo,1.50721e+10
26501.5,2,10000,H,Endo,2126.93
26501.5,2,100,O,Ecto,349686
26501.5,2,1000,O,Ecto,4.309e+06
26501.5,2,100,O,Endo,136708
26501.5,2,1000,O,Endo,2.26292e+09
26501.5,2,100,C,Ecto,436781
26501.5,2,1000,C,Ecto,1.63685e+09
26501.5,2,10000,C,Ecto,2.88031e+08
26501.5,2,10000,C,Endo,1414.32
8492.78,2,10,H,Ecto,0.000195077
8492.78,2,100,H,Ecto,1.23598e+07
8492.78,2,1000,H,Ecto,1.32006e+07
8492.78,2,10000,H,Ecto,77341.4
8492.78,2,100,H,Endo,67747.1
8492.78,2,1000,H,Endo,1.27677e+10
8492.78,2,10000,H,Endo,3.78345e+07
8492.78,2,100,O,Ecto,1.07767e+07
8492.78,2,1000,O,Ecto,9.81159e+06
8492.78,2,100,O,Endo,2.90417e+07
8492.78,2,1000,O,Endo,1.07185e+10
8492.78,2,100,C,Ecto,7.81444e+08
8492.78,2,1000,C,Ecto,5.03065e+08
8492.78,2,10000,C,Ecto,1.16515e+07
907.867,2,1,H,Ecto,0.189528
907.867,2,10,H,Ecto,2.07017e+06
907.867,2,100,H,Ecto,95655.1
907.867,2,1000,H,Ecto,11066.6
907.867,2,100,H,Endo,398907
907.867,2,10,O,Ecto,83622.8
907.867,2,100,O,Ecto,229112
907.867,2,1000,O,Ecto,370287
907.867,2,100,O,Endo,389.163
907.867,2,1000,O,Endo,32115.6
907.867,2,10,C,Ecto,3.69107e-12
907.867,2,100,C,Ecto,624243
907.867,2,1000,C,Ecto,33.4301
907.867,2,10000,C,Ecto,31.742
2529.11,2,1,H,Ecto,0.866124
2529.11,2,10,H,Ecto,1.0814e+06
2529.11,2,100,H,Ecto,15062
2529.11,2,1000,H,Ecto,39988
2529.11,2,100,H,Endo,2.3937e+06
2529.11,2,1000,H,Endo,0.805022
2529.11,2,1,O,Ecto,1.01948
2529.11,2,10,O,Ecto,95987
2529.11,2,100,O,Ecto,1.18585e+06
2529.11,2,1000,O,Ecto,7.32272e+06
2529.11,2,100,O,Endo,958.573
2529.11,2,1000,O,Endo,17182.1
2529.11,2,10,C,Ecto,2.11736e-11
2529.11,2,100,C,Ecto,1.33373e+06
2529.11,2,1000,C,Ecto,2.11061
4895.17,2,10,H,Ecto,432126
4895.17,2,100,H,Ecto,118026
4895.17,2,1000,H,Ecto,3.32439e+06
4895.17,2,100,H,Endo,2.0162e+08
4895.17,2,1000,H,Endo,868.671
4895.17,2,10,O,Ecto,649394
4895.17,2,100,O,Ecto,5.60036e+07
4895.17,2,1000,O,Ecto,2.33286e+08
4895.17,2,100,O,Endo,327291
4895.17,2,1000,O,Endo,1.31274e+06
4895.17,2,100,C,Ecto,2.58216e+07
4895.17,2,1000,C,Ecto,20822
4895.17,2,10000,C,Ecto,9745.35
563.134,2,1,H,Ecto,0.0941868
563.134,2,10,H,Ecto,92413.5
563.134,2,100,H,Ecto,241.738
563.134,2,1000,H,Ecto,218.787
563.134,2,100,H,Endo,2060.89
563.134,2,10,O,Ecto,1889.25
563.134,2,100,O,Ecto,562.875
563.134,2,1000,O,Ecto,7977.79
563.134,2,100,O,Endo,4.8738
563.134,2,1000,O,Endo,131.522
563.134,2,10,C,Ecto,2.89664e-12
563.134,2,100,C,Ecto,9318.52
8428.68,2,10,H,Ecto,2.93088e+06
8428.68,2,100,H,Ecto,123273
8428.68,2,1000,H,Ecto,700958
8428.68,2,100,H,Endo,3.72733e+06
8428.68,2,1000,H,Endo,13.2575
8428.68,2,10,O,Ecto,113043
8428.68,2,100,O,Ecto,4.64641e+06
8428.68,2,1000,O,Ecto,5.42126e+06
8428.68,2,100,O,Endo,121460
8428.68,2,1000,O,Endo,298700
8428.68,2,100,C,Ecto,3.04373e+06
8428.68,2,1000,C,Ecto,20344.5
8428.68,2,10000,C,Ecto,8648.73
587.735,2,1,H,Ecto,9.81307
587.735,2,10,H,Ecto,364078
587.735,2,100,H,Ecto,8919.01
587.735,2,1000,H,Ecto,78.6888
587.735,2,100,H,Endo,963.982
587.735,2,1,O,Ecto,49295.5
587.735,2,10,O,Ecto,5300.31
587.735,2,1000,O,Ecto,7527.69
587.735,2,1000,O,Endo,58.3547
587.735,2,10,C,Ecto,5.04856e-10
587.735,2,100,C,Ecto,8243.63
5425.61,2,1,H,Ecto,2.02012
5425.61,2,10,H,Ecto,5.11011e+06
5425.61,2,100,H,Ecto,152431
5425.61,2,1000,H,Ecto,24455.9
5425.61,2,100,H,Endo,209532
5425.61,2,10,O,Ecto,115595
5425.61,2,100,O,Ecto,72320.6
5425.61,2,1000,O,Ecto,655381
5425.61,2,100,O,Endo,736.811
5425.61,2,1000,O,Endo,13880.2
5425.61,2,10,C,Ecto,5.34447e-11
5425.61,2,100,C,Ecto,830433
2644.5,2,1,H,Ecto,54.6297
2644.5,2,10,H,Ecto,19525.9
2644.5,2,1,O,Ecto,512664
2644.5,2,10,O,Ecto,332.593
2644.5,2,10,C,Ecto,9.68307e-10
2644.5,2,100,C,Ecto,444.806
36.1935,4,1,H,Ecto,7.04611e-05
36.1935,4,10,H,Ecto,0.000228143
