Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
94761,1,1000,H,Ecto,1.02549
94761,1,10000,H,Ecto,1.27472e+06
94761,1,10000,H,Endo,1.08859e+07
94761,1,1000,O,Ecto,1579.82
94761,1,10000,O,Ecto,375143
94761,1,1000,O,Endo,182.055
94761,1,10000,O,Endo,306423
94761,1,1000,C,Ecto,1396.39
94761,1,10000,C,Ecto,1.95241e+06
26501.5,2,100,H,Ecto,1.00888e+06
26501.5,2,1000,H,Ecto,5.79571e+06
26501.5,2,10000,H,Ecto,511511
26501.5,2,100,H,Endo,3493.34
26501.5,2,1000,H,Endo,2.22867e+08
26501.5,2,10000,H,Endo,481878
26501.5,2,100,O,Ecto,381.21
26501.5,2,1000,O,Ecto,98284.5
26501.5,2,10000,O,Ecto,10.5791
26501.5,2,100,O,Endo,5143.96
26501.5,2,1000,O,Endo,1.21471e+07
26501.5,2,10000,O,Endo,6971.77
26501.5,2,100,C,Ecto,272538
26501.5,2,1000,C,Ecto,1.81476e+07
26501.5,2,10000,C,Ecto,7.58433e+07
81987.1,2,1000,H,Ecto,2.97743e+06
81987.1,2,10000,H,Ecto,59255.9
81987.1,2,1000,H,Endo,632900
81987.1,2,10000,H,Endo,1.77097e+07
81987.1,2,1000,O,Ecto,55787.3
81987.1,2,10000,O,Ecto,3265.77
81987.1,2,1000,O,Endo,5.87588e+06
81987.1,2,10000,O,Endo,460484
81987.1,2,1000,C,Ecto,2.27376e+06
81987.1,2,10000,C,Ecto,7.17562e+06
81987.1,2,10000,C,Endo,0.00145421
527.331,2,10,H,Ecto,1.88562e+06
527.331,2,100,H,Ecto,1.82113e+07
527.331,2,1000,H,Ecto,106.127
527.331,2,100,H,Endo,7.05009e+07
527.331,2,1000,H,Endo,1.17062e+10
527.331,2,10,O,Ecto,20688.2
527.331,2,100,O,Ecto,1.38117e+08
527.331,2,1000,O,Ecto,2.19677e+06
527.331,2,100,O,Endo,6.36203e+07
527.331,2,1000,O,Endo,5.58304e+07
527.331,2,100,C,Ecto,8.54157e+07
527.331,2,1000,C,Ecto,2.42537e+06
527.331,2,10000,C,Ecto,168854
2682.37,2,10,H,Ecto,13300.8
2682.37,2,100,H,Ecto,3.73296e+06
2682.37,2,1000,H,Ecto,13169.6
2682.37,2,10000,H,Ecto,45.2315
2682.37,2,100,H,Endo,6.59353e+06
2682.37,2,1000,H,Endo,4.59548e+08
2682.37,2,100,O,Ecto,8.98888e+07
2682.37,2,1000,O,Ecto,9.56845e+06
2682.37,2,100,O,Endo,7.82244e+06
2682.37,2,1000,O,Endo,1.14002e+09
2682.37,2,100,C,Ecto,9.88805e+08
2682.37,2,1000,C,Ecto,1.77895e+08
2682.37,2,10000,C,Ecto,2.48531e+07
4903.94,2,100,H,Ecto,2.43354e+07
4903.94,2,1000,H,Ecto,602014
4903.94,2,10000,H,Ecto,45140.1
4903.94,2,100,H,Endo,2.60161e+07
4903.94,2,1000,H,Endo,4.07973e+09
4903.94,2,100,O,Ecto,7.15257e+06
4903.94,2,1000,O,Ecto,1.17662e+07
4903.94,2,100,O,Endo,2.85871e+06
4903.94,2,1000,O,Endo,1.02582e+10
4903.94,2,100,C,Ecto,2.32945e+09
4903.94,2,1000,C,Ecto,4.52699e+08
4903.94,2,10000,C,Ecto,2.47836e+08
917.062,2,10,H,Ecto,14060.4
917.062,2,100,H,Ecto,95107.5
917.062,2,100,H,Endo,1.44453e+07
917.062,2,1000,H,Endo,1.35161e+08
917.062,2,10,O,Ecto,8836.49
