GridcellIndex,Cohort_FunctionalGroupIndex,Cohort_AdultMass,Cohort_Consumed_Autotroph,Cohort_Consumed_Herbivore,Cohort_Consumed_Omnivore,Cohort_Consumed_Carnivore
0,0,650091,1.32552e+10,0,0,0
0,0,341538,8.93734e+09,0,0,0
0,0,1.45505e+06,1.15776e+10,0,0,0
0,0,1145.78,1.02816e+11,0,0,0
0,0,4346.35,8.36676e+09,0,0,0
0,0,448.667,9.6352e+09,0,0,0
0,0,10424.9,5.24582e+10,0,0,0
0,0,27351.5,8.39648e+09,0,0,0
0,0,26285.7,1.54738e+10,0,0,0
0,0,4346.35,1.84434e+11,0,0,0
0,0,2372.21,2.94212e+06,0,0,0
0,0,1177.75,7.01745e+09,0,0,0
0,0,4542.57,0,0,0,0
0,0,459.504,0,0,0,0
0,1,94761,0,1.21607e+07,683327,1.9538e+06
0,2,26501.5,9.93556e+08,2.30669e+08,1.22579e+07,9.42634e+07
0,2,81987.1,1.15781e+09,2.13793e+07,6.39542e+06,9.44938e+06
0,2,527.331,3.47175e+09,1.17968e+10,2.59786e+08,8.80099e+07
0,2,2682.37,6.28127e+08,4.69901e+08,1.2473e+09,1.19155e+09
0,2,4903.94,3.85948e+09,4.13073e+09,1.028e+10,3.02999e+09
0,2,917.062,1.03772e+09,1.49715e+08,3.07406e+06,7.84317e+06
0,2,541.776,2.58201e+10,1.29142e+09,2.965e+07,6.43463e+07
0,2,2677.71,6.19166e+10,7.10089e+08,7.38221e+08,4.06774e+08
0,2,26501.5,2.04098e+09,5.58243e+09,4.05294e+09,2.13968e+09
0,2,4909.98,1.94551e+11,3.19081e+09,5.04105e+09,9.23438e+08
0,2,524.252,0,0,0,0
0,2,4910.42,0,0,0,0
0,2,8968.23,0,0,0,0
0,2,2826.53,0,0,0,0
0,3,68.0304,8.12234e+08,0,0,0
0,3,461.57,2.17799e+09,0,0,0
0,3,266.278,2.82409e+09,0,0,0
0,3,18.4073,7.89758e+06,0,0,0
0,3,155.813,1.47421e+08,0,0,0
0,3,10.4766,0,0,0,0
0,4,596.746,0,1.36634e+06,2558.89,431810
0,4,211.15,0,8.59168e+08,2.39905e+07,1.55275e+07
0,4,970.02,0,1.33445e+09,5.02216e+09,2.00897e+09
0,4,1135.96,0,2.59315e+06,465673,392795
0,4,110.245,0,0,3739.19,0
0,4,1549.83,0,8.32779e+08,2.16443e+09,9.7787e+08
0,4,32.5053,0,0,2918.07,0.0358364
0,5,907.65,1.03525e+10,1.1356e+09,2.69676e+07,7.82949e+07
0,5,2.37294,227223,0,0.639523,0
0,5,22.5205,2.58196e+07,3.73053,0.0115024,3.19631
0,5,77.8064,7.03211e+07,364.772,0.0719034,19.0179
0,5,2.22875,1.95328e+07,0,0,0
0,5,3.33744,74179.4,0,0,0
0,5,11.9225,0,0,0,0
0,6,8001.09,1.01949e+07,0,0,0
0,6,59564.8,1.25618e+09,0,0,0
0,6,11991.1,1.96972e+08,0,0,0
0,6,83.4585,1.05948e+06,0,0,0
0,6,439.398,1.95757e+07,0,0,0
0,6,3160.53,5.13475e+09,0,0,0
0,6,863.257,4.90746e+09,0,0,0
0,6,2657.63,2.50932e+07,0,0,0
0,6,1433.69,7.08596e+07,0,0,0
0,6,7634.72,9.90844e+07,0,0,0
0,6,2486.41,1.09334e+06,0,0,0
0,6,2983.24,4.91553e+08,0,0,0
0,6,11991.1,1.30179e+09,0,0,0
0,6,841.77,1.67317e+07,0,0,0
0,6,1375.38,1.71431e+07,0,0,0
0,6,439.398,4.24249e+08,0,0,0
0,6,439.398,4.11156e+07,0,0,0
0,6,80.9104,0,0,0,0
0,6,7930.77,0,0,0,0
0,6,863.257,0,0,0,0
0,7,7498.23,0,4.0897e+08,3.21747e+08,1.92779e+08
0,7,10582.5,0,5.17815e+08,2.90658e+08,2.66916e+08
0,7,29259.5,0,1.09746e+09,1.51743e+08,1.39377e+09
0,7,46430.1,0,1.23948e+09,1.03452e+09,8.4085e+08
0,7,248.088,0,1.46364e+10,2.03772e+09,7.26387e+08
0,7,807.878,0,5.40803e+08,7.49877e+08,4.40934e+08
0,7,1779.77,0,3.69291e+07,4.0903e+08,6.06895e+08
0,7,11462.3,0,7.66824e+09,1.65842e+10,8.18298e+09
0,7,737.649,0,4.32664e+10,9.21886e+08,2.85581e+08
0,7,28623.2,0,6.97366e+08,9.93879e+09,9.852e+09
0,7,419.206,0,2.17116e+06,225.168,103293
0,7,253.053,0,315689,60.9339,16130.5
0,7,807.878,0,2.21913e+06,2776.44,153050
