Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
104209,1,10000,H,Ecto,6.54822e+07
104209,1,10000,H,Endo,3.06923e+08
104209,1,100000,H,Endo,190445
104209,1,10000,O,Ecto,6.24143e+06
104209,1,10000,O,Endo,5.59385e+08
104209,1,10000,C,Ecto,5.36441e+09
81987.1,2,1000,H,Ecto,3335.27
81987.1,2,10000,H,Ecto,790834
81987.1,2,1000,H,Endo,1.28691e+06
81987.1,2,10000,H,Endo,9.50745e+06
81987.1,2,100000,H,Endo,353043
81987.1,2,1000,O,Ecto,4.49735e+06
81987.1,2,10000,O,Ecto,25349.5
81987.1,2,1000,O,Endo,646324
81987.1,2,10000,O,Endo,966863
81987.1,2,1000,C,Ecto,170348
81987.1,2,10000,C,Ecto,2.23086e+08
4895.17,2,100,H,Ecto,149702
4895.17,2,1000,H,Ecto,150812
4895.17,2,10000,H,Ecto,4273.76
4895.17,2,100,H,Endo,11152.2
4895.17,2,1000,H,Endo,5.60554e+07
4895.17,2,10000,H,Endo,303195
4895.17,2,100,O,Ecto,272080
4895.17,2,1000,O,Ecto,334158
4895.17,2,10000,O,Ecto,465.297
4895.17,2,100,O,Endo,218493
4895.17,2,1000,O,Endo,2.11246e+07
4895.17,2,10000,O,Endo,18916.9
4895.17,2,100,C,Ecto,866204
4895.17,2,1000,C,Ecto,3.29029e+06
4895.17,2,10000,C,Ecto,1.28286e+07
8727.34,2,100,H,Ecto,1.83404e+06
8727.34,2,1000,H,Ecto,9.55088e+06
8727.34,2,10000,H,Ecto,230103
8727.34,2,100,H,Endo,133438
8727.34,2,1000,H,Endo,2.84597e+08
8727.34,2,10000,H,Endo,1.88908e+07
8727.34,2,100000,H,Endo,118350
8727.34,2,100,O,Ecto,7.25158e+06
8727.34,2,1000,O,Ecto,9.2586e+06
8727.34,2,10000,O,Ecto,27879.7
8727.34,2,100,O,Endo,329569
8727.34,2,1000,O,Endo,9.74044e+07
8727.34,2,10000,O,Endo,1.33048e+07
8727.34,2,100,C,Ecto,4.54699e+06
8727.34,2,1000,C,Ecto,5.32347e+07
8727.34,2,10000,C,Ecto,2.14945e+08
637.903,2,10,H,Ecto,523.475
637.903,2,100,H,Ecto,1.53416e+06
637.903,2,1000,H,Ecto,16358.2
637.903,2,100,H,Endo,2.83718e+06
637.903,2,1000,H,Endo,6.77283e+07
637.903,2,100,O,Ecto,3280.98
637.903,2,1000,O,Ecto,505.874
637.903,2,100,O,Endo,763.807
637.903,2,1000,O,Endo,47144.8
637.903,2,100,C,Ecto,6498.15
637.903,2,1000,C,Ecto,1.05997e+06
637.903,2,10000,C,Ecto,4.71006e+07
26969,2,100,H,Ecto,425620
26969,2,1000,H,Ecto,3.37155e+07
26969,2,10000,H,Ecto,1.86974e+06
26969,2,100,H,Endo,2872.32
26969,2,1000,H,Endo,8.047e+07
26969,2,10000,H,Endo,1.71807e+08
26969,2,100000,H,Endo,7.24916e+07
26969,2,100,O,Ecto,2.08753e+06
26969,2,1000,O,Ecto,2.19272e+08
26969,2,10000,O,Ecto,7.02524e+06
26969,2,100,O,Endo,919.057
26969,2,1000,O,Endo,3.50995e+08
26969,2,10000,O,Endo,3.20716e+08
26969,2,100,C,Ecto,8.67442e+06
26969,2,1000,C,Ecto,5.02088e+07
26969,2,10000,C,Ecto,4.70689e+08
2454.67,2,10,H,Ecto,199.113
2454.67,2,100,H,Ecto,1.75749e+06
2454.67,2,1000,H,Ecto,3221.23
2454.67,2,100,H,Endo,933858
2454.67,2,1000,H,Endo,1.38644e+08
2454.67,2,100,O,Ecto,1775.19
2454.67,2,1000,O,Ecto,2349.1
2454.67,2,100,O,Endo,59455.5
2454.67,2,1000,O,Endo,1.53062e+06
2454.67,2,100,C,Ecto,3462.23
2454.67,2,1000,C,Ecto,8.61902e+06
2454.67,2,10000,C,Ecto,5.43735e+08
2575.48,2,10,H,Ecto,1474.3
2575.48,2,100,H,Ecto,1.17707e+06
2575.48,2,1000,H,Ecto,26838.8
2575.48,2,100,H,Endo,1.34074e+06
2575.48,2,1000,H,Endo,2.22499e+07
2575.48,2,10,O,Ecto,378.12
2575.48,2,100,O,Ecto,3229.6
2575.48,2,1000,O,Ecto,276.432
2575.48,2,100,O,Endo,757.037
2575.48,2,1000,O,Endo,1278.74
2575.48,2,100,C,Ecto,9069.49
2575.48,2,1000,C,Ecto,363698
2575.48,2,10000,C,Ecto,1.55628e+07
385.911,2,10,H,Ecto,1341.25
385.911,2,100,H,Ecto,2.77174e+06
385.911,2,1000,H,Ecto,2887.44
385.911,2,100,H,Endo,3.68379e+06
385.911,2,1000,H,Endo,5.9758e+07
385.911,2,10,O,Ecto,613.583
385.911,2,100,O,Ecto,7017.65
385.911,2,1000,O,Ecto,1096.83
385.911,2,100,O,Endo,2306.19
385.911,2,1000,O,Endo,15009
385.911,2,100,C,Ecto,20593.8
385.911,2,1000,C,Ecto,1.0632e+06
385.911,2,10000,C,Ecto,4.69885e+07
5009.51,2,10,H,Ecto,18592.1
5009.51,2,100,H,Ecto,3.904e+07
5009.51,2,1000,H,Ecto,48437.8
5009.51,2,100,H,Endo,1.34299e+07
5009.51,2,1000,H,Endo,2.14279e+09
5009.51,2,100,O,Ecto,29684.3
5009.51,2,1000,O,Ecto,17563.1
5009.51,2,100,O,Endo,72562.8
5009.51,2,1000,O,Endo,7.54681e+06
5009.51,2,100,C,Ecto,98052.4
5009.51,2,1000,C,Ecto,1.43926e+06
5009.51,2,10000,C,Ecto,5.2578e+09
8688.32,2,10,H,Ecto,1921.76
8688.32,2,100,H,Ecto,1.62553e+07
8688.32,2,1000,H,Ecto,269720
8688.32,2,100,H,Endo,9.04655e+07
8688.32,2,1000,H,Endo,1.1546e+09
8688.32,2,100,O,Ecto,11100.3
8688.32,2,1000,O,Ecto,7836.35
8688.32,2,100,O,Endo,44851.9
8688.32,2,1000,O,Endo,4.58432e+06
8688.32,2,100,C,Ecto,56524.6
8688.32,2,1000,C,Ecto,4.99977e+07
8688.32,2,10000,C,Ecto,2.94087e+09
649.6,2,10,H,Ecto,159360
649.6,2,100,H,Ecto,427638
649.6,2,1000,H,Ecto,421.807
649.6,2,100,H,Endo,3760.28
649.6,2,1000,H,Endo,139072
649.6,2,10,O,Ecto,113907
649.6,2,100,O,Ecto,1175.11
649.6,2,1000,O,Ecto,14.316
649.6,2,100,O,Endo,2560.54
649.6,2,1000,O,Endo,2.1281
649.6,2,100,C,Ecto,1844.66
649.6,2,1000,C,Ecto,13.4632
637.903,2,10,H,Ecto,1.22607e+06
637.903,2,100,H,Ecto,39.4911
637.903,2,1,O,Ecto,2.58548e+07
637.903,2,10,O,Ecto,141.877
8727.34,2,10,H,Ecto,2.22867e+06
8727.34,2,100,H,Ecto,4.52306e+07
8727.34,2,1000,H,Ecto,79256.8
8727.34,2,100,H,Endo,7.68671e+06
8727.34,2,1000,H,Endo,2.19412e+08
8727.34,2,10,O,Ecto,1.6272e+06
8727.34,2,100,O,Ecto,274800
8727.34,2,1000,O,Ecto,9150.11
8727.34,2,100,O,Endo,235989
8727.34,2,1000,O,Endo,774.849
8727.34,2,100,C,Ecto,528805
8727.34,2,1000,C,Ecto,966173
8727.34,2,10000,C,Ecto,3.36842e+07
26969,2,10,H,Ecto,1329.78
26969,2,100,H,Ecto,2.54001e+06
26969,2,1000,H,Ecto,274752
26969,2,100,H,Endo,1.49663e+07
26969,2,1000,H,Endo,3.25208e+09
26969,2,100,O,Ecto,49934.4
26969,2,1000,O,Ecto,122889
26969,2,100,O,Endo,6.48255e+06
26969,2,1000,O,Endo,2.79408e+08
26969,2,10000,O,Endo,455.643
26969,2,100,C,Ecto,15484.7
26969,2,1000,C,Ecto,3.17273e+08
26969,2,10000,C,Ecto,2.1634e+10
4972.86,2,10,H,Ecto,32686.1
4972.86,2,100,H,Ecto,1.19565e+06
4972.86,2,1000,H,Ecto,48974.1
4972.86,2,100,H,Endo,35674
4972.86,2,1000,H,Endo,1.55333e+06
4972.86,2,10,O,Ecto,350226
4972.86,2,100,O,Ecto,6006.03
4972.86,2,1000,O,Ecto,87.4514
4972.86,2,100,O,Endo,11020.1
