Month,Year,Biomass_FG_0,Biomass_FG_1,Biomass_FG_2,Biomass_FG_3,Biomass_FG_4,Biomass_FG_5,Biomass_FG_6,Biomass_FG_7,Biomass_FG_8
1, 1,5.04352e+08,9.55819e+08,8.80314e+08,8.05159e+07,2.18934e+08,1.04006e+08,4.1704e+08,6.74424e+08,5.74756e+08
2, 1,3.89927e+08,1.39862e+09,5.56924e+08,5.24256e+06,6.56335e+07,1.7584e+06,2.10134e+08,4.65327e+08,3.3653e+08
3, 1,3.09739e+08,1.54786e+09,2.58391e+08,462231,253478,309597,1.17165e+08,2.30715e+08,1.98713e+08
4, 1,2.38128e+08,1.32538e+09,1.30006e+08,377179,170860,269017,7.82585e+07,9.82312e+07,1.07637e+08
5, 1,1.62867e+08,1.10035e+09,9.10445e+07,614256,130753,513961,2.579e+07,3.75001e+07,3.84885e+07
6, 1,1.38628e+08,7.04484e+08,6.90495e+07,924847,54766.7,878937,2.99823e+07,4.86346e+07,4.23556e+07
7, 1,8.78512e+07,5.36034e+08,4.99624e+07,1.57254e+06,40717.9,2.82911e+06,3.43773e+07,4.70978e+07,4.66494e+07
8, 1,7.68386e+07,3.92863e+08,2.77982e+07,2.33428e+06,64550.9,6.7137e+06,3.24373e+07,3.68783e+07,4.6808e+07
9, 1,7.44902e+07,1.62233e+08,2.68847e+07,3.00275e+06,101697,1.20363e+07,2.68497e+07,2.74655e+07,4.08069e+07
10, 1,7.61816e+07,1.04189e+08,2.84932e+07,3.42597e+06,106060,1.68505e+07,2.81935e+07,2.46336e+07,4.24786e+07
11, 1,8.08993e+07,8.13207e+07,3.19443e+07,3.80521e+06,97029.9,2.07622e+07,3.07382e+07,2.26949e+07,4.59018e+07
12, 1,8.42807e+07,6.17287e+07,2.81419e+07,1.03033e+07,162698,7.30582e+07,2.54232e+07,1.95238e+07,3.30288e+07
13, 2,9.67599e+07,4.98291e+07,2.70823e+07,2.31392e+07,358942,1.87939e+08,2.14918e+07,1.32265e+07,2.23835e+07
14, 2,1.17808e+08,3.76459e+07,2.7421e+07,4.06059e+07,830572,3.49973e+08,2.03801e+07,1.23629e+07,1.59029e+07
15, 2,1.41164e+08,4.52826e+06,2.97381e+07,6.24453e+07,1.4385e+06,4.89743e+08,2.14522e+07,1.2977e+07,1.47978e+07
16, 2,1.84623e+08,5.26373,3.27164e+07,1.33897e+08,4.55115e+06,1.11145e+09,2.36125e+07,1.66004e+07,1.5773e+07
17, 2,2.30892e+08,0,4.15486e+07,2.97438e+08,1.20277e+07,1.77579e+09,2.67716e+07,2.26942e+07,1.72604e+07
18, 2,3.09465e+08,0,6.33922e+07,6.25644e+08,3.75747e+07,2.08986e+09,3.09808e+07,3.32523e+07,1.95319e+07
19, 2,4.27448e+08,0,1.42294e+08,1.19199e+09,9.45684e+07,1.52642e+09,3.60118e+07,5.14582e+07,2.34338e+07
20, 2,5.6301e+08,0,3.44955e+08,1.39018e+09,1.46844e+08,1.35385e+09,3.99575e+07,7.13887e+07,2.73347e+07
21, 2,6.92361e+08,0,6.16627e+08,9.4368e+08,1.7291e+08,9.82947e+08,4.33016e+07,9.83706e+07,3.11045e+07
22, 2,7.69535e+08,0,8.31064e+08,4.66101e+08,1.6203e+08,4.84669e+08,4.67559e+07,1.27222e+08,3.58721e+07
23, 2,8.27904e+08,0,9.2146e+08,4.01601e+08,1.11767e+08,4.08705e+08,5.1647e+07,1.63199e+08,3.94605e+07
24, 2,9.42865e+08,0,6.23488e+08,1.16774e+08,1.76387e+08,1.16283e+08,5.82162e+07,2.68506e+08,5.02346e+07
25, 3,9.19414e+08,0,5.06337e+08,1.7308e+07,1.12706e+07,3.69328e+07,6.62176e+07,3.35481e+08,6.62263e+07
26, 3,8.76001e+08,0,4.95469e+08,1.28276e+07,1.00449e+07,3.01798e+07,7.46025e+07,3.54995e+08,6.74562e+07
27, 3,9.68173e+08,0,5.21762e+08,2.7248e+06,1.3564e+07,2.6582e+07,7.69452e+07,3.05499e+08,7.37949e+07
28, 3,8.18796e+08,0,4.62701e+08,3.54312e+06,1.5484e+07,2.98631e+07,8.39069e+07,3.56893e+08,7.89774e+07
29, 3,7.75138e+08,0,3.8569e+08,4.85457e+06,1.50111e+07,2.95743e+07,9.31317e+07,4.31465e+08,8.44909e+07
30, 3,7.22959e+08,0,3.29625e+08,6.4081e+06,1.97622e+07,2.89109e+07,1.03672e+08,5.69046e+08,9.70971e+07
31, 3,6.66132e+08,0,2.86245e+08,7.33074e+06,1.62287e+07,2.41587e+07,1.04741e+08,6.64212e+08,7.86226e+07
32, 3,6.19647e+08,0,2.51205e+08,7.40094e+06,1.04249e+07,1.67803e+07,1.09278e+08,7.14159e+08,6.22481e+07
33, 3,6.13516e+08,0,1.99768e+08,6.94663e+06,5.40497e+06,9.6569e+06,9.67815e+07,7.13745e+08,4.22231e+07
34, 3,5.92669e+08,0,1.60048e+08,6.06761e+06,2.92841e+06,5.385e+06,8.46079e+07,6.95623e+08,2.9668e+07
35, 3,6.14355e+08,0,1.4478e+08,5.8273e+06,1.53312e+06,3.46418e+06,6.7876e+07,7.05194e+08,2.1526e+07
