Month,Year,Biomass_FG_0,Biomass_FG_1,Biomass_FG_2,Biomass_FG_3,Biomass_FG_4,Biomass_FG_5,Biomass_FG_6,Biomass_FG_7,Biomass_FG_8
1, 1,5.04352e+08,9.55819e+08,8.80314e+08,8.05159e+07,2.18934e+08,1.04006e+08,4.1704e+08,6.74424e+08,5.74756e+08
2, 1,3.89927e+08,1.39862e+09,5.56924e+08,5.24256e+06,6.56335e+07,1.7584e+06,2.10134e+08,4.65327e+08,3.3653e+08
3, 1,3.09739e+08,1.54786e+09,2.58391e+08,462231,253478,309597,1.17165e+08,2.30715e+08,1.98713e+08
4, 1,2.38128e+08,1.32538e+09,1.30006e+08,377270,170861,268705,7.82585e+07,9.82312e+07,1.07637e+08
5, 1,1.62878e+08,1.10098e+09,9.10048e+07,615237,130196,512644,2.56318e+07,3.74881e+07,3.82778e+07
6, 1,1.38722e+08,7.04891e+08,6.91777e+07,950788,54822.7,873895,2.98234e+07,4.86593e+07,4.21604e+07
7, 1,9.30302e+07,5.32133e+08,4.52082e+07,1.72283e+06,46659.4,2.77217e+06,3.44066e+07,4.17478e+07,4.60661e+07
8, 1,8.04807e+07,3.78155e+08,2.5891e+07,2.54582e+06,82832.5,6.5146e+06,3.16326e+07,3.60681e+07,4.66515e+07
9, 1,7.82682e+07,1.49676e+08,2.42067e+07,3.24678e+06,106087,1.16618e+07,2.57323e+07,2.9965e+07,3.96585e+07
10, 1,8.05518e+07,1.03124e+08,2.68155e+07,3.61375e+06,129336,1.60721e+07,2.76482e+07,2.72451e+07,4.19096e+07
11, 1,8.53926e+07,8.26805e+07,3.006e+07,3.98696e+06,130460,1.9713e+07,3.01362e+07,2.4939e+07,4.52981e+07
12, 1,8.96779e+07,6.00736e+07,2.60183e+07,1.0632e+07,244768,6.25046e+07,2.77097e+07,1.98618e+07,3.44244e+07
13, 2,1.05145e+08,4.60948e+07,2.37927e+07,2.35077e+07,499559,1.46205e+08,2.45866e+07,1.623e+07,2.47524e+07
14, 2,1.27704e+08,4.04118e+07,2.48702e+07,4.02518e+07,1.22413e+06,2.66818e+08,2.23712e+07,1.51914e+07,1.81887e+07
15, 2,1.43244e+08,3.5458e+07,2.77181e+07,7.08964e+07,2.55065e+06,3.67737e+08,2.30897e+07,1.52719e+07,1.68551e+07
16, 2,1.74245e+08,2.12768e+07,3.1137e+07,1.26529e+08,8.42154e+06,8.54847e+08,2.49983e+07,1.67903e+07,1.5584e+07
17, 2,2.07841e+08,25771.1,3.69616e+07,2.49888e+08,2.5096e+07,1.44982e+09,2.77974e+07,2.06431e+07,1.5426e+07
18, 2,2.83993e+08,0,6.61825e+07,5.76909e+08,7.97292e+07,1.66621e+09,3.23681e+07,2.91071e+07,1.7747e+07
19, 2,3.94971e+08,0,1.81701e+08,7.40172e+08,2.49044e+08,2.18567e+09,3.78303e+07,4.32003e+07,1.99266e+07
20, 2,5.2773e+08,0,4.83353e+08,8.68551e+08,3.88103e+08,1.42038e+09,4.23186e+07,6.0228e+07,2.2376e+07
21, 2,6.55976e+08,0,9.59298e+08,4.37372e+08,1.95204e+08,8.00224e+08,4.65684e+07,8.35174e+07,2.60409e+07
22, 2,7.58552e+08,0,1.04056e+09,3.39887e+08,1.54077e+08,2.17232e+08,5.12127e+07,1.07345e+08,2.78775e+07
23, 2,8.66217e+08,0,1.13639e+09,2.78136e+08,1.14551e+08,8.89321e+07,5.76043e+07,1.25022e+08,2.98419e+07
24, 2,6.04772e+08,0,3.95691e+08,2.71422e+07,2.77561e+07,1.62759e+07,5.75939e+07,1.47237e+08,3.41392e+07
25, 3,6.09626e+08,0,2.99295e+08,1.95492e+07,9.44979e+06,8.01215e+06,6.58437e+07,1.67633e+08,3.81855e+07
26, 3,6.37388e+08,0,2.44621e+08,1.73082e+07,9.29461e+06,7.47868e+06,6.77447e+07,2.08344e+08,4.12161e+07
27, 3,7.56933e+08,0,2.04023e+08,1.75178e+07,1.24426e+07,8.85785e+06,7.21905e+07,2.5886e+08,4.59864e+07
28, 3,7.96077e+08,0,2.05927e+08,1.71983e+07,1.6552e+07,1.05372e+07,7.55347e+07,3.34882e+08,5.09243e+07
29, 3,7.90022e+08,0,2.2652e+08,1.9472e+07,1.73307e+07,1.2428e+07,8.37634e+07,4.30224e+08,5.59805e+07
30, 3,7.83394e+08,0,2.30507e+08,1.78857e+07,4.08854e+06,1.17752e+07,9.14748e+07,5.15448e+08,6.27975e+07
31, 3,8.14101e+08,0,2.50497e+08,1.58916e+07,1.81316e+06,9.78731e+06,9.09872e+07,5.46629e+08,5.6803e+07
32, 3,8.77354e+08,0,2.38473e+08,7.31283e+06,746743,9.6032e+06,7.72349e+07,6.00527e+08,5.25417e+07
33, 3,9.43026e+08,0,2.22628e+08,5.59103e+06,819327,9.84904e+06,5.6313e+07,6.52243e+08,4.30834e+07
34, 3,1.02791e+09,0,2.02721e+08,3.72396e+06,1.00536e+06,1.06315e+07,4.76485e+07,6.70508e+08,3.54002e+07
35, 3,1.12677e+09,0,1.97981e+08,3.60477e+06,905600,1.22675e+07,4.42852e+07,6.69343e+08,3.26021e+07
