Rep	Year	RepSeason	NInds	NOccupCells	Occup/Suit	min_X	max_X	min_Y	max_Y
0	0	0	15810	3162	1	0	18000	300	8300
0	1	0	18512	3154	0.99747	0	18000	300	8300
0	2	0	20642	3131	0.991136	0	18000	300	8300
0	3	0	21648	3095	0.97974	0	18000	300	8300
0	4	0	22352	3083	0.975942	0	18000	300	8300
0	5	0	23079	3090	0.978467	0	18000	300	8300
0	6	0	23713	3095	0.980672	0	18000	300	8300
0	7	0	23954	3096	0.980057	0	18000	300	8300
0	8	0	23968	3089	0.976296	0	18000	300	8300
0	9	0	24016	3073	0.971853	0	18000	300	8300
0	10	0	24100	3071	0.9703	0	18000	300	8300
0	11	0	24270	3068	0.969659	0	18000	300	8300
0	12	0	24519	3078	0.972819	0	18000	300	8300
0	13	0	24702	3088	0.976906	0	18000	300	8300
0	14	0	24692	3080	0.974684	0	18000	300	8300
0	15	0	24673	3075	0.973409	0	18000	300	8300
0	16	0	24596	3080	0.975301	0	18000	300	8300
0	17	0	24804	3063	0.970225	0	18000	300	8300
0	18	0	24799	3074	0.973709	0	18000	300	8300
0	19	0	24783	3064	0.970234	0	18000	300	8300
0	20	0	24594	3071	0.971835	0	18000	300	8300
0	21	0	24543	3073	0.972776	0	18000	300	8300
0	22	0	24779	3065	0.970244	0	18000	300	8300
0	23	0	24750	3069	0.971818	0	18000	300	8300
0	24	0	24867	3065	0.970551	0	18000	300	8300
0	25	0	24489	3068	0.972425	0	18000	300	8300
0	26	0	24684	3081	0.976545	0	18000	300	8300
0	27	0	24657	3083	0.977179	0	18000	300	8300
0	28	0	24757	3081	0.977165	0	18000	300	8300
0	29	0	24557	3067	0.972416	0	18000	300	8300
0	30	0	24763	3057	0.970476	0	18000	300	8300
0	31	0	24455	3052	0.969504	0	18000	300	8300
0	32	0	24477	3065	0.973943	0	18000	300	8300
0	33	0	24356	3063	0.974237	0	18000	300	8300
0	34	0	24269	3049	0.973189	0	18000	300	8300
0	35	0	24372	3033	0.97056	0	18000	300	8300
0	36	0	24347	3026	0.970183	0	18000	300	8300
0	37	0	24276	3016	0.968218	0	18000	300	8300
0	38	0	24153	3007	0.968438	0	18000	300	8300
0	39	0	23960	3011	0.974434	0	18000	300	8300
0	40	0	24178	3014	0.977302	0	18000	300	8300
0	41	0	23847	2987	0.972014	0	18000	300	8300
0	42	0	23712	2988	0.974878	0	18000	300	8300
0	43	0	23781	2982	0.975466	0	18000	300	8300
0	44	0	23724	2981	0.977057	0	18000	300	8300
0	45	0	23667	2966	0.973416	0	18000	300	8300
0	46	0	23505	2955	0.97172	0	18000	300	8300
0	47	0	23309	2942	0.970317	0	18000	300	8300
0	48	0	23054	2956	0.9759	0	18000	300	8300
0	49	0	23242	2959	0.97689	0	18000	300	8300
0	50	0	23381	2961	0.978519	0	18000	300	8300
0	51	0	23492	2943	0.974181	0	18000	300	8300
0	52	0	23508	2936	0.973475	0	18000	300	8300
0	53	0	23303	2923	0.971096	0	18000	300	8300
0	54	0	23482	2929	0.974061	0	18000	300	8300
0	55	0	23209	2928	0.976	0	18000	300	8300
0	56	0	22849	2905	0.970922	0	18000	300	8300
0	57	0	22765	2893	0.970805	0	18000	300	8300
0	58	0	22665	2883	0.971361	0	18000	300	8300
0	59	0	22729	2862	0.966565	0	18000	300	8300
0	60	0	22633	2860	0.970808	0	18000	300	8300
0	61	0	22566	2844	0.968995	0	18000	300	8300
0	62	0	22542	2835	0.968569	0	18000	300	8300
0	63	0	22486	2822	0.968096	0	18000	300	8300
0	64	0	22145	2809	0.970629	0	18000	300	8300
0	65	0	21728	2796	0.970833	0	18000	300	8300
0	66	0	21612	2781	0.971359	0	18000	300	8300
0	67	0	21822	2770	0.972271	0	18000	300	8300
0	68	0	21442	2748	0.969312	0	18000	300	8300
0	69	0	21349	2736	0.968153	0	18000	300	8300
0	70	0	21106	2731	0.96844	0	18000	300	8300
0	71	0	21017	2721	0.967983	0	18000	300	8300
0	72	0	20858	2710	0.967166	0	18000	300	8300
0	73	0	20727	2689	0.964837	0	18000	300	8300
0	74	0	20543	2688	0.967603	0	18000	300	8300
0	75	0	20549	2688	0.969347	0	18000	300	8300
0	76	0	20811	2686	0.971077	0	18000	300	8300
0	77	0	20810	2665	0.964881	0	18000	300	8300
0	78	0	20838	2664	0.966268	0	18000	300	8300
0	79	0	20556	2662	0.968352	0	18000	300	8300
0	80	0	20552	2650	0.965743	0	18000	300	8300
0	81	0	20686	2645	0.964976	0	18000	300	8300
0	82	0	20424	2645	0.967093	0	18000	300	8300
0	83	0	20413	2637	0.966642	0	18000	300	8300
0	84	0	20308	2638	0.968784	0	18000	300	8300
0	85	0	20252	2636	0.969474	0	18000	300	8300
0	86	0	20325	2632	0.969429	0	18000	300	8300
0	87	0	20146	2635	0.970892	0	18000	300	8300
0	88	0	20223	2620	0.967147	0	18000	300	8300
0	89	0	20327	2616	0.96567	0	18000	300	8300
0	90	0	20433	2618	0.966765	0	18000	300	8300
0	91	0	20330	2603	0.962648	0	18000	300	8300
0	92	0	20235	2609	0.965581	0	18000	300	8300
0	93	0	19947	2602	0.964061	0	18000	300	8300
0	94	0	19876	2606	0.966259	0	18000	300	8300
0	95	0	19956	2600	0.965825	0	18000	300	8300
0	96	0	19503	2589	0.963887	0	18000	300	8300
0	97	0	19396	2589	0.964965	0	18000	300	8300
0	98	0	19198	2590	0.966057	0	18000	300	8300
0	99	0	19269	2570	0.961826	0	18000	300	8300
0	100	0	19123	2559	0.958427	0	18000	300	8300
0	101	0	19161	2545	0.956407	0	18000	300	8300
0	102	0	19011	2536	0.955539	0	18000	300	8300
0	103	0	19256	2541	0.960681	0	18000	300	8300
0	104	0	19182	2529	0.957592	0	18000	300	8300
0	105	0	19326	2536	0.962064	0	18000	300	8300
0	106	0	19597	2531	0.962357	0	18000	300	8300
0	107	0	19464	2520	0.96	0	18000	300	8300
0	108	0	19353	2519	0.961084	0	18000	300	8300
0	109	0	19238	2506	0.957219	0	18000	300	8300
0	110	0	19053	2499	0.957105	0	18000	300	8300
0	111	0	18983	2483	0.953899	0	18000	300	8300
0	112	0	18786	2490	0.95843	0	18000	300	8300
0	113	0	18871	2478	0.955281	0	18000	300	8300
0	114	0	18895	2485	0.959089	0	18000	300	8300
0	115	0	18631	2482	0.959042	0	18000	300	8300
0	116	0	18486	2460	0.953488	0	18000	300	8300
0	117	0	18491	2456	0.952676	0	18000	300	8300
0	118	0	18661	2452	0.952603	0	18000	300	8300
0	119	0	18505	2454	0.955607	0	18000	300	8300
0	120	0	18560	2456	0.957132	0	18000	300	8300
0	121	0	18549	2456	0.958252	0	18000	300	8300
0	122	0	18500	2448	0.956998	0	18000	300	8300
