Rep	Year	RepSeason	NInds	NOccupCells	Occup/Suit	min_X	max_X	min_Y	max_Y
0	0	0	10	2	0.000625391	9000	9100	8000	8200
0	1	0	14	2	0.000625195	9000	9100	8000	8200
0	2	0	14	4	0.00125039	9000	9500	7700	8300
0	3	0	18	5	0.00156299	8900	9300	8000	8300
0	4	0	15	5	0.00156299	8900	9300	8000	8300
0	5	0	13	4	0.00124961	8900	9300	8000	8300
0	6	0	19	5	0.00156299	9000	9300	8000	8300
0	7	0	12	4	0.00125078	9000	9300	8000	8300
0	8	0	13	4	0.00125039	9000	9300	8000	8300
0	9	0	20	4	0.00125039	9000	9300	8000	8300
0	10	0	17	2	0.000624805	9100	9300	8100	8300
0	11	0	20	2	0.00062461	9100	9300	8100	8300
0	12	0	18	2	0.000624805	9100	9300	8100	8300
0	13	0	22	2	0.00062461	9100	9300	8100	8300
0	14	0	23	3	0.0009375	9100	9300	7800	8300
0	15	0	16	3	0.000938086	9100	9300	7900	8300
0	16	0	15	3	0.000939261	9100	9300	7900	8300
0	17	0	16	3	0.000940439	9100	9300	7900	8300
0	18	0	17	4	0.0012551	9000	9300	7900	8300
0	19	0	17	4	0.00125589	9000	9300	8000	8300
0	20	0	30	5	0.0015758	9000	9300	8000	8300
0	21	0	36	6	0.00189573	9000	9300	7800	8300
0	22	0	29	6	0.00190235	9000	9300	7800	8300
0	23	0	24	5	0.00158932	8900	9300	7700	8300
0	24	0	25	5	0.00160051	8900	9300	7700	8300
0	25	0	23	4	0.00128452	9100	9300	8000	8300
0	26	0	23	4	0.00129199	9100	9300	8000	8300
0	27	0	22	5	0.00161917	9100	9300	7800	8300
0	28	0	18	6	0.00195185	8500	9300	7600	8300
0	29	0	27	5	0.00163026	8500	9300	7600	8300
0	30	0	23	5	0.00163506	8500	9300	7600	8300
0	31	0	22	5	0.00163773	8500	9300	7600	8300
0	32	0	19	6	0.00197174	8500	9300	7600	8300
0	33	0	20	5	0.00164474	9000	9300	7900	8300
0	34	0	25	7	0.00231023	9000	9300	7900	8300
0	35	0	25	6	0.00198741	9000	9300	7900	8300
0	36	0	23	7	0.00232481	9000	9300	7600	8300
0	37	0	44	9	0.002999	9000	9300	7600	8300
0	38	0	44	11	0.00367156	9000	9300	7600	8300
0	39	0	63	11	0.00367893	8500	9300	7600	8300
0	40	0	61	11	0.00368633	8500	9300	7600	8300
0	41	0	53	12	0.00402145	8500	9300	7600	8300
0	42	0	50	13	0.00436388	8500	9300	7400	8300
0	43	0	55	14	0.00470114	8500	9300	7400	8300
0	44	0	47	16	0.00537996	8400	9700	7400	8300
0	45	0	54	18	0.00605653	8400	9700	7100	8300
0	46	0	64	19	0.00639946	8400	9700	7100	8300
0	47	0	56	18	0.00606878	8400	9700	7100	8300
0	48	0	59	18	0.00606878	8400	9700	7400	8300
0	49	0	80	19	0.00640809	8400	9700	7500	8300
0	50	0	97	21	0.00708024	8400	9700	7400	8300
0	51	0	110	22	0.00742992	8400	9800	7400	8300
0	52	0	128	29	0.0097973	8100	9800	6900	8300
0	53	0	121	35	0.0118323	8100	9800	6900	8300
0	54	0	143	33	0.0111637	8400	9800	7100	8300
0	55	0	148	35	0.0118483	8100	9800	7100	8300
0	56	0	161	38	0.0128683	7800	9800	6900	8300
0	57	0	169	40	0.0135639	7800	10100	6400	8300
0	58	0	188	49	0.0166271	7800	10100	6400	8300
0	59	0	198	52	0.0176451	7800	10100	7100	8300
0	60	0	220	60	0.0203874	7600	10300	7100	8300
0	61	0	255	67	0.0227814	7600	10100	7100	8300
0	62	0	268	68	0.0231529	7600	10100	7000	8300
0	63	0	290	68	0.0232003	7600	10100	6600	8300
0	64	0	362	75	0.0256235	7600	10200	6600	8300
0	65	0	390	86	0.029442	7600	10200	6600	8300
0	66	0	380	97	0.0333219	7600	10200	6200	8300
0	67	0	422	96	0.0330692	7600	10200	6200	8300
0	68	0	475	106	0.0365896	7400	10200	6200	8300
0	69	0	493	114	0.0394191	7400	10200	6200	8300
0	70	0	518	126	0.0437196	7400	10200	5800	8300
0	71	0	611	133	0.0462931	7400	10300	5800	8300
0	72	0	685	147	0.0514706	7400	10300	5800	8300
0	73	0	732	159	0.0559662	7400	10400	5800	8300
0	74	0	789	163	0.0576379	7400	10400	5800	8300
0	75	0	876	173	0.061522	7400	10600	5800	8300
0	76	0	931	179	0.0640888	7400	10600	5800	8300
0	77	0	979	195	0.0700935	7400	10400	5800	8300
0	78	0	1117	218	0.0785303	7400	10500	5800	8300
0	79	0	1231	220	0.0796524	7400	10400	5800	8300
0	80	0	1257	247	0.0898182	7400	10600	5800	8300
0	81	0	1316	253	0.0925723	7500	10500	5700	8300
0	82	0	1422	258	0.0947832	7500	10500	5700	8300
0	83	0	1478	259	0.0956072	7500	10500	5700	8300
0	84	0	1602	273	0.10085	7400	10500	5700	8300
0	85	0	1641	279	0.103525	7500	10500	5700	8300
0	86	0	1769	284	0.105655	7500	10500	5700	8300
0	87	0	1813	301	0.112188	7300	10500	5700	8300
0	88	0	1847	311	0.116175	7300	10600	5700	8300
0	89	0	1903	316	0.118308	7300	10600	5700	8300
0	90	0	1965	317	0.118949	7300	10700	5700	8300
0	91	0	1987	324	0.12185	7300	10700	5700	8300
