FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,3.16999e+06,233049
0,1,10,2.91103e+08,1.94545e+08
0,10,100,1.95191e+07,1.19073e+08
0,100,1000,4.26133e+06,1.05717e+08
0,1000,10000,42994.7,7.06665e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,42213.4,2.74551e+06
1,100,1000,1057.36,73441.3
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,7.68128e+06,494405
2,1,10,1.96881e+08,3.81678e+08
2,10,100,4.9076e+07,1.29979e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,3.42365e+08,980494
3,0.1,1,8.44015e+07,1.94607e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,0,0
4,0.1,1,1.54172e+06,63845.1
4,1,10,315750,45985.7
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.9869e+09,1.37365e+06
5,0.01,0.1,4.89797e+08,1.68757e+06
5,0.1,1,3.50544e+07,1.4523e+06
5,1,10,1.86232e+06,3.3445e+06
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,2.54796e+07,191809
6,0.1,1,1.9671e+07,4.12831e+06
6,1,10,3.60348e+07,4.78612e+07
6,10,100,3.10165e+06,3.71929e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,1.15916e+07,386099
7,1,10,6.65545e+07,1.56662e+08
7,10,100,4.67606e+07,6.77775e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,1.30192e+07,972277
8,1,10,2.20215e+07,6.43146e+07
8,10,100,5.71667e+06,1.49454e+07
8,100,1000,0,0
8,1000,10000,0,0
