FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,572986,203513
0,1,10,8.91344e+07,1.79402e+08
0,10,100,1.31537e+07,6.87795e+07
0,100,1000,2.05266e+06,9.7397e+07
0,1000,10000,64006.1,8.21211e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,55188.6,2.80464e+06
1,100,1000,1430.89,74269.5
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,3.24618e+06,611711
2,1,10,2.62448e+08,5.74357e+08
2,10,100,1.66963e+07,9.61727e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,8.60204e+06,422539
3,0.1,1,1.36277e+07,6.58001e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,636.914,13.5954
4,0.1,1,9.55644e+06,224777
4,1,10,677075,90214.3
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,8.63764e+07,295661
5,0.01,0.1,3.11768e+07,682302
5,0.1,1,7.99022e+06,6.60126e+06
5,1,10,2.36094e+06,2.19557e+06
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,1.22758e+06,129620
6,0.1,1,7.39549e+06,1.02597e+07
6,1,10,2.83682e+07,4.04899e+07
6,10,100,3.33934e+06,3.50088e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,1.34204e+07,956186
7,1,10,8.33641e+07,2.07493e+08
7,10,100,1.45729e+08,1.74381e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,5.12118e+06,5.96239e+06
8,1,10,2.40405e+07,4.5462e+07
8,10,100,2.18159e+06,1.42612e+07
8,100,1000,0,0
8,1000,10000,0,0
