FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,8.48805e+06,1.05219e+06
0,0.1,1,2.80074e+07,1.02788e+07
0,1,10,4.0219e+07,2.61885e+08
0,10,100,1.17107e+07,1.38131e+08
0,100,1000,332546,1.66509e+07
0,1000,10000,124719,2.25436e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,2.43276e+07,5.66984e+08
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,328184,355571
2,1,10,1.19339e+07,2.9569e+07
2,10,100,2.24586e+07,1.31652e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,1.04789e+10,7.28084e+07
3,0.01,0.1,4.52369e+07,1.74303e+06
3,0.1,1,153.683,128.134
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,1.58145e+06,273118
4,0.1,1,1.00122e+06,387565
4,1,10,0,0
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,4.95477e+08,8.29963e+06
5,0.01,0.1,6.47078e+06,509552
5,0.1,1,378348,166015
5,1,10,2.81825e+06,3.71155e+06
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,4.66086e+06,142599
6,0.1,1,2.32992e+06,461152
6,1,10,1.79766e+07,6.18294e+07
6,10,100,3.07031e+07,1.31453e+08
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,2.83667e+06,807837
7,1,10,1.03305e+07,9.12135e+06
7,10,100,4.8097e+06,8.32013e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,290564,75520.6
8,0.1,1,254622,191529
8,1,10,1.39527e+07,4.53969e+07
8,10,100,2.55234e+07,5.48381e+07
8,100,1000,0,0
8,1000,10000,0,0
