FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,550467,26244.5
0,0.1,1,2.79833e+08,4.07589e+07
0,1,10,2.19746e+08,1.17712e+08
0,10,100,1.23632e+08,1.66944e+08
0,100,1000,7.82932e+06,7.79511e+07
0,1000,10000,157788,1.11283e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,7.82858e+08,3.74691e+08
1,1,10,7.08245e+08,5.30445e+08
1,10,100,9.97256e+07,5.5318e+08
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,4.05386e+08,1.16454e+08
2,1,10,5.11459e+08,1.32741e+08
2,10,100,9.95053e+07,2.66581e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,1.49465e+07,39570.9
3,0.01,0.1,7.11951e+06,93867.3
3,0.1,1,3.55064e+07,2.44769e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,1.54933e+07,6855.04
4,0.01,0.1,1.96106e+07,58698.6
4,0.1,1,1.27523e+07,567774
4,1,10,0,0
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,3.79012e+07,87013.3
5,0.01,0.1,3.47291e+06,38934.7
5,0.1,1,1.51491e+07,1.21784e+06
5,1,10,6.77897e+07,1.78103e+07
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,1.68004e+06,21341
6,0.1,1,9.651e+07,1.33282e+07
6,1,10,5.63503e+08,1.53815e+08
6,10,100,1.21234e+08,1.03062e+08
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,1.99673e+06,6057.82
7,0.1,1,1.02565e+08,9.27916e+06
7,1,10,5.80387e+08,1.91227e+08
7,10,100,7.51418e+07,1.39583e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,2.82688e+06,52296.8
8,0.1,1,1.06835e+08,1.16638e+07
8,1,10,3.08806e+07,3.09061e+07
8,10,100,3.60667e+08,2.10209e+08
8,100,1000,0,0
8,1000,10000,0,0
