FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,594383,9352.56
0,0.1,1,2.814e+09,1.35006e+08
0,1,10,1.47255e+09,1.7693e+08
0,10,100,1.35935e+08,1.1728e+08
0,100,1000,8.38694e+06,6.30472e+07
0,1000,10000,162593,9.79166e+06
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,2.49638e+09,3.24418e+08
1,1,10,1.74061e+09,6.43231e+08
1,10,100,1.63507e+08,3.58705e+08
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,1.00326e+10,5.84538e+08
2,1,10,1.16514e+09,1.936e+08
2,10,100,1.20448e+08,1.9402e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,8.79301e+07,69953.9
3,0.01,0.1,1.30495e+08,1.15839e+06
3,0.1,1,4.01031e+09,8.54937e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,1.15794e+08,33561.3
4,0.01,0.1,1.58526e+09,3.98612e+07
4,0.1,1,9.41156e+09,1.79033e+08
4,1,10,0,0
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,8.89784e+07,107392
5,0.01,0.1,3.28786e+08,2.45091e+06
5,0.1,1,3.47035e+09,2.0481e+08
5,1,10,5.01341e+08,3.09971e+07
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,2.77951e+07,153645
6,0.1,1,2.17152e+09,1.1694e+08
6,1,10,1.64642e+09,1.95968e+08
6,10,100,1.29019e+08,8.53936e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,1.53413e+07,50470.7
7,0.1,1,5.99936e+09,3.0628e+08
7,1,10,8.57099e+08,2.07211e+08
7,10,100,8.63639e+07,1.02322e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,1.31095e+09,2.21166e+07
8,0.1,1,2.84022e+09,2.15984e+08
8,1,10,9.35726e+08,7.11627e+07
8,10,100,4.12787e+08,1.95218e+08
8,100,1000,0,0
8,1000,10000,0,0
