FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,1.53495e+07,417858
0,0.1,1,4.87098e+07,4.7008e+06
0,1,10,1.03284e+08,4.18696e+08
0,10,100,3.01817e+07,2.12434e+08
0,100,1000,547151,1.87181e+07
0,1000,10000,134086,1.89956e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,3.06151e+07,3.10634e+08
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,442212,346547
2,1,10,2.99938e+07,5.45808e+07
2,10,100,3.20037e+07,1.42773e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,1.29914e+10,1.23199e+07
3,0.01,0.1,5.79229e+07,898034
3,0.1,1,202.844,111.29
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,2.08414e+06,75281
4,0.1,1,1.21165e+06,84205.8
4,1,10,0,0
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,7.03186e+08,4.54007e+06
5,0.01,0.1,9.05534e+06,273208
5,0.1,1,490855,146175
5,1,10,3.35642e+06,3.23705e+06
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,5.03867e+06,52838.6
6,0.1,1,2.63987e+06,320137
6,1,10,4.21931e+07,1.05762e+08
6,10,100,5.6867e+07,1.65679e+08
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,28.2666,0.082793
7,0.1,1,3.63569e+06,114273
7,1,10,1.82896e+07,1.54932e+07
7,10,100,1.52752e+07,1.60947e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,408206,50445.3
8,0.1,1,326606,172123
8,1,10,1.93486e+07,4.99272e+07
8,10,100,4.59508e+07,7.40359e+07
8,100,1000,0,0
8,1000,10000,0,0
