Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,39|19|7|3|2|2|,31.0|51.42921052631579|92.0|129.94866666666664|143.636|182.6735|,0.0|5.26153299232865|0.0|2.1089132008901825|4.134999999999991|0.9744999999999919|,31.0|53.0|92.0|123.0|147.0|184.0|,39|19|7|3|2|2|,31.0|51.42921052631579|92.0|129.94866666666664|143.636|182.6735|,0.0|5.26153299232865|0.0|2.1089132008901825|4.134999999999991|0.9744999999999919|,0|39|19|7|3|4|,0|0|0|0|0|0|,98|39|19|7|3|4|,0|0|0|0|0|3|,98|39|19|7|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,98|39|19|7|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,98|39|19|7|3|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,98|39|19|7|3|0|,31.0|31.0|51.42921052631579|92.0|129.94866666666664|nan|,0.0|0.0|5.26153299232865|0.0|2.1089132008901825|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,98|39|19|7|3|0|,31.0|31.0|51.42921052631579|92.0|129.94866666666664|nan|,0.0|0.0|5.26153299232865|0.0|2.1089132008901825|nan|,0|98|39|19|7|3|,0|0|0|0|0|0|,252|98|39|19|7|3|,58|27|0|4|2|0|,195|71|39|15|5|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,195|71|39|15|5|3|,0|0|0|0|0|0|,5|0|0|0|0|0|,190|71|39|15|5|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,190|71|39|15|5|0|,31.0|31.0|31.0|51.26840000000001|92.0|nan|,0.0|0.0|0.0|5.776438335168133|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,190|71|39|15|5|0|,31.0|31.0|31.0|51.26840000000001|92.0|nan|,0.0|0.0|0.0|5.776438335168133|0.0|nan|,0|190|71|39|15|5|,0|0|0|0|0|0|,384|190|71|39|15|5|,246|142|52|25|6|2|,141|48|19|14|9|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,141|48|19|14|9|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,141|48|19|14|9|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,141|48|19|14|9|0|,31.0|31.0|31.0|31.0|50.135|nan|,0.0|0.0|0.0|0.0|5.1176366507294055|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,141|48|19|14|9|0|,31.0|31.0|31.0|31.0|50.135|nan|,0.0|0.0|0.0|0.0|5.1176366507294055|nan|,0|141|48|19|14|9|,0|0|0|0|0|0|,358|141|48|19|14|9|,200|62|5|3|6|8|,158|79|43|16|8|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,158|79|43|16|8|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,158|79|43|16|8|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,158|79|43|16|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,158|79|43|16|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|158|79|43|16|8|,0|0|0|0|0|0|,346|158|79|43|16|8|,217|98|51|32|10|6|,135|60|28|11|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,135|60|28|11|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,135|60|28|11|6|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,135|60|28|11|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,135|60|28|11|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|135|60|28|11|6|,0|0|0|0|0|0|,259|135|60|28|11|6|,119|69|22|12|4|2|,142|66|38|16|7|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,142|66|38|16|7|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,142|66|38|16|7|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,142|66|38|16|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,142|66|38|16|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|142|66|38|16|7|,0|0|0|0|0|0|,386|142|66|38|16|7|,239|86|36|25|7|2|,147|56|30|13|9|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,147|56|30|13|9|5|,0|0|0|0|0|0|,0|0|0|0|2|0|,147|56|30|13|7|5|,0|0|0|0|0|5|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,147|56|30|13|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,147|56|30|13|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|147|56|30|13|7|,0|0|0|0|0|0|,268|147|56|30|13|7|,140|86|19|17|3|2|,127|61|37|13|10|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,127|61|37|13|10|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,127|61|37|13|10|5|,0|0|0|0|0|5|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,127|61|37|13|10|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,127|61|37|13|10|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|127|61|37|13|10|,0|0|0|0|0|0|,320|127|61|37|13|10|,168|56|25|22|4|8|,154|71|36|15|9|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,154|71|36|15|9|2|,0|0|0|0|0|0|,0|0|0|0|2|0|,154|71|36|15|7|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,154|71|36|15|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,154|71|36|15|7|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|154|71|36|15|7|,0|0|0|0|0|0|,334|154|71|36|15|7|,189|97|44|23|8|2|,136|57|27|13|7|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,136|57|27|13|7|5|,0|0|0|0|0|0|,0|0|0|0|2|2|,136|57|27|13|5|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
