FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,3.9645e+08,8.08407e+07
0,1,10,5.74898e+08,1.75785e+08
0,10,100,1.3553e+07,4.12804e+07
0,100,1000,246853,1.02641e+08
0,1000,10000,76617.6,6.48994e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,30988.5,331925
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,1.04663e+09,4.99849e+07
2,1,10,3.82635e+08,2.08508e+08
2,10,100,1.7295e+06,1.80996e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,1.52235e+08,2.79534e+06
3,0.1,1,2.98677e+08,1.31149e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,7.64604e+06,33585.9
4,0.1,1,6.03546e+07,1.15499e+06
4,1,10,1.07977e+07,8.3688e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,9.64025e+07,82069.6
5,0.01,0.1,2.94605e+07,709659
5,0.1,1,6.91136e+07,6.57813e+06
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,1.84585e+07,604984
6,0.1,1,6.35184e+07,1.40491e+07
6,1,10,1.31728e+08,5.3435e+07
6,10,100,1.93154e+06,1.5506e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,3.41563e+08,2.28794e+07
7,1,10,2.47269e+08,7.31816e+07
7,10,100,1.02897e+08,1.14165e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,0,0
8,1,10,7.27393e+07,2.62122e+07
8,10,100,309754,7.52737e+06
8,100,1000,0,0
8,1000,10000,0,0
