Month,Year,Biomass_FG_0,Biomass_FG_1,Biomass_FG_2,Biomass_FG_3,Biomass_FG_4,Biomass_FG_5,Biomass_FG_6,Biomass_FG_7,Biomass_FG_8
1, 1,5.04352e+08,9.55819e+08,8.80314e+08,8.05159e+07,2.18934e+08,1.04006e+08,4.1704e+08,6.74424e+08,5.74756e+08
2, 1,3.89927e+08,1.39862e+09,5.56924e+08,5.24256e+06,6.56335e+07,1.7584e+06,2.10134e+08,4.65327e+08,3.3653e+08
3, 1,3.09739e+08,1.54786e+09,2.58391e+08,462231,253478,309597,1.17165e+08,2.30715e+08,1.98713e+08
4, 1,2.38128e+08,1.32538e+09,1.30006e+08,377759,170860,269017,7.82585e+07,9.82312e+07,1.07637e+08
5, 1,1.62915e+08,1.10093e+09,9.10307e+07,616199,130349,514031,2.56742e+07,3.74903e+07,3.83341e+07
6, 1,1.38771e+08,7.04807e+08,6.9202e+07,925087,55052.9,876985,2.98735e+07,4.86678e+07,4.22259e+07
7, 1,8.78205e+07,5.36316e+08,5.00939e+07,1.61207e+06,41149.9,2.76349e+06,3.427e+07,4.71917e+07,4.65225e+07
8, 1,7.68555e+07,3.93158e+08,2.77955e+07,2.40785e+06,66924.3,6.43749e+06,3.23936e+07,3.69189e+07,4.67205e+07
9, 1,7.44836e+07,1.62442e+08,2.68664e+07,3.11008e+06,103850,1.13945e+07,2.68714e+07,2.74672e+07,4.07804e+07
10, 1,7.61744e+07,1.04306e+08,2.84695e+07,3.55278e+06,110448,1.57219e+07,2.82103e+07,2.46365e+07,4.24487e+07
11, 1,8.08727e+07,8.14493e+07,3.19148e+07,3.94971e+06,101468,1.92591e+07,3.07569e+07,2.2705e+07,4.58684e+07
12, 1,8.68619e+07,6.11678e+07,2.8474e+07,1.0528e+07,182186,6.26959e+07,2.5775e+07,1.65024e+07,3.35901e+07
13, 2,1.0138e+08,4.95232e+07,2.66763e+07,2.33833e+07,396306,1.56311e+08,2.10402e+07,1.26357e+07,2.36162e+07
14, 2,1.25333e+08,3.99464e+07,2.76073e+07,4.12643e+07,951525,2.88427e+08,1.83573e+07,1.25745e+07,1.72562e+07
15, 2,1.41785e+08,2.7164e+07,2.94118e+07,5.97313e+07,1.87252e+06,4.0314e+08,1.97218e+07,1.3751e+07,1.5917e+07
16, 2,1.77102e+08,6.40755e+06,3.14895e+07,1.35803e+08,6.0479e+06,9.79069e+08,2.10556e+07,1.40118e+07,1.46227e+07
17, 2,2.25355e+08,52542.8,3.94746e+07,3e+08,1.55119e+07,1.64147e+09,2.38191e+07,1.86649e+07,1.60389e+07
18, 2,3.16468e+08,92112.9,8.75359e+07,5.81382e+08,5.20116e+07,2.26576e+09,2.8165e+07,2.72637e+07,1.87587e+07
19, 2,4.53538e+08,110762,2.8719e+08,1.02256e+09,1.26974e+08,1.32916e+09,3.43354e+07,4.61019e+07,2.36977e+07
20, 2,5.91529e+08,160014,7.3122e+08,6.26161e+08,2.28954e+08,5.98276e+08,3.97669e+07,7.32266e+07,2.84838e+07
21, 2,7.16064e+08,160732,8.72474e+08,4.07839e+07,1.35886e+08,1.28295e+08,4.51906e+07,1.12372e+08,3.14546e+07
22, 2,7.99125e+08,222312,7.51058e+08,2.52161e+07,9.03451e+07,2.8494e+07,5.09948e+07,1.49122e+08,3.28511e+07
23, 2,8.66393e+08,211850,6.98699e+08,2.70079e+07,8.93445e+07,2.41012e+07,5.86329e+07,1.53658e+08,3.47875e+07
24, 2,7.99707e+08,191284,4.7701e+08,1.54892e+07,5.80412e+06,6.21869e+06,6.07492e+07,1.29765e+08,4.12683e+07
25, 3,8.71125e+08,168061,4.41773e+08,1.65109e+07,4.1178e+06,3.86196e+06,6.81978e+07,1.18831e+08,4.31104e+07
26, 3,9.1098e+08,171211,3.5932e+08,1.58805e+07,5.0626e+06,3.64894e+06,7.71436e+07,1.472e+08,4.76583e+07
27, 3,1.0061e+09,183775,2.30048e+08,9.05427e+06,7.16578e+06,4.19265e+06,8.19873e+07,1.88618e+08,4.98941e+07
28, 3,9.33584e+08,199912,2.53532e+08,8.48398e+06,9.08515e+06,4.6401e+06,8.13683e+07,2.37873e+08,5.09865e+07
29, 3,9.5151e+08,251500,2.40818e+08,8.84173e+06,9.19129e+06,5.08361e+06,8.67648e+07,3.0919e+08,4.75005e+07
30, 3,8.9341e+08,315387,2.46357e+08,1.02553e+07,4.0178e+06,7.10444e+06,8.9591e+07,3.93927e+08,4.87424e+07
31, 3,7.8573e+08,382479,2.76185e+08,1.01499e+07,1.66751e+06,8.39706e+06,9.91942e+07,4.61463e+08,5.08856e+07
32, 3,6.48851e+08,453247,3.16701e+08,9.11844e+06,1.07739e+06,9.39438e+06,1.03151e+08,5.15899e+08,4.87234e+07
33, 3,5.71012e+08,455161,3.11467e+08,7.44986e+06,876388,9.8362e+06,9.84868e+07,5.61135e+08,4.53294e+07
34, 3,5.03495e+08,428348,2.90779e+08,6.75161e+06,773600,9.35461e+06,9.05767e+07,5.93142e+08,4.20037e+07
35, 3,5.0722e+08,487603,2.85274e+08,6.59741e+06,688521,8.32569e+06,6.43061e+07,6.2152e+08,3.54843e+07
