FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,1.51002e+07,9.33959e+06
0,1,10,1.61491e+08,4.93251e+08
0,10,100,9.81863e+07,3.21092e+08
0,100,1000,132337,9.38403e+07
0,1000,10000,64475.7,8.29608e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,866.631,64477
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,3.37442e+06,2.15598e+06
2,1,10,1.00951e+08,1.32392e+08
2,10,100,1.92528e+06,5.26052e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,2.07175e+08,1.84178e+06
3,0.1,1,1.4029e+07,1.14372e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,0,0
4,0.1,1,4.35777e+07,2.79151e+07
4,1,10,3.39149e+06,549083
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.72485e+08,798327
5,0.01,0.1,2.88331e+07,587221
5,0.1,1,1.56209e+07,9.79604e+06
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,983487,102341
6,0.1,1,1.27063e+07,1.41629e+07
6,1,10,1.76845e+07,2.79973e+07
6,10,100,8.47505e+06,3.41864e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,1.90269e+07,6.03893e+06
7,1,10,8.15616e+07,7.4076e+07
7,10,100,1.25035e+08,5.85462e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,4.06387e+06,1.38309e+06
8,1,10,1.32219e+07,7.642e+06
8,10,100,1.77795e+06,1.44647e+07
8,100,1000,0,0
8,1000,10000,0,0
