FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,1.05511e+06,1.30306e+06
0,1,10,1.21884e+08,5.0653e+08
0,10,100,7.30007e+07,3.96572e+08
0,100,1000,100497,8.07765e+07
0,1000,10000,55494.8,8.11441e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,745.916,77747.9
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,1.3917e+06,1.05996e+06
2,1,10,4.73884e+07,8.68474e+07
2,10,100,1.56605e+06,5.72684e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,1.17691e+08,3.20557e+06
3,0.1,1,3.10701e+06,2.73914e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,0,0
4,0.1,1,3.60447e+06,1.41069e+06
4,1,10,1.74204e+06,351462
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.14841e+08,1.05273e+06
5,0.01,0.1,1.40621e+07,616772
5,0.1,1,4.07443e+06,3.54475e+06
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,685997,111818
6,0.1,1,4.3682e+06,6.3048e+06
6,1,10,7.39662e+06,2.32654e+07
6,10,100,7.71674e+06,3.67768e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,4.81244e+06,684432
7,1,10,5.17649e+06,4.72006e+06
7,10,100,1.05501e+08,7.50293e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,1.69987e+06,663223
8,1,10,3.98408e+06,3.45088e+06
8,10,100,1.62128e+06,1.39987e+07
8,100,1000,0,0
8,1000,10000,0,0
