FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,7.13923e+08,1.51572e+08
0,1,10,3.06723e+08,2.75036e+08
0,10,100,1.15188e+07,1.52123e+08
0,100,1000,224680,1.07195e+08
0,1000,10000,74910.1,6.82375e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,1021.12,39006
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,3.53569e+08,2.38862e+07
2,1,10,7.89742e+08,3.19165e+08
2,10,100,1.59303e+06,2.15499e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,4.64153e+07,1.23327e+06
3,0.1,1,8.31295e+07,1.08985e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,541030,1950.14
4,0.1,1,2.61537e+08,7.70849e+07
4,1,10,9.07014e+06,7.76237e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,4.3271e+07,25192
5,0.01,0.1,7.63185e+06,172283
5,0.1,1,1.31119e+08,2.20732e+07
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,9.27376e+06,71063.3
6,0.1,1,2.77925e+08,2.53339e+07
6,1,10,1.20721e+07,3.03406e+07
6,10,100,3.50186e+06,2.20111e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,1.22165e+09,9.04974e+07
7,1,10,2.92583e+08,1.02915e+08
7,10,100,9.48898e+07,1.48934e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,5.27974e+07,5.71012e+06
8,1,10,1.5751e+08,2.51828e+07
8,10,100,2.18587e+06,1.11574e+07
8,100,1000,0,0
8,1000,10000,0,0
