FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,9.87954e+08,4.83665e+07
0,1,10,5.61301e+08,3.5849e+08
0,10,100,1.37432e+07,1.22138e+08
0,100,1000,259785,1.02325e+08
0,1000,10000,79542.3,6.24375e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,1084.26,31212.7
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,9.9851e+08,5.18181e+07
2,1,10,9.9933e+08,3.05991e+08
2,10,100,1.72751e+06,1.24764e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,2.07125e+07,662260
3,0.1,1,2.01066e+08,1.05172e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,6.27157e+06,26375.5
4,0.1,1,4.04064e+08,7.78887e+07
4,1,10,2.48592e+08,1.20157e+07
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,2.80446e+06,4693.94
5,0.01,0.1,2.27798e+07,316299
5,0.1,1,3.82491e+08,3.38376e+07
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,1.16461e+07,85448.6
6,0.1,1,3.43586e+07,2.01618e+07
6,1,10,1.36032e+07,2.54832e+07
6,10,100,3.78073e+06,1.92448e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,1.0967e+09,1.29758e+08
7,1,10,1.94149e+08,6.35915e+07
7,10,100,8.24875e+07,7.89749e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,3.05359e+08,1.62822e+07
8,1,10,2.01547e+08,2.42939e+07
8,10,100,493589,1.07917e+07
8,100,1000,0,0
8,1000,10000,0,0
