Month,Year,Biomass_FG_0,Biomass_FG_1,Biomass_FG_2,Biomass_FG_3,Biomass_FG_4,Biomass_FG_5,Biomass_FG_6,Biomass_FG_7,Biomass_FG_8
1, 1,5.04352e+08,9.55819e+08,8.80314e+08,8.05159e+07,2.18934e+08,1.04006e+08,4.1704e+08,6.74424e+08,5.74756e+08
2, 1,3.89927e+08,1.39862e+09,5.56924e+08,5.24256e+06,6.56335e+07,1.7584e+06,2.10134e+08,4.65327e+08,3.3653e+08
3, 1,3.09739e+08,1.54786e+09,2.58391e+08,462231,253478,309597,1.17165e+08,2.30715e+08,1.98713e+08
4, 1,2.38128e+08,1.32538e+09,1.30006e+08,377417,170863,268092,7.82585e+07,9.82312e+07,1.07637e+08
5, 1,1.63159e+08,1.10058e+09,9.12015e+07,614414,131398,509151,2.59543e+07,3.7522e+07,3.87035e+07
6, 1,1.3891e+08,7.04589e+08,6.9239e+07,836653,55515.4,864287,3.01333e+07,4.87215e+07,4.25274e+07
7, 1,8.79053e+07,5.36338e+08,5.01852e+07,1.40402e+06,40161.3,2.73349e+06,3.45546e+07,4.70323e+07,4.68422e+07
8, 1,7.68108e+07,3.92144e+08,2.79302e+07,2.0384e+06,64533.6,6.39909e+06,3.26306e+07,3.70851e+07,4.70281e+07
9, 1,7.44418e+07,1.61917e+08,2.70067e+07,2.59133e+06,84688.5,1.14058e+07,2.70186e+07,2.77709e+07,4.10218e+07
10, 1,7.61593e+07,1.03999e+08,2.86074e+07,2.92345e+06,84716.1,1.51929e+07,2.8353e+07,2.48802e+07,4.26916e+07
11, 1,8.08652e+07,8.11335e+07,3.20718e+07,3.22374e+06,76777.6,1.85139e+07,3.09128e+07,2.29062e+07,4.61308e+07
12, 1,8.88856e+07,5.12443e+07,2.82476e+07,8.51143e+06,120094,5.82987e+07,2.95906e+07,1.633e+07,3.5411e+07
13, 2,1.07909e+08,4.82895e+07,2.70183e+07,1.89964e+07,250123,1.44994e+08,2.32274e+07,1.31273e+07,2.59494e+07
14, 2,1.35101e+08,4.24708e+07,2.73977e+07,3.20026e+07,581891,2.26477e+08,2.03353e+07,1.31215e+07,1.78548e+07
15, 2,1.6831e+08,9.84012e+06,2.89788e+07,5.69238e+07,1.25006e+06,5.89451e+08,2.14072e+07,1.41152e+07,1.59528e+07
16, 2,2.16652e+08,1.30388e+07,3.33554e+07,1.18264e+08,3.38401e+06,1.21718e+09,2.35634e+07,1.74522e+07,1.69241e+07
17, 2,2.93334e+08,9.17154e+06,4.5738e+07,2.59319e+08,1.06196e+07,1.92588e+09,2.65748e+07,2.29634e+07,1.79577e+07
18, 2,3.62323e+08,1.37248e+07,6.51023e+07,4.93291e+08,3.88297e+07,2.50451e+09,3.13893e+07,3.26096e+07,2.04188e+07
19, 2,4.095e+08,2.21021e+07,1.19425e+08,1.19489e+09,1.22269e+08,2.50975e+09,3.72212e+07,5.24968e+07,2.35521e+07
20, 2,4.41129e+08,2.45297e+07,1.79893e+08,1.50261e+09,2.3777e+08,2.01669e+09,4.14976e+07,7.52019e+07,2.68767e+07
21, 2,4.53915e+08,2.56842e+07,2.42614e+08,1.15115e+09,3.46695e+08,1.72467e+09,4.55226e+07,1.04211e+08,3.147e+07
22, 2,4.43997e+08,2.67341e+07,2.73698e+08,1.17e+09,4.0797e+08,1.31358e+09,4.97656e+07,1.23678e+08,3.68077e+07
23, 2,4.79155e+08,2.64013e+07,3.03151e+08,1.12294e+09,4.8206e+08,1.15604e+09,5.50197e+07,1.50612e+08,4.45312e+07
24, 2,5.98382e+08,2.57062e+07,7.11232e+08,3.09556e+08,6.74035e+08,3.36816e+08,5.65745e+07,2.96021e+08,7.57498e+07
25, 3,5.09467e+08,2.60471e+07,5.39981e+08,1.22859e+07,1.78763e+08,8.50802e+07,6.09267e+07,4.65677e+08,4.37298e+07
26, 3,5.61743e+08,2.31555e+07,5.27299e+08,1.33629e+07,1.25811e+08,9.19575e+07,6.13389e+07,4.07628e+08,2.58682e+07
27, 3,6.11452e+08,2.93991e+07,5.43633e+08,1.67469e+07,5.27141e+07,6.78549e+07,6.48403e+07,3.82437e+08,2.82686e+07
28, 3,6.77066e+08,2.86133e+07,4.15829e+08,2.14221e+07,2.52204e+07,6.47343e+07,6.27612e+07,4.33462e+08,2.58557e+07
29, 3,7.58776e+08,2.94281e+07,3.3671e+08,2.42517e+07,1.99857e+07,4.0256e+07,6.70977e+07,4.87858e+08,2.7661e+07
30, 3,8.2407e+08,2.74362e+07,2.41341e+08,2.70016e+07,1.86066e+07,3.34009e+07,7.16927e+07,6.07356e+08,3.19004e+07
31, 3,8.99955e+08,4.11278e+07,1.97491e+08,2.69783e+07,5.30498e+06,3.14997e+07,8.13145e+07,5.80836e+08,3.49422e+07
32, 3,9.52256e+08,3.06205e+07,1.50904e+08,1.88034e+07,1.51104e+06,1.67354e+07,8.01543e+07,6.21637e+08,3.07468e+07
33, 3,9.76731e+08,4.94522e+07,1.21106e+08,1.32774e+07,1.04552e+06,9.481e+06,7.7741e+07,5.81764e+08,2.9058e+07
34, 3,9.70518e+08,3.8746e+07,9.28928e+07,1.01128e+07,856099,5.53e+06,6.85732e+07,5.7533e+08,2.64089e+07
35, 3,9.97578e+08,4.51327e+07,8.14467e+07,9.61038e+06,692264,4.63392e+06,5.83486e+07,5.72927e+08,2.32465e+07
