FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,3.63103e+08,1.21475e+08
0,1,10,1.82619e+08,2.62003e+08
0,10,100,5.97915e+07,1.08118e+08
0,100,1000,232380,1.14979e+08
0,1000,10000,72158.4,7.04919e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,1.11729e+06,2.86133e+07
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,2.93839e+08,9.59864e+07
2,1,10,6.23017e+08,2.91656e+08
2,10,100,1.09739e+06,2.81868e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,4.38642e+07,273925
3,0.1,1,8.55236e+07,2.11482e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,633477,9740.1
4,0.1,1,2.60028e+07,6.56768e+06
4,1,10,5.50379e+07,1.8643e+07
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,30.792,0.111933
5,0.01,0.1,2.02373e+06,155776
5,0.1,1,2.2728e+08,6.45785e+07
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,6.55292e+06,92333.9
6,0.1,1,1.2492e+07,1.64325e+06
6,1,10,1.50422e+07,4.4606e+07
6,10,100,2.98685e+06,1.64196e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,1.28502e+08,2.11359e+07
7,1,10,3.09926e+08,3.7102e+08
7,10,100,1.63141e+07,4.13069e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,8.58725e+06,2.91032e+06
8,1,10,3.08778e+07,1.73578e+07
8,10,100,1.04158e+06,5.58759e+06
8,100,1000,0,0
8,1000,10000,0,0
