GridcellIndex,Cohort_FunctionalGroupIndex,Cohort_AdultMass,Cohort_Consumed_Autotroph,Cohort_Consumed_Herbivore,Cohort_Consumed_Omnivore,Cohort_Consumed_Carnivore
0,0,650091,1.26907e+10,0,0,0
0,0,406028,7.9303e+09,0,0,0
0,0,1.45505e+06,1.23326e+10,0,0,0
0,0,24593.8,1.88306e+09,0,0,0
0,0,2234.33,1.36493e+09,0,0,0
0,0,10695.8,3.97463e+09,0,0,0
0,0,1257.15,1.03317e+11,0,0,0
0,0,10801.1,7.09259e+10,0,0,0
0,0,4213.72,1.76813e+11,0,0,0
0,0,2234.33,3.68432e+10,0,0,0
0,0,504.091,3.04343e+10,0,0,0
0,0,23969.5,1.11097e+10,0,0,0
0,0,2371.51,7.98776e+08,0,0,0
0,0,10695.8,1.39489e+10,0,0,0
0,0,1214.93,3.56701e+08,0,0,0
0,0,526.876,3.32366e+09,0,0,0
0,0,24036.5,4.4409e+09,0,0,0
0,0,2274.71,1.86999e+09,0,0,0
0,0,10827.9,5.18261e+09,0,0,0
0,1,93898.5,0,8.34652e+06,2.30966e+08,7.36257e+06
0,2,2556.96,2.6938e+08,8.77779e+06,1.40325e+07,3.66145e+06
0,2,81987.1,1.9469e+09,3.49006e+08,3.59093e+08,3.0284e+08
0,2,4710.05,5.47478e+08,2.39442e+08,3.35364e+08,1.02956e+08
0,2,575.811,2.1253e+10,5.17975e+08,7.24436e+08,1.84552e+08
0,2,8857.47,3.14203e+10,4.91504e+10,4.45179e+10,8.12544e+09
0,2,886.386,1.08866e+09,3.3274e+06,1.05788e+07,4.01081e+06
0,2,2302.03,5.43903e+10,1.79822e+08,1.04188e+09,3.20319e+08
0,2,8822.12,1.60019e+10,1.39314e+08,8.5565e+08,1.18069e+08
0,2,27786.3,1.04806e+10,2.03687e+10,9.59716e+09,7.21452e+09
0,2,2488.64,1.57296e+09,6.03103e+07,9.1381e+08,543947
0,2,9579.46,1.59118e+08,2.68468e+06,8.89225e+06,886772
0,2,912.799,2.7041e+08,3.63504e+06,1.75809e+07,3420.9
0,2,4710.05,2.6534e+09,7.41573e+07,5.73231e+09,1.8732e+07
0,2,605.528,4.28417e+10,7.47695e+06,3.99971e+07,1700.6
