Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
21263.8,1,10000,H,Ecto,3.89706e+08
21263.8,1,1000,H,Endo,5.73619e+09
21263.8,1,10000,H,Endo,9.86375e+09
21263.8,1,100000,H,Endo,4.71686e+09
21263.8,1,10000,O,Endo,7.91026e+09
21263.8,1,10000,C,Ecto,1.57742e+10
21263.8,1,10000,C,Endo,5.1589e+10
48710.5,1,10000,H,Endo,6.99424e+07
48710.5,1,100000,H,Endo,2.41431e+09
48710.5,1,1e+06,H,Endo,1.45036e+06
48710.5,1,10000,O,Endo,1.83636e+08
48710.5,1,10000,C,Ecto,1.21819e+07
48710.5,1,10000,C,Endo,7.17946e+10
96319,1,10000,H,Ecto,1.30776e+07
96319,1,10000,H,Endo,3.40441e+09
96319,1,100000,H,Endo,2.71866e+10
96319,1,1e+06,H,Endo,5.92778e+06
96319,1,10000,O,Endo,6.01263e+09
96319,1,10000,C,Ecto,1.72554e+09
96319,1,10000,C,Endo,1.09386e+11
1486.88,2,10,H,Ecto,14974.4
1486.88,2,100,H,Ecto,5307.79
1486.88,2,1000,H,Ecto,1040.87
1486.88,2,10,H,Endo,11787.7
1486.88,2,100,H,Endo,14803.3
1486.88,2,1000,H,Endo,924.941
1486.88,2,10,O,Ecto,8698.48
1486.88,2,100,O,Ecto,7444.73
1486.88,2,1000,O,Ecto,10637
1486.88,2,100,O,Endo,2406.57
1486.88,2,1000,O,Endo,0.0191709
1486.88,2,10,C,Ecto,32.1665
1486.88,2,100,C,Ecto,189.001
1486.88,2,1000,C,Ecto,3697.97
3340.41,2,10,H,Ecto,0.287074
3340.41,2,100,H,Ecto,0.000208594
3340.41,2,10,H,Endo,0.401462
3340.41,2,100,H,Endo,0.0043911
3340.41,2,1,O,Ecto,2.24797e-08
3340.41,2,10,O,Ecto,3.74989
3340.41,2,100,O,Ecto,0.0282998
3340.41,2,1000,O,Ecto,0.000104469
3340.41,2,100,O,Endo,0.000244029
3340.41,2,10,C,Ecto,0.0370231
3340.41,2,100,C,Ecto,0.226303
48055,2,100,H,Ecto,50.2894
48055,2,1000,H,Ecto,6.50859e+08
48055,2,10000,H,Ecto,6.3665e+08
48055,2,100,H,Endo,48110.6
48055,2,1000,H,Endo,1.31565e+09
48055,2,10000,H,Endo,4.26259e+07
48055,2,100,O,Ecto,74.4164
48055,2,1000,O,Ecto,4.0454e+07
48055,2,10000,O,Ecto,3.56565e+08
48055,2,100,O,Endo,2265.35
48055,2,1000,O,Endo,3.43166e+08
48055,2,10000,O,Endo,2.50123e+07
48055,2,1000,C,Ecto,1.42853e+08
48055,2,10000,C,Ecto,2.55437e+06
48055,2,1000,C,Endo,1.76266e+09
519.353,2,10,H,Ecto,1.68289
519.353,2,10,H,Endo,8.53029
519.353,2,100,H,Endo,1.91669
519.353,2,1,O,Ecto,9.56068e-06
519.353,2,10,O,Ecto,4.96637
519.353,2,100,O,Ecto,0.00109173
519.353,2,10,C,Ecto,3.06459
519.353,2,100,C,Ecto,17.2679
604.973,2,10,H,Ecto,78.5373
604.973,2,100,H,Ecto,8.99586
604.973,2,1000,H,Ecto,0.374185
604.973,2,10,H,Endo,84.7828
604.973,2,100,H,Endo,19.4518
604.973,2,10,O,Ecto,91.5651
604.973,2,100,O,Ecto,25.6553
604.973,2,1000,O,Ecto,8.58249
604.973,2,100,O,Endo,5.30925
604.973,2,1000,O,Endo,0.000882984
604.973,2,10,C,Ecto,0.414747
604.973,2,100,C,Ecto,1.55046
604.973,2,1000,C,Ecto,4.67733
385.163,2,10,H,Ecto,0.179218
385.163,2,100,H,Ecto,4.16936e-05
385.163,2,10,H,Endo,1.15624
385.163,2,100,H,Endo,0.107865
385.163,2,1,O,Ecto,7.43316e-09
385.163,2,10,O,Ecto,4.92501
385.163,2,100,O,Ecto,0.00562737
385.163,2,1000,O,Ecto,1.88675e-08
385.163,2,10,C,Ecto,0.113445
385.163,2,100,C,Ecto,1.29697
25539.1,2,100,H,Ecto,2320.16
25539.1,2,1000,H,Ecto,1.10101e+08
25539.1,2,10000,H,Ecto,2.37574e+08
25539.1,2,100,H,Endo,1.16957e+06
25539.1,2,1000,H,Endo,1.8597e+08
25539.1,2,10000,H,Endo,1.30597e+06
25539.1,2,100,O,Ecto,2666.29
25539.1,2,1000,O,Ecto,5.03396e+06
25539.1,2,10000,O,Ecto,4.50248e+08
25539.1,2,100,O,Endo,9027.21
25539.1,2,1000,O,Endo,1.53424e+08
25539.1,2,10000,O,Endo,2.69798e+07
25539.1,2,100,C,Ecto,9.19265e-07
25539.1,2,1000,C,Ecto,1.80499e+08
25539.1,2,10000,C,Ecto,20673.4
25539.1,2,1000,C,Endo,1.80235e+08
10195.9,2,10,H,Ecto,28.7846
10195.9,2,100,H,Ecto,6856.5
10195.9,2,1000,H,Ecto,1.43085e+07
10195.9,2,10000,H,Ecto,5.02145e+07
10195.9,2,10,H,Endo,0.224875
10195.9,2,100,H,Endo,1.81641e+06
10195.9,2,1000,H,Endo,4.64669e+07
10195.9,2,10000,H,Endo,129055
10195.9,2,10,O,Ecto,4.72899
10195.9,2,100,O,Ecto,12757.2
10195.9,2,1000,O,Ecto,2.09168e+06
10195.9,2,10000,O,Ecto,2.30883e+08
10195.9,2,100,O,Endo,11322.9
10195.9,2,1000,O,Endo,5.93226e+07
10195.9,2,10000,O,Endo,9.95007e+06
10195.9,2,100,C,Ecto,0.00262545
10195.9,2,1000,C,Ecto,9.23316e+07
10195.9,2,1000,C,Endo,3.96533e+07
28994,2,100,H,Ecto,345.755
28994,2,1000,H,Ecto,3.16532e+08
28994,2,10000,H,Ecto,4.02192e+08
28994,2,100,H,Endo,52694.8
28994,2,1000,H,Endo,1.13153e+09
28994,2,10000,H,Endo,2.21594e+07
28994,2,100,O,Ecto,203.528
28994,2,1000,O,Ecto,5.39985e+07
28994,2,10000,O,Ecto,3.97282e+08
28994,2,100,O,Endo,4663.61
28994,2,1000,O,Endo,4.95813e+08
28994,2,10000,O,Endo,1.02589e+08
28994,2,1000,C,Ecto,1.71423e+08
28994,2,10000,C,Ecto,774376
28994,2,1000,C,Endo,1.95631e-17
19993.1,2,10,H,Ecto,1760.72
19993.1,2,100,H,Ecto,1.37914
19993.1,2,10,H,Endo,4125.94
19993.1,2,100,H,Endo,3506.5
19993.1,2,1,O,Ecto,5.69928e-05
19993.1,2,10,O,Ecto,17967.1
19993.1,2,100,O,Ecto,51.7595
19993.1,2,1000,O,Ecto,1.41644
19993.1,2,100,O,Endo,0.267707
19993.1,2,10,C,Ecto,198.017
19993.1,2,100,C,Ecto,1632.73
159.014,4,1,H,Ecto,886731
159.014,4,10,H,Ecto,17416.1
159.014,4,100,H,Endo,8.57234
159.014,4,1,O,Ecto,6244.19
159.014,4,1,C,Ecto,1.17363e-10
159.014,4,10,C,Ecto,9.78691
159.014,4,100,C,Ecto,1.8369
59.5515,4,1,H,Ecto,15884.9
59.5515,4,10,H,Ecto,53.7625
59.5515,4,100,H,Endo,0.0123051
59.5515,4,1,O,Ecto,354.254
59.5515,4,1,C,Ecto,3.45107e-12
59.5515,4,10,C,Ecto,0.036999
59.5515,4,100,C,Ecto,0.00123272
34.1292,4,1,H,Ecto,680873
34.1292,4,10,H,Ecto,327.741
34.1292,4,1,O,Ecto,2.16613e+06
34.1292,4,1,C,Ecto,1.12234e-10
34.1292,4,10,C,Ecto,0.13358
709.806,4,1,H,Ecto,52110.7
709.806,4,10,H,Ecto,1259.55
709.806,4,10,H,Endo,122.328
709.806,4,100,H,Endo,125.503
709.806,4,1,O,Ecto,159.264
709.806,4,1,C,Ecto,2.23682e-12
709.806,4,10,C,Ecto,141.055
709.806,4,100,C,Ecto,93.382
80.4698,4,1,H,Ecto,67025.1
80.4698,4,10,H,Ecto,29395.5
80.4698,4,10,H,Endo,1.48955
80.4698,4,100,H,Endo,0.560571
80.4698,4,1,O,Ecto,370105
80.4698,4,1,C,Ecto,1.18482e-12
80.4698,4,10,C,Ecto,48.9968
80.4698,4,100,C,Ecto,33.3383
79.9641,4,1,H,Ecto,13211.3
79.9641,4,10,H,Ecto,103.153
79.9641,4,1,O,Ecto,160438
79.9641,4,1,C,Ecto,2.30393e-11
79.9641,4,10,C,Ecto,7.08173e-05
12.6006,4,1,H,Ecto,1.32221e+06
12.6006,4,10,H,Ecto,6363.25
12.6006,4,1,O,Ecto,723250
12.6006,4,1,C,Ecto,8.5725e-10
12.6006,4,10,C,Ecto,0.10977
30.7896,4,1,H,Ecto,7448.34
30.7896,4,10,H,Ecto,63.021
30.7896,4,1,O,Ecto,151744
30.7896,4,1,C,Ecto,1.52523e-11
30.7896,4,10,C,Ecto,9.65431e-05
14.0563,4,1,H,Ecto,3126.84
14.0563,4,10,H,Ecto,32.1641
14.0563,4,1,O,Ecto,221394
14.0563,4,1,C,Ecto,9.45569e-12
14.0563,4,10,C,Ecto,1.23234e-11
159.679,4,1,H,Ecto,1.54722e+06
159.679,4,10,H,Ecto,692.701
159.679,4,1,O,Ecto,5.40454e+06
159.679,4,1,C,Ecto,2.86322e-10
159.679,4,10,C,Ecto,0.217934
425.109,5,10,H,Ecto,0.584644
425.109,5,100,H,Ecto,7.39819e-05
425.109,5,10,H,Endo,6.81889
425.109,5,100,H,Endo,0.164562
425.109,5,1,O,Ecto,1.1972e-06
425.109,5,10,O,Ecto,17.1645
425.109,5,100,O,Ecto,0.00967585
425.109,5,1000,O,Ecto,1.01149e-07
425.109,5,10,C,Ecto,0.75314
425.109,5,100,C,Ecto,5.79055
1796.11,5,10,H,Ecto,224.462
1796.11,5,100,H,Ecto,3.62605
1796.11,5,1000,H,Ecto,0.0999075
1796.11,5,10,H,Endo,230.42
1796.11,5,100,H,Endo,29.0458
1796.11,5,10,O,Ecto,455.716
