Month,Year,Biomass_FG_0,Biomass_FG_1,Biomass_FG_2,Biomass_FG_3,Biomass_FG_4,Biomass_FG_5,Biomass_FG_6,Biomass_FG_7,Biomass_FG_8
1, 1,5.04352e+08,9.55819e+08,8.80314e+08,8.05159e+07,2.18934e+08,1.04006e+08,4.1704e+08,6.74424e+08,5.74756e+08
2, 1,3.89927e+08,1.39862e+09,5.56924e+08,5.24256e+06,6.56335e+07,1.7584e+06,2.10134e+08,4.65327e+08,3.3653e+08
3, 1,3.09739e+08,1.54786e+09,2.58391e+08,462231,253478,309597,1.17165e+08,2.30715e+08,1.98713e+08
4, 1,2.38128e+08,1.32538e+09,1.30006e+08,377692,170860,269018,7.82585e+07,9.82312e+07,1.07637e+08
5, 1,1.62777e+08,1.10054e+09,9.0976e+07,618360,130319,514103,2.56662e+07,3.74893e+07,3.83238e+07
6, 1,1.38476e+08,7.04419e+08,6.89659e+07,911796,54790.6,878063,2.98277e+07,4.86377e+07,4.21545e+07
7, 1,8.76995e+07,5.35988e+08,4.98752e+07,1.58132e+06,40598.3,2.77653e+06,3.42082e+07,4.71775e+07,4.64337e+07
8, 1,7.69026e+07,3.92758e+08,2.77038e+07,2.32853e+06,65707.6,6.48978e+06,3.22994e+07,3.68295e+07,4.66012e+07
9, 1,7.46775e+07,1.62045e+08,2.67868e+07,2.992e+06,92915.5,1.15363e+07,2.67657e+07,2.73526e+07,4.06396e+07
10, 1,7.63787e+07,1.04177e+08,2.84015e+07,3.3948e+06,96219.9,1.5671e+07,2.81197e+07,2.45119e+07,4.23154e+07
11, 1,8.10821e+07,8.13053e+07,3.18388e+07,3.76518e+06,86709.5,1.91477e+07,3.06575e+07,2.25732e+07,4.57252e+07
12, 1,8.87812e+07,5.09156e+07,2.84259e+07,9.97819e+06,148926,6.10404e+07,2.91666e+07,1.65054e+07,3.51587e+07
13, 2,1.07379e+08,4.59706e+07,2.65422e+07,2.19933e+07,328941,1.52565e+08,2.57546e+07,1.34319e+07,2.54407e+07
14, 2,1.34164e+08,3.97601e+07,2.67881e+07,3.6232e+07,713349,2.35726e+08,2.31894e+07,1.35372e+07,1.81597e+07
15, 2,1.67327e+08,8.12115e+06,2.8739e+07,7.412e+07,1.28585e+06,6.26855e+08,2.35683e+07,1.48589e+07,1.65829e+07
16, 2,2.11531e+08,1.32877e+07,3.38756e+07,1.5594e+08,3.96704e+06,1.21804e+09,2.65821e+07,1.88639e+07,1.78881e+07
17, 2,2.70188e+08,1.49581e+07,4.52665e+07,3.03767e+08,1.10399e+07,1.8902e+09,2.89223e+07,2.4147e+07,1.91162e+07
18, 2,3.23998e+08,2.15193e+07,5.22523e+07,4.99947e+08,3.67373e+07,2.39195e+09,3.30028e+07,3.50587e+07,2.19621e+07
19, 2,4.38585e+08,2.39692e+07,7.4225e+07,5.67276e+08,1.14386e+08,2.33356e+09,3.72434e+07,5.2444e+07,2.62911e+07
20, 2,5.69512e+08,2.33818e+07,1.06816e+08,8.47244e+08,2.32813e+08,1.433e+09,3.92861e+07,7.28698e+07,2.97291e+07
21, 2,6.75444e+08,2.39535e+07,1.39042e+08,1.04922e+09,3.31468e+08,1.20134e+09,4.27258e+07,9.37029e+07,3.4004e+07
22, 2,7.08203e+08,2.60188e+07,1.77587e+08,1.09518e+09,3.82863e+08,8.60893e+08,4.65171e+07,1.17277e+08,3.96738e+07
23, 2,7.6331e+08,2.76321e+07,2.04287e+08,1.16168e+09,3.47825e+08,6.66499e+08,5.19738e+07,2.08865e+08,4.35615e+07
24, 2,1.0309e+09,2.83082e+07,5.89957e+08,6.75429e+07,2.5827e+08,1.58045e+08,5.72265e+07,3.74198e+08,7.10849e+07
25, 3,8.67591e+08,2.53509e+07,5.39991e+08,1.18172e+07,7.00657e+07,4.09125e+07,5.92157e+07,3.11563e+08,4.36648e+07
26, 3,7.14114e+08,2.54527e+07,5.93167e+08,9.15137e+06,1.40705e+07,1.20224e+07,6.21166e+07,1.7287e+08,3.6856e+07
27, 3,7.99973e+08,2.63058e+07,5.29005e+08,1.09224e+07,2.16041e+07,1.23146e+07,6.74918e+07,1.9091e+08,3.63306e+07
28, 3,7.36863e+08,2.90541e+07,3.68552e+08,1.41305e+07,2.30603e+07,1.43697e+07,6.56951e+07,2.41733e+08,3.79713e+07
29, 3,6.85735e+08,3.33431e+07,3.65966e+08,1.52963e+07,1.86078e+07,1.11369e+07,7.14799e+07,2.94927e+08,3.8808e+07
30, 3,4.84655e+08,3.33532e+07,3.88984e+08,1.87391e+07,2.65695e+07,1.35909e+07,6.91721e+07,3.91582e+08,4.51105e+07
31, 3,4.34011e+08,4.2889e+07,3.60437e+08,1.9408e+07,1.90425e+07,1.47545e+07,6.37216e+07,4.31183e+08,4.06377e+07
32, 3,4.16485e+08,3.808e+07,3.12859e+08,1.52281e+07,1.25244e+07,1.41408e+07,5.86352e+07,4.76426e+08,3.65848e+07
33, 3,4.2001e+08,4.64313e+07,2.52229e+08,1.03529e+07,7.87464e+06,1.14363e+07,5.08942e+07,4.87485e+08,3.38289e+07
34, 3,4.32301e+08,4.95681e+07,2.00877e+08,7.08027e+06,4.52209e+06,8.05443e+06,4.50713e+07,4.78318e+08,3.13299e+07
35, 3,4.78994e+08,4.99241e+07,1.66999e+08,6.40382e+06,2.63421e+06,5.82333e+06,4.30991e+07,4.72326e+08,2.99543e+07
