Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,26|18|10|4|1|1|,31.0|52.095|92.0|120.9515|155.76|174.194|,0.0|5.728062528755541|0.0|6.783058362567729|0.0|0.0|,31.0|53.0|92.0|123.0|147.0|184.0|,26|18|10|4|1|1|,31.0|52.095|92.0|120.9515|155.76|174.194|,0.0|5.728062528755541|0.0|6.783058362567729|0.0|0.0|,0|26|18|10|4|2|,0|0|0|0|0|0|,105|26|18|10|4|2|,47|0|5|5|0|0|,58|26|13|5|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,58|26|13|5|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,58|26|13|5|4|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,58|26|13|5|4|0|,31.0|31.0|51.60030769230769|92.0|120.9515|nan|,0.0|0.0|5.873589236634619|0.0|6.783058362567729|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,58|26|13|5|4|0|,31.0|31.0|51.60030769230769|92.0|120.9515|nan|,0.0|0.0|5.873589236634619|0.0|6.783058362567729|nan|,0|58|26|13|5|4|,0|0|0|0|0|0|,98|58|26|13|5|4|,51|42|18|9|1|4|,45|16|8|4|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,45|16|8|4|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,45|16|8|4|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,45|16|8|4|4|0|,31.0|31.0|31.0|51.8905|92.0|nan|,0.0|0.0|0.0|6.226237728355703|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,45|16|8|4|4|0|,31.0|31.0|31.0|51.8905|92.0|nan|,0.0|0.0|0.0|6.226237728355703|0.0|nan|,0|45|16|8|4|4|,0|0|0|0|0|0|,71|45|16|8|4|4|,15|23|0|0|0|4|,57|22|16|8|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,57|22|16|8|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,57|22|16|8|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,57|22|16|8|4|0|,31.0|31.0|31.0|31.0|51.8905|nan|,0.0|0.0|0.0|0.0|6.226237728355703|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,57|22|16|8|4|0|,31.0|31.0|31.0|31.0|51.8905|nan|,0.0|0.0|0.0|0.0|6.226237728355703|nan|,0|57|22|16|8|4|,0|0|0|0|0|0|,169|57|22|16|8|4|,129|40|11|14|7|3|,39|17|11|2|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,39|17|11|2|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,39|17|11|2|1|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,39|17|11|2|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,39|17|11|2|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|39|17|11|2|1|,0|0|0|0|0|0|,84|39|17|11|2|1|,32|13|1|5|0|0|,51|26|16|6|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,51|26|16|6|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,51|26|16|6|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,51|26|16|6|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,51|26|16|6|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|51|26|16|6|2|,0|0|0|0|0|0|,147|51|26|16|6|2|,104|32|19|13|4|0|,43|19|7|3|2|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,43|19|7|3|2|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,43|19|7|3|2|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,43|19|7|3|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,43|19|7|3|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|43|19|7|3|2|,0|0|0|0|0|0|,83|43|19|7|3|2|,30|20|5|0|0|0|,52|23|14|7|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,52|23|14|7|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,52|23|14|7|3|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,52|23|14|7|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,52|23|14|7|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|52|23|14|7|3|,0|0|0|0|0|0|,205|52|23|14|7|3|,164|33|13|10|5|2|,41|19|10|4|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,41|19|10|4|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,41|19|10|4|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,41|19|10|4|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,41|19|10|4|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|41|19|10|4|2|,0|0|0|0|0|0|,120|41|19|10|4|2|,75|19|7|4|0|0|,47|22|12|6|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,47|22|12|6|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,47|22|12|6|4|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,47|22|12|6|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,47|22|12|6|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|47|22|12|6|4|,0|0|0|0|0|0|,136|47|22|12|6|4|,94|27|12|9|4|3|,42|20|10|3|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,42|20|10|3|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,42|20|10|3|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
10,0|1|2|3|4|5|,42|20|10|3|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,42|20|10|3|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|42|20|10|3|2|,0|0|0|0|0|0|,100|42|20|10|3|2|,52|19|8|4|0|0|,47|23|12|6|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,47|23|12|6|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,47|23|12|6|3|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
11,0|1|2|3|4|5|,47|23|12|6|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,47|23|12|6|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|47|23|12|6|3|,0|0|0|0|0|0|,85|47|23|12|6|3|,35|29|14|8|4|2|,50|18|9|4|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,50|18|9|4|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,50|18|9|4|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
12,0|1|2|3|4|5|,50|18|9|4|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,50|18|9|4|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|50|18|9|4|2|,0|0|0|0|0|0|,30|50|18|9|4|2|,0|35|6|3|0|0|,30|15|12|6|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,30|15|12|6|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,30|15|12|6|4|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
13,0|1|2|3|4|5|,30|15|12|6|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,30|15|12|6|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|30|15|12|6|4|,0|0|0|0|0|0|,91|30|15|12|6|4|,38|0|0|8|3|4|,51|30|15|4|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,51|30|15|4|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,51|30|15|4|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
14,0|1|2|3|4|5|,51|30|15|4|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,51|30|15|4|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|51|30|15|4|3|,0|0|0|0|0|0|,182|51|30|15|4|3|,139|32|23|12|0|2|,44|19|7|3|4|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,44|19|7|3|4|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,44|19|7|3|4|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
15,0|1|2|3|4|5|,44|19|7|3|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,44|19|7|3|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|44|19|7|3|4|,0|0|0|0|0|0|,120|44|19|7|3|4|,72|20|3|0|0|4|,48|24|16|7|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,48|24|16|7|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,48|24|16|7|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
16,0|1|2|3|4|5|,48|24|16|7|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,48|24|16|7|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|48|24|16|7|3|,0|0|0|0|0|0|,131|48|24|16|7|3|,88|29|15|14|5|2|,44|19|9|2|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,44|19|9|2|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,44|19|9|2|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
17,0|1|2|3|4|5|,44|19|9|2|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,44|19|9|2|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|44|19|9|2|2|,0|0|0|0|0|0|,73|44|19|9|2|2|,18|23|6|1|0|0|,56|21|13|8|2|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,56|21|13|8|2|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,56|21|13|8|2|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
18,0|1|2|3|4|5|,56|21|13|8|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,56|21|13|8|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|56|21|13|8|2|,0|0|0|0|0|0|,147|56|21|13|8|2|,103|39|10|9|7|0|,41|17|11|4|1|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,41|17|11|4|1|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,41|17|11|4|1|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
19,0|1|2|3|4|5|,41|17|11|4|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,41|17|11|4|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|41|17|11|4|1|,0|0|0|0|0|0|,62|41|17|11|4|1|,2|18|3|6|0|0|,62|23|14|5|4|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,62|23|14|5|4|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,62|23|14|5|4|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
20,0|1|2|3|4|5|,62|23|14|5|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,62|23|14|5|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|62|23|14|5|4|,0|0|0|0|0|0|,86|62|23|14|5|4|,33|48|13|11|1|4|,52|14|10|3|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,52|14|10|3|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,52|14|10|3|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
21,0|1|2|3|4|5|,52|14|10|3|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,52|14|10|3|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|52|14|10|3|4|,0|0|0|0|0|0|,92|52|14|10|3|4|,38|30|0|3|0|4|,54|22|14|7|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,54|22|14|7|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,54|22|14|7|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
22,0|1|2|3|4|5|,54|22|14|7|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,54|22|14|7|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|54|22|14|7|3|,0|0|0|0|0|0|,121|54|22|14|7|3|,77|37|13|11|5|2|,46|17|9|3|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,46|17|9|3|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,46|17|9|3|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
23,0|1|2|3|4|5|,46|17|9|3|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,46|17|9|3|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|46|17|9|3|2|,0|0|0|0|0|0|,97|46|17|9|3|2|,48|26|2|2|0|0|,54|20|15|7|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,54|20|15|7|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,54|20|15|7|3|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
24,0|1|2|3|4|5|,54|20|15|7|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,54|20|15|7|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|54|20|15|7|3|,0|0|0|0|0|0|,146|54|20|15|7|3|,105|37|9|12|5|2|,42|17|11|3|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,42|17|11|3|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,42|17|11|3|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
25,0|1|2|3|4|5|,42|17|11|3|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,42|17|11|3|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|42|17|11|3|2|,0|0|0|0|0|0|,83|42|17|11|3|2|,31|20|2|6|0|0|,51|22|15|5|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,51|22|15|5|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,51|22|15|5|3|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
26,0|1|2|3|4|5|,51|22|15|5|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,51|22|15|5|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|51|22|15|5|3|,0|0|0|0|0|0|,116|51|22|15|5|3|,71|33|13|12|2|2|,46|18|9|3|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,46|18|9|3|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,46|18|9|3|3|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
27,0|1|2|3|4|5|,46|18|9|3|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,46|18|9|3|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|46|18|9|3|3|,0|0|0|0|0|0|,64|46|18|9|3|3|,5|26|5|2|0|2|,60|20|13|7|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,60|20|13|7|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,60|20|13|7|3|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
28,0|1|2|3|4|5|,60|20|13|7|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,60|20|13|7|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|60|20|13|7|3|,0|0|0|0|0|0|,123|60|20|13|7|3|,80|45|8|10|5|2|,41|15|12|3|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,41|15|12|3|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,41|15|12|3|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
29,0|1|2|3|4|5|,41|15|12|3|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,41|15|12|3|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|41|15|12|3|2|,0|0|0|0|0|0|,63|41|15|12|3|2|,1|17|0|8|0|0|,63|24|15|4|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,63|24|15|4|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,63|24|15|4|3|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
