FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,6.70652e+08,2.92024e+07
0,1,10,2.04539e+08,4.07394e+08
0,10,100,6.45438e+07,2.27955e+08
0,100,1000,4.18304e+06,8.39645e+07
0,1000,10000,48733.5,7.57194e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,574368,3.12317e+07
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,3.24385e+07,1.68624e+06
2,1,10,4.17583e+08,3.12772e+08
2,10,100,2.18771e+07,4.87848e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,3.10747e+08,790730
3,0.1,1,1.76563e+08,3.88989e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,0,0
4,0.1,1,6.28134e+06,197024
4,1,10,2.47818e+06,504112
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.75891e+09,789605
5,0.01,0.1,2.80275e+07,118427
5,0.1,1,2.12117e+08,5.60061e+06
5,1,10,3.82972e+06,2.36849e+06
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,2.48622e+07,307623
6,0.1,1,2.91713e+07,4.34799e+06
6,1,10,6.85112e+07,8.83796e+07
6,10,100,4.48496e+06,2.39955e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,1.59041e+07,9.52972e+06
7,1,10,9.92989e+07,8.07623e+07
7,10,100,4.55103e+08,3.55009e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,5.47735e+06,2.13961e+06
8,1,10,2.72321e+07,4.77096e+07
8,10,100,4.51249e+06,1.1593e+07
8,100,1000,0,0
8,1000,10000,0,0
