FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,2.88254e+09,1.39046e+08
0,1,10,3.59969e+08,4.61972e+08
0,10,100,4.93007e+06,6.23231e+07
0,100,1000,239657,1.08926e+08
0,1000,10000,74364.3,6.77695e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,766126,1.99337e+07
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,1.33561e+09,4.65365e+07
2,1,10,7.76952e+08,4.95321e+08
2,10,100,1.54537e+06,1.96596e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,1.21048e+08,1.09105e+06
3,0.1,1,8.29905e+07,6.92366e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,146715,327.38
4,0.1,1,5.56948e+06,365239
4,1,10,6.52358e+07,1.64421e+07
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,2.75445e+07,38510.6
5,0.01,0.1,3.77493e+06,139076
5,0.1,1,5.70396e+07,9.16581e+06
5,1,10,3.23194e+07,2.27317e+06
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,4.93808e+06,126132
6,0.1,1,6.32167e+07,5.12309e+06
6,1,10,5.51701e+07,3.65562e+07
6,10,100,2.57742e+06,1.67876e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,1.66176e+08,1.57481e+07
7,1,10,1.19499e+08,7.56978e+07
7,10,100,5.54693e+07,6.8029e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,8.9582e+07,1.00569e+07
8,1,10,2.50538e+07,1.89331e+07
8,10,100,1.83576e+06,8.23952e+06
8,100,1000,0,0
8,1000,10000,0,0
