Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
93898.5,1,1000,H,Ecto,56.6441
93898.5,1,10000,H,Ecto,2.94783e+08
93898.5,1,10000,H,Endo,2.16394e+09
93898.5,1,100000,H,Endo,2.85202e+09
93898.5,1,1000,O,Ecto,17798.2
93898.5,1,10000,O,Ecto,7.06329e+07
93898.5,1,1000,O,Endo,1.26676e+07
93898.5,1,10000,O,Endo,2.51226e+09
93898.5,1,1000,C,Ecto,1.88052e+06
93898.5,1,10000,C,Ecto,1.63776e+10
81987.1,2,1000,H,Ecto,456042
81987.1,2,10000,H,Ecto,1.24311e+06
81987.1,2,1000,H,Endo,1.68504e+07
81987.1,2,10000,H,Endo,2.36532e+07
81987.1,2,100000,H,Endo,691717
81987.1,2,1000,O,Ecto,1747.27
81987.1,2,10000,O,Ecto,9579.67
81987.1,2,1000,O,Endo,1.26702e+06
81987.1,2,10000,O,Endo,168729
81987.1,2,1000,C,Ecto,204524
81987.1,2,10000,C,Ecto,3.01975e+07
81987.1,2,10000,C,Endo,230367
4895.17,2,100,H,Ecto,5.21164e+06
4895.17,2,1000,H,Ecto,5.58449e+07
4895.17,2,10000,H,Ecto,89.3197
4895.17,2,100,H,Endo,4.05328e+07
4895.17,2,1000,H,Endo,1.94711e+09
4895.17,2,10000,H,Endo,60274
4895.17,2,100,O,Ecto,1.15591e+08
4895.17,2,1000,O,Ecto,3.59835e+07
4895.17,2,10000,O,Ecto,2532.94
4895.17,2,100,O,Endo,7577.47
4895.17,2,1000,O,Endo,7.69994e+06
4895.17,2,100,C,Ecto,4809.03
4895.17,2,1000,C,Ecto,4.90006e+08
4895.17,2,10000,C,Ecto,6.43076e+08
2528.5,2,10,H,Ecto,0.29667
2528.5,2,100,H,Ecto,47.3794
2528.5,2,1000,H,Ecto,3784.87
2528.5,2,100,H,Endo,11542.5
2528.5,2,1000,H,Endo,93673.6
2528.5,2,10,O,Ecto,5.44107
2528.5,2,100,O,Ecto,51500.2
2528.5,2,1000,O,Ecto,12589.3
2528.5,2,100,O,Endo,24.597
2528.5,2,1000,O,Endo,1082.95
2528.5,2,100,C,Ecto,39.1365
2528.5,2,1000,C,Ecto,100390
2528.5,2,10000,C,Ecto,51015.2
8308.65,2,10,H,Ecto,89.3847
8308.65,2,100,H,Ecto,69737.3
8308.65,2,1000,H,Ecto,4.89112e+07
8308.65,2,100,H,Endo,2.28434e+07
8308.65,2,1000,H,Endo,5.05838e+08
8308.65,2,10,O,Ecto,453.033
