FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,2.21704e+06,1.61086e+06
0,1,10,1.15866e+08,4.12213e+08
0,10,100,4.06568e+07,2.14633e+08
0,100,1000,114654,8.67605e+07
0,1000,10000,62571,8.57617e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,28.607,2560.53
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,9.83389e+06,4.87225e+06
2,1,10,3.88058e+07,1.75053e+08
2,10,100,857788,4.93188e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,1.1383e+08,3.40111e+06
3,0.1,1,9.59298e+06,7.75889e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,0,0
4,0.1,1,3.96568e+06,787292
4,1,10,2.51763e+06,514675
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,2.15195e+08,2.27481e+06
5,0.01,0.1,1.51806e+08,2.48892e+06
5,0.1,1,6.7924e+06,5.02398e+06
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,4.70856e+06,417731
6,0.1,1,2.67421e+06,578174
6,1,10,1.56229e+07,3.2917e+07
6,10,100,2.74075e+06,2.5516e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,5.54796e+06,814827
7,1,10,2.71514e+07,5.07211e+07
7,10,100,4.9152e+07,4.94713e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,1.91982e+06,611751
8,1,10,2.6698e+07,5.40053e+07
8,10,100,1.59271e+06,1.33726e+07
8,100,1000,0,0
8,1000,10000,0,0
