Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,86|41|27|18|6|2|,31.0|52.80968292682927|92.0|119.88572222222221|146.32766666666666|171.72050000000002|,0.0|4.957609806855071|0.0|10.108499447964872|9.41988362749538|2.473499999999987|,31.0|53.0|92.0|123.0|147.0|184.0|,86|41|27|18|6|2|,31.0|52.80968292682927|92.0|119.88572222222221|146.32766666666666|171.72050000000002|,0.0|4.957609806855071|0.0|10.108499447964872|9.41988362749538|2.473499999999987|,0|86|41|27|18|8|,0|0|0|0|0|0|,344|86|41|27|18|8|,34|0|0|0|5|4|,309|86|41|27|13|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,309|86|41|27|13|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,309|86|41|27|13|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,309|86|41|27|13|0|,31.0|31.0|52.80968292682927|92.0|119.89653846153848|nan|,0.0|0.0|4.957609806855071|0.0|8.658971360257029|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,309|86|41|27|13|0|,31.0|31.0|52.80968292682927|92.0|119.89653846153848|nan|,0.0|0.0|4.957609806855071|0.0|8.658971360257029|nan|,0|309|86|41|27|13|,0|0|0|0|0|0|,442|309|86|41|27|13|,219|237|30|17|17|8|,225|72|56|24|10|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,225|72|56|24|10|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,225|72|56|24|10|5|,0|0|0|0|0|5|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,225|72|56|24|10|0|,31.0|31.0|31.0|52.49191666666667|92.0|nan|,0.0|0.0|0.0|4.205936171221443|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,225|72|56|24|10|0|,31.0|31.0|31.0|52.49191666666667|92.0|nan|,0.0|0.0|0.0|4.205936171221443|0.0|nan|,0|225|72|56|24|10|,0|0|0|0|0|0|,406|225|72|56|24|10|,187|123|28|39|11|5|,219|102|44|17|13|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,219|102|44|17|13|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,219|102|44|17|13|5|,0|0|0|0|0|5|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,219|102|44|17|13|0|,31.0|31.0|31.0|31.0|52.89753846153845|nan|,0.0|0.0|0.0|0.0|4.394428546298222|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,219|102|44|17|13|0|,31.0|31.0|31.0|31.0|52.89753846153845|nan|,0.0|0.0|0.0|0.0|4.394428546298222|nan|,0|219|102|44|17|13|,0|0|0|0|0|0|,502|219|102|44|17|13|,279|130|53|16|4|9|,223|89|49|28|13|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,223|89|49|28|13|4|,0|0|0|0|0|0|,0|0|0|0|0|1|,223|89|49|28|13|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,223|89|49|28|13|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,223|89|49|28|13|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|223|89|49|28|13|,0|0|0|0|0|0|,527|223|89|49|28|13|,344|134|33|25|19|10|,185|89|56|24|9|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,185|89|56|24|9|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,185|89|56|24|9|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,185|89|56|24|9|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,185|89|56|24|9|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|185|89|56|24|9|,0|0|0|0|0|0|,409|185|89|56|24|9|,202|84|36|35|16|4|,206|101|53|21|8|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,206|101|53|21|8|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,206|101|53|21|8|5|,0|0|0|0|0|5|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,206|101|53|21|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,206|101|53|21|8|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|206|101|53|21|8|,0|0|0|0|0|0|,419|206|101|53|21|8|,187|112|55|31|10|2|,235|94|46|22|11|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,235|94|46|22|11|6|,0|0|0|0|0|0|,0|0|0|0|2|2|,235|94|46|22|9|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,235|94|46|22|9|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,235|94|46|22|9|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|235|94|46|22|9|,0|0|0|0|0|0|,446|235|94|46|22|9|,250|156|41|19|9|4|,197|79|53|27|13|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,197|79|53|27|13|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,197|79|53|27|13|5|,0|0|0|0|0|5|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,197|79|53|27|13|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,197|79|53|27|13|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|197|79|53|27|13|,0|0|0|0|0|0|,412|197|79|53|27|13|,203|100|16|35|18|9|,212|97|63|18|9|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,212|97|63|18|9|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,212|97|63|18|9|4|,0|0|0|0|0|4|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,212|97|63|18|9|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,212|97|63|18|9|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|212|97|63|18|9|,0|0|0|0|0|0|,430|212|97|63|18|9|,198|125|47|47|4|4|,230|87|50|16|14|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,230|87|50|16|14|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,230|87|50|16|14|5|,0|0|0|0|0|5|,0|0|0|0|0|0|
