FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,7.68932e+06,6.18027e+06
0,1,10,9.08078e+07,3.99047e+08
0,10,100,3.86487e+07,9.23886e+07
0,100,1000,148691,1.01657e+08
0,1000,10000,63996.4,8.22179e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,537323,1.28551e+07
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,2.09764e+06,732689
2,1,10,2.32678e+08,4.97111e+08
2,10,100,1.52985e+06,3.2641e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,1.50591e+08,3.75444e+06
3,0.1,1,2.67432e+07,3.71259e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,1.54126e+06,138784
4,0.1,1,1.52174e+07,1.22307e+07
4,1,10,3.09047e+06,697448
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,6.97739e+09,1.17251e+07
5,0.01,0.1,3.34966e+07,1.09566e+06
5,0.1,1,1.62924e+07,1.27501e+07
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,1.06622e+06,107888
6,0.1,1,7.69658e+06,2.86734e+06
6,1,10,1.55805e+07,3.02609e+07
6,10,100,6.79205e+06,2.80515e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,1.11154e+07,3.3283e+06
7,1,10,5.2774e+07,5.73563e+07
7,10,100,4.61907e+07,8.8343e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,5.88699e+06,1.4344e+06
8,1,10,2.65058e+07,3.18877e+07
8,10,100,1.5859e+06,8.57844e+06
8,100,1000,0,0
8,1000,10000,0,0
