FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,1.10807e+07,7.37701e+06
0,1,10,2.16101e+08,2.38726e+08
0,10,100,3.26247e+07,4.71695e+07
0,100,1000,216014,1.17425e+08
0,1000,10000,70023.2,7.3447e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,1.00437e+06,2.96733e+07
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,1.05853e+07,1.85072e+06
2,1,10,4.68911e+08,6.20471e+08
2,10,100,2.22975e+06,3.12827e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,1.3773e+09,2.3173e+06
3,0.1,1,2.09766e+07,4.46331e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,5.37329e+06,102011
4,0.1,1,4.04479e+07,1.68358e+07
4,1,10,9.51862e+07,1.07822e+07
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,9.26602e+08,1.20219e+06
5,0.01,0.1,2.25237e+07,378853
5,0.1,1,2.4584e+07,9.50197e+06
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,9.35485e+06,153517
6,0.1,1,2.32259e+07,4.7507e+06
6,1,10,7.52394e+07,3.21603e+07
6,10,100,3.564e+06,2.31073e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,4.54858e+07,9.459e+06
7,1,10,9.36598e+07,5.56902e+07
7,10,100,4.9196e+07,5.65032e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,6.21913e+06,3.00317e+06
8,1,10,3.0764e+07,2.33277e+07
8,10,100,244244,8.0618e+06
8,100,1000,0,0
8,1000,10000,0,0
