Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,32|17|5|2|2|2|,31.0|51.058705882352946|92.0|131.37099999999998|143.636|182.6735|,0.0|5.44391648339692|0.0|0.7759999999999962|4.134999999999991|0.9744999999999919|,31.0|53.0|92.0|123.0|147.0|184.0|,32|17|5|2|2|2|,31.0|51.058705882352946|92.0|131.37099999999998|143.636|182.6735|,0.0|5.44391648339692|0.0|0.7759999999999962|4.134999999999991|0.9744999999999919|,0|32|17|5|2|4|,0|0|0|0|0|0|,154|32|17|5|2|4|,54|0|0|0|0|3|,99|32|17|5|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,99|32|17|5|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,99|32|17|5|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,99|32|17|5|2|0|,31.0|31.0|51.058705882352946|92.0|131.37099999999998|nan|,0.0|0.0|5.4439164833969205|0.0|0.7759999999999962|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,99|32|17|5|2|0|,31.0|31.0|51.058705882352946|92.0|131.37099999999998|nan|,0.0|0.0|5.4439164833969205|0.0|0.7759999999999962|nan|,0|99|32|17|5|2|,0|0|0|0|0|0|,166|99|32|17|5|2|,91|77|15|9|0|0|,75|22|17|8|5|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,75|22|17|8|5|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,75|22|17|8|5|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,75|22|17|8|5|0|,31.0|31.0|31.0|50.96725000000001|92.0|nan|,0.0|0.0|0.0|6.807480788625114|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,75|22|17|8|5|0|,31.0|31.0|31.0|50.96725000000001|92.0|nan|,0.0|0.0|0.0|6.807480788625114|0.0|nan|,0|75|22|17|8|5|,0|0|0|0|0|0|,217|75|22|17|8|5|,148|41|4|10|3|4|,67|34|18|7|5|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,67|34|18|7|5|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,67|34|18|7|5|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,67|34|18|7|5|0|,31.0|31.0|31.0|31.0|53.9978|nan|,0.0|0.0|0.0|0.0|5.512173524119138|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,67|34|18|7|5|0|,31.0|31.0|31.0|31.0|53.9978|nan|,0.0|0.0|0.0|0.0|5.512173524119138|nan|,0|67|34|18|7|5|,0|0|0|0|0|0|,149|67|34|18|7|5|,77|36|19|11|3|4|,75|31|15|7|4|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,75|31|15|7|4|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,75|31|15|7|4|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,75|31|15|7|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,75|31|15|7|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|75|31|15|7|4|,0|0|0|0|0|0|,131|75|31|15|7|4|,52|48|14|5|3|3|,79|27|17|10|4|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,79|27|17|10|4|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,79|27|17|10|4|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,79|27|17|10|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,79|27|17|10|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|79|27|17|10|4|,0|0|0|0|0|0|,171|79|27|17|10|4|,100|54|8|10|7|2|,72|25|19|7|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,72|25|19|7|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,72|25|19|7|3|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,72|25|19|7|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,72|25|19|7|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|72|25|19|7|3|,0|0|0|0|0|0|,143|72|25|19|7|3|,91|41|7|14|2|1|,53|31|18|5|5|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,53|31|18|5|5|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,53|31|18|5|5|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,53|31|18|5|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,53|31|18|5|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|53|31|18|5|5|,0|0|0|0|0|0|,125|53|31|18|5|5|,40|21|14|11|0|4|,85|32|17|7|5|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,85|32|17|7|5|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,85|32|17|7|5|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,85|32|17|7|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,85|32|17|7|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|85|32|17|7|5|,0|0|0|0|0|0|,101|85|32|17|7|5|,25|63|16|10|2|4|,76|22|16|7|5|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,76|22|16|7|5|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,76|22|16|7|5|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,76|22|16|7|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,76|22|16|7|5|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|76|22|16|7|5|,0|0|0|0|0|0|,98|76|22|16|7|5|,3|43|1|9|4|4|,98|33|21|7|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,98|33|21|7|3|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,98|33|21|7|3|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
