Month,Year,Biomass_FG_0,Biomass_FG_1,Biomass_FG_2,Biomass_FG_3,Biomass_FG_4,Biomass_FG_5,Biomass_FG_6,Biomass_FG_7,Biomass_FG_8
1, 1,5.04352e+08,9.55819e+08,8.80314e+08,8.05159e+07,2.18934e+08,1.04006e+08,4.1704e+08,6.74424e+08,5.74756e+08
2, 1,3.89927e+08,1.39862e+09,5.56924e+08,5.24256e+06,6.56335e+07,1.7584e+06,2.10134e+08,4.65327e+08,3.3653e+08
3, 1,3.09739e+08,1.54786e+09,2.58391e+08,462231,253478,309597,1.17165e+08,2.30715e+08,1.98713e+08
4, 1,2.38128e+08,1.32538e+09,1.30006e+08,377270,170859,269132,7.82585e+07,9.82312e+07,1.07637e+08
5, 1,1.62919e+08,1.10093e+09,9.10333e+07,614716,130350,514790,2.56783e+07,3.74905e+07,3.83396e+07
6, 1,1.38751e+08,7.04736e+08,6.91777e+07,896545,54627.1,880239,2.98476e+07,4.86328e+07,4.21788e+07
7, 1,9.30512e+07,5.32171e+08,4.52054e+07,1.63639e+06,46398,2.78483e+06,3.44339e+07,4.17127e+07,4.60845e+07
8, 1,8.04821e+07,3.78275e+08,2.58916e+07,2.41391e+06,82322.2,6.52527e+06,3.16567e+07,3.60316e+07,4.66686e+07
9, 1,7.82594e+07,1.50111e+08,2.42062e+07,3.08741e+06,104845,1.1649e+07,2.57448e+07,2.99273e+07,3.9669e+07
10, 1,8.05704e+07,1.03715e+08,2.68079e+07,3.4691e+06,128658,1.60121e+07,2.76532e+07,2.71994e+07,4.19145e+07
11, 1,8.54507e+07,8.32594e+07,3.0052e+07,3.82986e+06,129108,1.96141e+07,3.01422e+07,2.48924e+07,4.53032e+07
12, 1,8.85643e+07,6.51376e+07,2.66494e+07,1.02046e+07,241863,6.49027e+07,2.56139e+07,2.00962e+07,3.4859e+07
13, 2,1.01956e+08,4.66882e+07,2.42531e+07,2.28297e+07,525042,1.59232e+08,2.31362e+07,1.61e+07,2.49312e+07
14, 2,1.21774e+08,4.04623e+07,2.51196e+07,3.86558e+07,1.17309e+06,2.28221e+08,2.16582e+07,1.4897e+07,1.77202e+07
15, 2,1.43956e+08,1.51358e+07,2.6376e+07,6.87951e+07,2.35616e+06,6.04853e+08,2.25619e+07,1.47809e+07,1.59408e+07
16, 2,1.79301e+08,1.14847e+06,3.04703e+07,1.52398e+08,7.96654e+06,1.12306e+09,2.42439e+07,1.79023e+07,1.53378e+07
17, 2,2.32937e+08,7338.92,3.64343e+07,3.11014e+08,2.15107e+07,1.71007e+09,2.73298e+07,2.39497e+07,1.67083e+07
18, 2,3.07984e+08,7611.25,5.85549e+07,6.91549e+08,8.30609e+07,2.01282e+09,3.15462e+07,3.51855e+07,1.8981e+07
19, 2,3.97058e+08,11134.7,1.49605e+08,8.08074e+08,2.65419e+08,1.81145e+09,3.6665e+07,5.00401e+07,2.22563e+07
20, 2,4.88472e+08,16409.3,2.91715e+08,9.22213e+08,3.58818e+08,1.15344e+09,4.09421e+07,6.64163e+07,2.49699e+07
21, 2,5.50592e+08,18192.6,4.07359e+08,6.61809e+08,4.08337e+08,7.89477e+08,4.48235e+07,8.33572e+07,2.86001e+07
22, 2,5.60794e+08,25263.1,5.42227e+08,3.44155e+08,3.25233e+08,4.52615e+08,4.88088e+07,1.00827e+08,3.23494e+07
23, 2,6.21989e+08,27793.9,6.60519e+08,3.08512e+08,2.21883e+08,3.55076e+08,5.41701e+07,1.24317e+08,3.3563e+07
24, 2,7.65584e+08,37398.3,4.68453e+08,2.84379e+07,1.26332e+08,4.00226e+07,5.62594e+07,2.10443e+08,4.28796e+07
25, 3,6.93756e+08,31212.7,3.70286e+08,1.11794e+07,8.99307e+07,3.41586e+07,6.49752e+07,2.72325e+08,5.13678e+07
26, 3,7.51427e+08,38276.9,3.62851e+08,1.1313e+07,1.00573e+08,2.91871e+07,7.23699e+07,2.75547e+08,4.10482e+07
27, 3,7.54163e+08,39006,3.64601e+08,1.21318e+07,8.48493e+07,2.22707e+07,7.77567e+07,3.42347e+08,4.20502e+07
28, 3,8.17291e+08,36702.7,3.36383e+08,1.29618e+07,8.59903e+07,1.51985e+07,7.31457e+07,3.70177e+08,4.16345e+07
29, 3,8.02176e+08,40424.9,2.86419e+08,1.60918e+07,9.81516e+07,1.61002e+07,7.88989e+07,4.52076e+08,4.45098e+07
30, 3,8.6822e+08,41776.2,2.94285e+08,1.81719e+07,6.86755e+07,1.47589e+07,7.73289e+07,5.20156e+08,2.47289e+07
31, 3,9.35544e+08,52715.6,2.11736e+08,1.84906e+07,6.09705e+07,1.64942e+07,7.7812e+07,6.12759e+08,2.5455e+07
32, 3,1.00048e+09,64477,1.87153e+08,1.3279e+07,2.84642e+07,1.11816e+07,7.64489e+07,6.65577e+08,2.34898e+07
33, 3,1.05949e+09,70781.3,1.68015e+08,8.45098e+06,5.3536e+06,8.24568e+06,7.28098e+07,7.06115e+08,2.06692e+07
34, 3,1.06633e+09,77747.9,1.45176e+08,5.94472e+06,1.76215e+06,5.21425e+06,6.64588e+07,7.55697e+08,1.81128e+07
35, 3,1.02812e+09,75336.8,1.35503e+08,5.89478e+06,935986,3.77271e+06,6.87112e+07,8.1049e+08,1.74746e+07
