Month,Year,Biomass_FG_0,Biomass_FG_1,Biomass_FG_2,Biomass_FG_3,Biomass_FG_4,Biomass_FG_5,Biomass_FG_6,Biomass_FG_7,Biomass_FG_8
1, 1,5.04352e+08,9.55819e+08,8.80314e+08,8.05159e+07,2.18934e+08,1.04006e+08,4.1704e+08,6.74424e+08,5.74756e+08
2, 1,3.89927e+08,1.39862e+09,5.56924e+08,5.24256e+06,6.56335e+07,1.7584e+06,2.10134e+08,4.65327e+08,3.3653e+08
3, 1,3.09739e+08,1.54786e+09,2.58391e+08,462231,253478,309597,1.17165e+08,2.30715e+08,1.98713e+08
4, 1,2.38128e+08,1.32538e+09,1.30006e+08,377900,170862,268657,7.82585e+07,9.82312e+07,1.07637e+08
5, 1,1.62982e+08,1.10084e+09,9.10776e+07,617041,130633,512371,2.57506e+07,3.74961e+07,3.84359e+07
6, 1,1.3879e+08,7.04735e+08,6.91677e+07,907087,54186.1,875215,2.98699e+07,4.85507e+07,4.21755e+07
7, 1,8.76925e+07,5.36347e+08,5.0049e+07,1.60559e+06,40484,2.74234e+06,3.42659e+07,4.69678e+07,4.64661e+07
8, 1,7.68805e+07,3.93e+08,2.77401e+07,2.3902e+06,65508.3,6.36483e+06,3.23907e+07,3.68093e+07,4.66679e+07
9, 1,7.45257e+07,1.62473e+08,2.68107e+07,3.08362e+06,95293.5,1.1257e+07,2.6856e+07,2.74092e+07,4.07286e+07
10, 1,7.63719e+07,1.0479e+08,2.84338e+07,3.50414e+06,99196.5,1.5299e+07,2.82158e+07,2.45785e+07,4.24122e+07
11, 1,8.10674e+07,8.20742e+07,3.18758e+07,3.89964e+06,89843.5,1.86671e+07,3.07646e+07,2.26351e+07,4.58285e+07
12, 1,8.8529e+07,5.26074e+07,2.80683e+07,1.03968e+07,163119,5.89172e+07,2.89408e+07,1.62392e+07,3.51249e+07
13, 2,1.07257e+08,4.72983e+07,2.62649e+07,2.2925e+07,357035,1.46714e+08,2.52026e+07,1.29024e+07,2.52527e+07
14, 2,1.31651e+08,4.32727e+07,2.73797e+07,3.80169e+07,833711,2.77517e+08,2.16357e+07,1.26878e+07,1.81155e+07
15, 2,1.50725e+08,3.83838e+07,2.8963e+07,7.66252e+07,1.74824e+06,3.8632e+08,2.19467e+07,1.35531e+07,1.64897e+07
16, 2,1.79597e+08,3.88766e+07,3.48604e+07,1.61124e+08,5.69593e+06,8.0962e+08,2.41105e+07,1.66826e+07,1.6048e+07
17, 2,2.31655e+08,1.55279e+07,4.53834e+07,3.19677e+08,1.57966e+07,1.37729e+09,2.60331e+07,2.06305e+07,1.51968e+07
18, 2,3.0118e+08,1.18401e+07,5.91413e+07,5.33608e+08,5.35875e+07,1.59248e+09,3.02147e+07,2.95167e+07,1.63204e+07
19, 2,4.09667e+08,464299,1.44393e+08,7.40578e+08,1.37674e+08,1.33859e+09,3.49505e+07,4.52543e+07,1.84273e+07
20, 2,5.28421e+08,1.02933e+06,3.81302e+08,5.10298e+08,2.13133e+08,5.42569e+08,3.87754e+07,6.54893e+07,2.1148e+07
21, 2,6.27882e+08,1.48262e+06,5.61243e+08,1.90385e+08,1.32549e+08,2.31835e+08,4.21173e+07,9.1838e+07,2.36789e+07
22, 2,6.78117e+08,1.85741e+06,5.92226e+08,6.33482e+07,9.74012e+07,7.49995e+07,4.55522e+07,1.21441e+08,2.46338e+07
23, 2,7.61246e+08,1.87083e+06,5.84116e+08,6.143e+07,8.53288e+07,6.59213e+07,5.05609e+07,1.3705e+08,2.578e+07
24, 2,6.717e+08,2.49054e+06,5.3326e+08,1.7588e+07,4.9787e+07,1.98076e+07,5.7224e+07,1.80344e+08,3.04738e+07
25, 3,7.88897e+08,2.0556e+06,4.22391e+08,1.39175e+07,4.84579e+07,1.97707e+07,6.64711e+07,1.67686e+08,3.51877e+07
26, 3,8.00944e+08,1.54582e+06,4.60774e+08,1.63177e+07,6.09068e+07,2.02121e+07,7.57435e+07,2.15085e+08,4.03446e+07
27, 3,8.03632e+08,851486,4.85238e+08,1.76828e+07,6.52727e+07,1.18089e+07,8.126e+07,2.52467e+08,3.47021e+07
28, 3,8.66526e+08,469785,5.38103e+08,1.56164e+07,4.60228e+07,1.139e+07,8.78308e+07,2.72243e+08,3.64118e+07
29, 3,7.96496e+08,692947,5.73811e+08,1.74159e+07,3.44349e+07,1.16727e+07,9.49288e+07,3.16217e+08,4.00807e+07
30, 3,8.83204e+08,818646,5.84899e+08,1.54841e+07,1.66528e+07,1.34896e+07,1.06973e+08,3.13235e+08,4.09227e+07
31, 3,9.27494e+08,987869,5.63049e+08,6.74081e+06,1.60493e+07,1.56064e+07,1.14114e+08,3.67019e+08,4.43458e+07
32, 3,9.47105e+08,1.06604e+06,5.09417e+08,2.58487e+06,1.1345e+07,1.60915e+07,1.14311e+08,4.19094e+08,4.4921e+07
33, 3,9.58112e+08,1.11471e+06,4.50009e+08,2.48435e+06,8.42773e+06,1.63109e+07,1.15535e+08,4.58679e+08,4.5426e+07
34, 3,9.62128e+08,1.16039e+06,3.88785e+08,2.6981e+06,5.87314e+06,1.52666e+07,1.10243e+08,4.76109e+08,4.57382e+07
35, 3,9.52427e+08,1.14715e+06,3.56514e+08,3.16714e+06,4.15775e+06,1.60344e+07,1.06424e+08,5.01048e+08,4.73728e+07
