FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,1.05565e+08,8.16337e+06
0,1,10,5.07301e+08,3.48471e+08
0,10,100,1.74356e+07,5.1828e+07
0,100,1000,6.5577e+06,9.4284e+07
0,1000,10000,43176,7.11583e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,641932,2.81965e+07
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,8.95554e+07,5.89437e+06
2,1,10,2.66784e+08,1.81159e+08
2,10,100,2.31271e+07,5.84042e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,1.31896e+08,346938
3,0.01,0.1,1.06416e+08,550472
3,0.1,1,3.42461e+07,1.60814e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,0,0
4,0.1,1,1.08676e+06,212827
4,1,10,1.46773e+06,481575
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,3.82648e+10,2.04175e+07
5,0.01,0.1,4.17498e+07,48478.4
5,0.1,1,4.64617e+07,1.82985e+06
5,1,10,636178,281670
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,8.78518e+06,131721
6,0.1,1,5.43461e+07,4.99978e+06
6,1,10,1.43077e+08,4.11703e+07
6,10,100,4.65827e+06,2.62835e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,6.06491e+06,192368
7,1,10,6.34239e+07,4.72924e+07
7,10,100,9.71921e+08,2.85031e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,2.13382e+07,7.62761e+06
8,1,10,1.9352e+07,3.94349e+07
8,10,100,2.96735e+06,7.40506e+06
8,100,1000,0,0
8,1000,10000,0,0
