FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,7.05915e+07,3.78095e+07
0,1,10,1.02201e+08,1.70128e+08
0,10,100,5.53538e+07,1.72365e+08
0,100,1000,2.11362e+06,9.72849e+07
0,1000,10000,65926.6,7.90713e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,657413,2.58455e+07
1,100,1000,9.39231,451.287
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,1.67485e+07,2.45564e+06
2,1,10,3.3528e+08,2.56226e+08
2,10,100,1.54125e+06,4.01885e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,506.606,1.38515
3,0.01,0.1,1.36267e+06,165472
3,0.1,1,1.75491e+07,5.67901e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,0,0
4,0.1,1,2.0514e+07,3.27649e+06
4,1,10,3.44538e+07,4.13799e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.60721e+08,382086
5,0.01,0.1,9.18032e+06,32851.1
5,0.1,1,2.72512e+07,1.79016e+07
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,1.46944e+07,265310
6,0.1,1,3.86054e+07,2.32416e+07
6,1,10,4.13072e+07,4.61613e+07
6,10,100,5.32295e+06,2.22894e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,4.54473e+07,3.71187e+06
7,1,10,9.44208e+07,2.03846e+08
7,10,100,7.21569e+07,2.64285e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,2.35278e+07,2.81598e+06
8,1,10,3.32673e+07,4.57638e+07
8,10,100,1.41255e+06,8.64533e+06
8,100,1000,0,0
8,1000,10000,0,0
