FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,6.58938e+08,3.98149e+07
0,1,10,2.88831e+08,2.64995e+08
0,10,100,2.87775e+06,5.02329e+07
0,100,1000,192508,9.30878e+07
0,1000,10000,74362.8,6.76649e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,1.13924e+06,3.12715e+07
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,3.70981e+08,1.18789e+07
2,1,10,4.8488e+08,6.30126e+08
2,10,100,1.5846e+06,2.6961e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,1.51085e+08,3.17265e+06
3,0.1,1,7.67005e+07,6.40306e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,1.32684e+07,129335
4,0.1,1,2.01804e+08,6.19179e+06
4,1,10,5.13701e+07,2.21097e+07
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,2.50237e+07,36991.1
5,0.01,0.1,1.03091e+08,1.22031e+06
5,0.1,1,6.96312e+07,2.10718e+07
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,8.42759e+07,661371
6,0.1,1,6.25106e+07,5.50535e+06
6,1,10,5.41647e+07,2.93619e+07
6,10,100,2.6419e+06,1.82522e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,3.75187e+08,2.24389e+07
7,1,10,1.05726e+08,1.0594e+08
7,10,100,9.00518e+07,1.00889e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,2.92083e+07,9.42374e+06
8,1,10,1.57067e+08,2.40219e+07
8,10,100,318951,8.7087e+06
8,100,1000,0,0
8,1000,10000,0,0
