FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,3.11678e+08,3.685e+07
0,1,10,4.87072e+08,3.02366e+08
0,10,100,6.20367e+07,5.13691e+07
0,100,1000,180057,9.51475e+07
0,1000,10000,72165.1,7.05717e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,1.04048e+06,2.60619e+07
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,1.85462e+07,1.63589e+06
2,1,10,4.34465e+08,6.39033e+08
2,10,100,1.37969e+06,3.03756e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,4.67808e+08,2.00005e+06
3,0.1,1,1.17695e+07,1.3744e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,1.0626e+07,98733.7
4,0.1,1,5.77727e+07,2.33983e+06
4,1,10,3.59452e+07,2.72603e+07
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.49303e+07,49497.5
5,0.01,0.1,5.53837e+07,661867
5,0.1,1,3.39193e+07,1.31026e+07
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,4.63583e+07,783740
6,0.1,1,2.94001e+07,2.68561e+06
6,1,10,3.72346e+07,2.55225e+07
6,10,100,7.52106e+06,1.91637e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,1.27422e+08,1.05932e+07
7,1,10,9.62738e+07,1.2947e+08
7,10,100,9.23872e+07,1.32718e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,1.2281e+08,8.40476e+06
8,1,10,5.08501e+07,2.2603e+07
8,10,100,282661,8.51147e+06
8,100,1000,0,0
8,1000,10000,0,0
