FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,7.05046e+07,6.58695e+07
0,1,10,5.31492e+08,6.78143e+08
0,10,100,2.11922e+07,5.71051e+07
0,100,1000,1.69131e+06,9.28807e+07
0,1000,10000,63982,8.22247e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,1.71193e+06,3.38809e+07
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,853565,115645
2,1,10,2.36399e+07,5.06845e+07
2,10,100,1.29331e+06,4.89229e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,1.1165e+07,474983
3,0.1,1,3.25674e+07,1.7292e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,21823.6,608.351
4,0.1,1,2.39005e+06,187801
4,1,10,1.1774e+06,148354
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,3.7577e+09,6.10936e+06
5,0.01,0.1,9.72628e+07,1.30064e+06
5,0.1,1,6.40213e+07,3.64291e+07
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,7.58004e+06,384870
6,0.1,1,1.96494e+06,1.21656e+06
6,1,10,5.66819e+07,5.93296e+07
6,10,100,2.42744e+06,2.41848e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,4.66093e+06,877318
7,1,10,1.7285e+08,2.07157e+08
7,10,100,2.35869e+08,3.36131e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,2.69145e+07,1.13484e+07
8,1,10,4.69908e+07,2.21052e+07
8,10,100,1.41302e+06,8.14194e+06
8,100,1000,0,0
8,1000,10000,0,0
