FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,4.1305e+06,6.26409e+06
0,1,10,1.56048e+08,6.02935e+08
0,10,100,5.8318e+07,2.32376e+08
0,100,1000,2.2419e+06,1.07904e+08
0,1000,10000,55522.2,8.12872e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,353845,3.53121e+07
1,100,1000,487.975,44452.7
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,3.90385e+06,1.611e+06
2,1,10,4.19631e+07,9.78535e+07
2,10,100,748295,3.39695e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,7.22152e+06,648583
3,0.1,1,6.44233e+06,3.91658e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,1.83383e+06,344253
4,0.1,1,2.26815e+06,456853
4,1,10,1.64854e+06,199725
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,3.87852e+09,2.19153e+07
5,0.01,0.1,1.14828e+06,219281
5,0.1,1,0,0
5,1,10,5.15492e+06,2.78478e+06
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,3.36091e+06,366920
6,0.1,1,8.94808e+06,7.39235e+06
6,1,10,5.54099e+07,9.35796e+07
6,10,100,5.4165e+06,2.57336e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,2.65329e+06,418277
7,1,10,3.53597e+07,3.25303e+07
7,10,100,8.57844e+07,6.22076e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,3.70715e+06,1.05526e+06
8,1,10,2.98997e+07,2.9193e+07
8,10,100,1.06413e+06,9.91994e+06
8,100,1000,0,0
8,1000,10000,0,0
