FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,5.30777e+09,2.97802e+08
0,1,10,6.41771e+08,4.4586e+08
0,10,100,2.66525e+06,1.77936e+07
0,100,1000,253776,9.6039e+07
0,1000,10000,78956.2,6.19198e+07
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,1.46512e+09,6.7382e+07
2,1,10,1.4391e+09,4.12673e+08
2,10,100,2.38961e+06,2.62819e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,3.17843e+07,869528
3,0.1,1,1.17233e+08,1.64385e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,7.64793e+06,79587.3
4,0.1,1,3.30502e+07,5.1831e+06
4,1,10,6.53158e+07,6.00792e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,36475.4,103.789
5,0.01,0.1,3.40507e+07,565976
5,0.1,1,2.92743e+08,3.63667e+07
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,6.04211e+06,144046
6,0.1,1,5.87116e+07,1.23518e+07
6,1,10,1.92652e+07,3.48257e+07
6,10,100,3.34864e+06,1.8896e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,1.66514e+09,2.11883e+08
7,1,10,8.86996e+07,3.06443e+07
7,10,100,1.03822e+08,9.29542e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,0,0
8,1,10,3.15998e+08,5.34442e+07
8,10,100,520133,1.27821e+07
8,100,1000,0,0
8,1000,10000,0,0
