Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
81987.1,2,1000,H,Ecto,209727
81987.1,2,10000,H,Ecto,483703
81987.1,2,1000,H,Endo,6.19237e+07
81987.1,2,10000,H,Endo,1.1292e+07
81987.1,2,1000,O,Ecto,72234.3
81987.1,2,10000,O,Ecto,727.083
81987.1,2,1000,O,Endo,1.19129e+08
81987.1,2,10000,O,Endo,41512
81987.1,2,1000,C,Ecto,1.87289e+08
81987.1,2,10000,C,Ecto,9.18783e+07
4895.17,2,100,H,Ecto,37087
4895.17,2,1000,H,Ecto,28786.7
4895.17,2,10000,H,Ecto,2.19495
4895.17,2,100,H,Endo,13910.7
4895.17,2,1000,H,Endo,55960.5
4895.17,2,100,O,Ecto,21379.9
4895.17,2,1000,O,Ecto,22752.8
4895.17,2,100,O,Endo,18112
4895.17,2,1000,O,Endo,68023.6
4895.17,2,100,C,Ecto,36.7295
4895.17,2,1000,C,Ecto,92470.1
4895.17,2,10000,C,Ecto,32568.5
649.518,2,10,H,Ecto,547547
649.518,2,100,H,Ecto,120087
649.518,2,10,O,Ecto,534711
649.518,2,100,O,Ecto,5129.03
649.518,2,1000,O,Ecto,0.783131
649.518,2,100,O,Endo,668.712
649.518,2,1000,O,Endo,7.02808
649.518,2,100,C,Ecto,682603
649.518,2,1000,C,Ecto,5712.27
30997.8,2,100,H,Ecto,133765
30997.8,2,1000,H,Ecto,2.3732e+07
30997.8,2,10000,H,Ecto,1.19575e+06
30997.8,2,1000,H,Endo,1.64157e+09
30997.8,2,10000,H,Endo,2.76347e+08
30997.8,2,100,O,Ecto,32816.2
30997.8,2,1000,O,Ecto,7.68767e+06
30997.8,2,100,O,Endo,11270.9
30997.8,2,1000,O,Endo,2.15103e+08
30997.8,2,10000,O,Endo,17862.8
30997.8,2,100,C,Ecto,0.00455414
30997.8,2,1000,C,Ecto,3.66376e+08
