FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,3.95452e+08,2.1997e+07
0,1,10,4.86753e+08,3.50744e+08
0,10,100,1.14187e+07,3.24461e+07
0,100,1000,215922,1.17785e+08
0,1000,10000,70024.4,7.36591e+07
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,2.509e+07,2.5841e+06
2,1,10,3.75896e+08,5.93125e+08
2,10,100,1.83645e+06,3.88073e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,2.84263e+08,220605
3,0.01,0.1,5.31778e+07,921287
3,0.1,1,2.58766e+07,5.55351e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,0,0
4,0.1,1,5.00544e+07,1.42699e+06
4,1,10,1.18019e+08,1.22322e+07
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.2659e+08,23304.7
5,0.01,0.1,1.26862e+07,585608
5,0.1,1,1.58846e+07,3.89043e+06
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,6.39937e+07,1.20666e+06
6,0.1,1,3.14774e+08,2.47991e+07
6,1,10,1.03699e+08,4.58244e+07
6,10,100,2.69195e+06,2.11393e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,1.30299e+08,4.9115e+06
7,1,10,1.63431e+08,1.04942e+08
7,10,100,5.89702e+08,1.3641e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,7.67037e+07,3.71879e+06
8,1,10,2.30194e+07,2.1677e+07
8,10,100,241416,7.29881e+06
8,100,1000,0,0
8,1000,10000,0,0
