FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,1.02602e+06,798684
0,1,10,1.20827e+08,4.54935e+08
0,10,100,2.62197e+07,1.60234e+08
0,100,1000,115924,8.75972e+07
0,1000,10000,62600.8,8.58323e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,30953.2,1.91265e+06
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,1.70195e+06,489136
2,1,10,7.39884e+07,3.31505e+08
2,10,100,990237,4.68965e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,1.65663e+07,431466
3,0.01,0.1,1.26744e+07,1.25791e+06
3,0.1,1,4.12957e+07,4.28036e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,0,0
4,0.1,1,86319,2066.74
4,1,10,1.67176e+06,986152
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,2.39123e+07,371982
5,0.01,0.1,15789.8,253.57
5,0.1,1,2.79069e+06,2.35822e+06
5,1,10,1.28401e+06,358694
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,6.27201e+06,884516
6,0.1,1,2.68915e+06,1.13262e+06
6,1,10,1.60325e+07,2.9583e+07
6,10,100,3.2203e+06,3.12061e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,8.68972e+07,3.87587e+06
7,1,10,1.62549e+07,1.87862e+08
7,10,100,1.16367e+08,7.06782e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,1.60684e+07,2.41307e+06
8,1,10,1.52853e+07,3.44615e+07
8,10,100,1.88935e+06,1.089e+07
8,100,1000,0,0
8,1000,10000,0,0
