job_id	R42_J02_H0_DEEP_TIME_BACKGROUND_RANGESHIFTER
engine	RangeShifter
runtime_steps	10
runtime_unit	years
replicate_count	4
arcana_start_population_descriptor	1823.1595076876783
normalized_initial_population_scale	1.0
normalized_initial_genetic_diversity	0.35
normalized_connectivity_start	0.4174074074074074
engine_gene_flow_rate	0.022870370370370374
engine_selection_strength	0.0
normalized_environment_change	0.011305669826165274
normalized_habitat_fraction_start	0.22320987654320987
normalized_habitat_fraction_end	0.22320987654320987
seed_0	725095482
seed_1	1934559854
seed_2	292331116
seed_3	893604105
