FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,4.40919e+07,2.18439e+06
0,1,10,4.60552e+08,1.99804e+08
0,10,100,7.46034e+07,1.28699e+08
0,100,1000,2.61814e+06,9.68466e+07
0,1000,10000,48730.7,7.58737e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,400564,2.30754e+07
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,1.44249e+07,2.57877e+06
2,1,10,1.8092e+08,8.81317e+07
2,10,100,1.38487e+06,3.30094e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,5.77127e+09,3.78961e+06
3,0.01,0.1,1.30076e+08,403561
3,0.1,1,1.88462e+08,3.17128e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,1670.15,8.54689
4,0.1,1,2.33672e+06,753754
4,1,10,2.31434e+06,543596
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.09952e+11,1.67897e+07
5,0.01,0.1,8.809e+07,192564
5,0.1,1,8.43426e+06,558586
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,5.40436e+07,638200
6,0.1,1,3.74944e+07,1.99418e+06
6,1,10,8.3948e+07,3.33177e+07
6,10,100,3.97756e+06,2.43996e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,7.271e+06,1.52474e+06
7,1,10,2.45167e+07,5.80445e+06
7,10,100,5.43392e+07,3.54499e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,982126,206057
8,1,10,1.0175e+07,3.01174e+07
8,10,100,1.11971e+06,5.73217e+06
8,100,1000,0,0
8,1000,10000,0,0
