FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,1.90914e+09,1.135e+08
0,1,10,2.4217e+09,2.17486e+08
0,10,100,5.59269e+06,4.21913e+07
0,100,1000,220588,8.84849e+07
0,1000,10000,78958.1,6.1934e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,585639,8.19386e+06
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,2.42442e+09,1.08469e+08
2,1,10,9.11962e+08,2.21037e+08
2,10,100,2.27173e+06,2.30818e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,3.06944e+06,18795.9
3,0.01,0.1,6.01963e+07,2.10937e+06
3,0.1,1,1.68972e+08,1.9568e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,2.60505e+06,11576.4
4,0.1,1,1.70472e+07,720381
4,1,10,2.73438e+07,3.52502e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,2.64782e+07,39299.6
5,0.01,0.1,2.21078e+06,20322.6
5,0.1,1,1.53015e+08,8.89668e+06
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,3.78486e+06,111434
6,0.1,1,1.7875e+08,1.59325e+07
6,1,10,1.98875e+07,3.76428e+07
6,10,100,2.51802e+06,1.61709e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,1.31304e+09,1.2132e+08
7,1,10,7.86403e+07,3.87633e+07
7,10,100,5.0373e+07,6.10077e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,1.88094e+08,1.46122e+07
8,1,10,2.40374e+07,1.33962e+07
8,10,100,444360,9.66492e+06
8,100,1000,0,0
8,1000,10000,0,0
