FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,1.71145e+08,7.59014e+07
0,1,10,1.2319e+09,5.39474e+08
0,10,100,2.44204e+06,3.97075e+07
0,100,1000,2.16424e+06,9.77291e+07
0,1000,10000,67956.9,7.62585e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,43460.1,872243
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,1.22853e+08,9.16603e+07
2,1,10,5.44806e+08,1.94248e+08
2,10,100,894929,3.00103e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,5.27502e+07,532281
3,0.1,1,4.03014e+08,1.45874e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,3.74018,0.014642
4,0.1,1,1.11457e+07,1.60626e+06
4,1,10,5.9122e+07,9.35073e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,0,0
5,0.01,0.1,9.17274e+07,532492
5,0.1,1,3.8558e+07,1.21326e+07
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,6.88544e+06,128203
6,0.1,1,1.02002e+08,1.86094e+07
6,1,10,5.85764e+07,4.64971e+07
6,10,100,2.78241e+06,2.36439e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,8.02584e+07,7.26e+06
7,1,10,1.12295e+08,2.95621e+08
7,10,100,1.36927e+08,2.69678e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,9.09454e+07,3.67194e+07
8,1,10,8.96722e+07,3.26123e+07
8,10,100,1.3351e+06,7.73988e+06
8,100,1000,0,0
8,1000,10000,0,0
