FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,3.99739e+08,4.95183e+07
0,1,10,2.72694e+09,3.62885e+08
0,10,100,3.46404e+06,2.71377e+07
0,100,1000,205956,9.06373e+07
0,1000,10000,76621.2,6.46673e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,150735,2.19517e+06
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,2.22747e+08,6.47553e+07
2,1,10,1.4179e+09,2.89244e+08
2,10,100,1.03725e+06,1.69648e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,1.57266e+07,669982
3,0.1,1,2.78682e+08,1.26625e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,3.26017e+06,17052.3
4,0.1,1,1.15882e+07,1.97266e+06
4,1,10,2.92531e+07,6.05835e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,0,0
5,0.01,0.1,1.70564e+07,158877
5,0.1,1,8.48424e+07,7.88937e+06
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,2.01566e+07,175592
6,0.1,1,2.7368e+07,2.29104e+07
6,1,10,1.5412e+07,3.55259e+07
6,10,100,2.44654e+06,1.75152e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,5.40525e+08,5.76813e+07
7,1,10,1.49151e+08,9.25379e+07
7,10,100,6.96948e+07,6.42812e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,1.47539e+08,2.29513e+07
8,1,10,2.22057e+08,2.38431e+07
8,10,100,336716,7.68854e+06
8,100,1000,0,0
8,1000,10000,0,0
