FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,1.56234e+07,985546
0,1,10,6.07981e+08,6.76126e+08
0,10,100,6.87546e+07,2.6574e+08
0,100,1000,2.31081e+06,9.0786e+07
0,1000,10000,48667.5,7.57164e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,1.29809e+06,8.19759e+07
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,2.34791e+06,433130
2,1,10,2.89616e+08,2.15189e+08
2,10,100,1.20464e+07,4.11842e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,1.12236e+09,806328
3,0.01,0.1,1.79312e+08,497632
3,0.1,1,1.14442e+08,2.75855e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,0,0
4,0.1,1,804118,146960
4,1,10,2.27396e+07,1.73934e+07
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,0,0
5,0.01,0.1,2.68844e+08,1.15558e+06
5,0.1,1,0,0
5,1,10,7.56932e+06,6.00892e+06
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,5.16246e+06,53059.1
6,0.1,1,7.76131e+06,943946
6,1,10,5.59486e+07,3.34299e+07
6,10,100,4.87459e+06,2.89286e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,7.54797e+06,1.31087e+06
7,1,10,3.98833e+07,4.14661e+07
7,10,100,4.85908e+08,3.86878e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,1.13589e+07,655429
8,1,10,3.54784e+07,4.9542e+07
8,10,100,4.34376e+06,9.21632e+06
8,100,1000,0,0
8,1000,10000,0,0
