FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,8.37279e+08,1.60179e+08
0,1,10,3.4501e+09,4.54058e+08
0,10,100,1.03831e+08,7.69708e+07
0,100,1000,191906,9.30305e+07
0,1000,10000,74263.5,6.77269e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,1.6851e+06,3.40119e+07
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,4.44351e+07,2.13307e+07
2,1,10,6.25397e+08,3.37548e+08
2,10,100,2.63621e+06,2.92032e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,1.9269e+07,68974.4
3,0.01,0.1,1.75285e+07,290110
3,0.1,1,4.72468e+07,3.05393e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,1.9326e+06,11707
4,0.1,1,1.10339e+07,747578
4,1,10,2.53704e+08,7.077e+07
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,0,0
5,0.01,0.1,3.30172e+07,236867
5,0.1,1,6.11199e+07,1.0097e+07
5,1,10,2.8891e+07,3.06547e+06
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,6.66689e+06,167757
6,0.1,1,1.18792e+08,6.12947e+06
6,1,10,1.25439e+07,3.31148e+07
6,10,100,2.46606e+06,1.91975e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,2.45305e+08,6.93548e+07
7,1,10,2.12966e+08,5.83038e+07
7,10,100,6.46104e+07,7.41475e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,9.1e+07,1.04661e+07
8,1,10,3.55839e+07,1.89931e+07
8,10,100,1.5986e+06,6.6282e+06
8,100,1000,0,0
8,1000,10000,0,0
