FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,9.39588e+06,554536
0,1,10,4.08264e+08,6.42747e+08
0,10,100,6.65707e+07,2.9394e+08
0,100,1000,3.63596e+06,9.08799e+07
0,1000,10000,42936.3,7.08318e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,1.25972e+06,9.73011e+07
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,1.87632e+06,383604
2,1,10,1.57632e+08,1.7016e+08
2,10,100,1.90245e+07,4.77606e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,9.71706e+08,2.32462e+06
3,0.01,0.1,6.14763e+07,357155
3,0.1,1,4.85129e+07,2.57743e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,0,0
4,0.1,1,770767,167073
4,1,10,2.04067e+07,2.15669e+07
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,0,0
5,0.01,0.1,2.48261e+08,1.66671e+06
5,0.1,1,0,0
5,1,10,7.21745e+06,6.98e+06
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,1.00704e+07,94766.7
6,0.1,1,6.80247e+06,1.20596e+06
6,1,10,5.87246e+07,3.45567e+07
6,10,100,4.70793e+06,3.06478e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,2.61478e+07,1.86283e+06
7,1,10,3.57168e+07,5.50937e+07
7,10,100,1.03097e+08,3.86504e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,9.4151e+06,735619
8,1,10,3.31574e+07,5.41116e+07
8,10,100,6.72482e+06,1.00546e+07
8,100,1000,0,0
8,1000,10000,0,0
