Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
26501.5,2,100,H,Ecto,639265
26501.5,2,1000,H,Ecto,1.36668e+07
26501.5,2,10000,H,Ecto,146186
26501.5,2,100,H,Endo,2.64207e+06
26501.5,2,1000,H,Endo,6.70383e+08
26501.5,2,10000,H,Endo,1.17686e+06
26501.5,2,100,O,Ecto,3172.79
26501.5,2,1000,O,Ecto,2.35219e+06
26501.5,2,10000,O,Ecto,10.6616
26501.5,2,100,O,Endo,1.35495e+06
26501.5,2,1000,O,Endo,2.1495e+07
26501.5,2,10000,O,Endo,234820
26501.5,2,100,C,Ecto,172262
26501.5,2,1000,C,Ecto,1.90956e+06
26501.5,2,10000,C,Ecto,1.27058e+07
2556.96,2,10,H,Ecto,1997.76
2556.96,2,100,H,Ecto,4.34167e+06
2556.96,2,1000,H,Ecto,64316.8
2556.96,2,10000,H,Ecto,361.949
2556.96,2,100,H,Endo,5.936e+08
2556.96,2,1000,H,Endo,2.45833e+07
2556.96,2,10000,H,Endo,4875.17
2556.96,2,100,O,Ecto,5.11862e+06
2556.96,2,1000,O,Ecto,1.69356e+06
2556.96,2,100,O,Endo,4.42827e+07
2556.96,2,1000,O,Endo,1.02738e+09
2556.96,2,100,C,Ecto,2.22673e+09
2556.96,2,1000,C,Ecto,4.36697e+07
2556.96,2,10000,C,Ecto,1.61822e+07
81987.1,2,1000,H,Ecto,5.69298e+06
81987.1,2,10000,H,Ecto,11375.1
81987.1,2,1000,H,Endo,1.80554e+07
81987.1,2,10000,H,Endo,4.44253e+07
81987.1,2,1000,O,Ecto,223450
81987.1,2,10000,O,Ecto,15289.2
81987.1,2,1000,O,Endo,2.33593e+06
81987.1,2,10000,O,Endo,498694
81987.1,2,1000,C,Ecto,29312.8
81987.1,2,10000,C,Ecto,47027.3
4895.17,2,100,H,Ecto,4.95747e+07
4895.17,2,1000,H,Ecto,1.14127e+06
4895.17,2,10000,H,Ecto,62111.7
4895.17,2,100,H,Endo,4.81055e+08
4895.17,2,1000,H,Endo,3.4202e+09
4895.17,2,10000,H,Endo,1.80304e+07
4895.17,2,100,O,Ecto,1.07308e+06
