Month,Year,Biomass_FG_0,Biomass_FG_1,Biomass_FG_2,Biomass_FG_3,Biomass_FG_4,Biomass_FG_5,Biomass_FG_6,Biomass_FG_7,Biomass_FG_8
1, 1,5.04352e+08,9.55819e+08,8.80314e+08,8.05159e+07,2.18934e+08,1.04006e+08,4.1704e+08,6.74424e+08,5.74756e+08
2, 1,3.89927e+08,1.39862e+09,5.56924e+08,5.24256e+06,6.56335e+07,1.7584e+06,2.10134e+08,4.65327e+08,3.3653e+08
3, 1,3.09739e+08,1.54786e+09,2.58391e+08,462231,253478,309597,1.17165e+08,2.30715e+08,1.98713e+08
4, 1,2.38128e+08,1.32538e+09,1.30006e+08,377331,170859,269298,7.82585e+07,9.82312e+07,1.07637e+08
5, 1,1.62826e+08,1.10105e+09,9.09682e+07,615047,129973,515442,2.55721e+07,3.74863e+07,3.81984e+07
6, 1,1.38525e+08,7.0476e+08,6.90476e+07,923533,54761.1,890030,2.97409e+07,4.86457e+07,4.20509e+07
7, 1,8.76589e+07,5.36172e+08,4.99633e+07,1.56208e+06,40363.9,2.89881e+06,3.41224e+07,4.71754e+07,4.6333e+07
8, 1,7.69189e+07,3.92856e+08,2.77155e+07,2.29824e+06,62916.1,6.94124e+06,3.2264e+07,3.68171e+07,4.65334e+07
9, 1,7.45617e+07,1.62359e+08,2.6786e+07,2.94045e+06,91219.3,1.25524e+07,2.67813e+07,2.73159e+07,4.0621e+07
10, 1,7.62789e+07,1.04739e+08,2.84099e+07,3.30578e+06,93727.4,1.72007e+07,2.81462e+07,2.44797e+07,4.23047e+07
11, 1,8.08523e+07,8.34999e+07,3.18401e+07,3.65256e+06,95513,2.11993e+07,3.06844e+07,2.25479e+07,4.57124e+07
12, 1,8.65807e+07,6.36678e+07,2.80784e+07,9.78051e+06,152473,7.02931e+07,2.8239e+07,1.55717e+07,3.45478e+07
13, 2,1.01942e+08,4.86406e+07,2.57177e+07,2.19626e+07,330618,1.77565e+08,2.42199e+07,1.20209e+07,2.44222e+07
14, 2,1.26465e+08,3.76085e+07,2.6344e+07,3.42056e+07,867721,3.32668e+08,2.19726e+07,1.2741e+07,1.7134e+07
15, 2,1.48212e+08,2.24478e+07,2.94944e+07,7.66069e+07,2.16324e+06,4.58121e+08,2.2475e+07,1.30291e+07,1.59119e+07
16, 2,1.83814e+08,1.18773e+07,3.41572e+07,1.53479e+08,6.20014e+06,9.87658e+08,2.42791e+07,1.5516e+07,1.51767e+07
17, 2,2.34553e+08,4.6515e+06,3.98341e+07,2.52088e+08,1.88939e+07,1.65485e+09,2.71636e+07,1.98201e+07,1.59239e+07
18, 2,3.3748e+08,5.87839e+06,7.08331e+07,6.59282e+08,6.88958e+07,2.04358e+09,3.16343e+07,2.8756e+07,1.85348e+07
19, 2,4.45063e+08,8.0731e+06,2.06699e+08,1.23106e+09,2.32327e+08,1.41692e+09,3.70197e+07,4.59647e+07,2.37544e+07
20, 2,5.70471e+08,1.13776e+07,4.991e+08,1.13645e+09,3.91118e+08,8.34456e+08,4.15942e+07,7.09198e+07,3.02249e+07
21, 2,6.83216e+08,1.23637e+07,9.17623e+08,4.52593e+08,2.39596e+08,4.97591e+08,4.56357e+07,9.95023e+07,3.48847e+07
22, 2,7.60715e+08,1.54502e+07,1.07538e+09,7.17083e+07,1.03063e+08,1.34765e+08,5.0008e+07,1.27982e+08,3.67468e+07
23, 2,8.76075e+08,1.8327e+07,1.08395e+09,5.30331e+07,8.9396e+07,1.09955e+08,5.47249e+07,1.38309e+08,3.89326e+07
24, 2,9.3546e+08,1.90484e+07,5.41741e+08,3.27179e+07,5.22689e+07,2.79613e+07,5.73756e+07,1.95009e+08,5.54443e+07
25, 3,8.28135e+08,1.55235e+07,5.25103e+08,6.91834e+06,8.69202e+06,2.49129e+07,5.9449e+07,2.19317e+08,5.9818e+07
26, 3,7.28603e+08,6.81409e+06,4.67228e+08,8.66049e+06,1.41983e+07,3.04973e+07,6.5283e+07,2.81551e+08,5.33209e+07
27, 3,8.52151e+08,2.45507e+06,4.17553e+08,9.71268e+06,1.93372e+07,6.14575e+06,6.07292e+07,3.09966e+08,5.00589e+07
28, 3,7.69198e+08,3.21687e+06,4.11351e+08,1.1967e+07,1.9379e+07,5.64698e+06,6.49398e+07,3.59061e+08,5.53129e+07
29, 3,6.35258e+08,5.20807e+06,4.58919e+08,1.12319e+07,1.96468e+07,5.24817e+06,6.48051e+07,3.76682e+08,6.01579e+07
30, 3,4.54013e+08,5.6856e+06,4.87629e+08,1.27927e+07,1.41735e+07,6.34613e+06,6.67292e+07,4.56256e+08,6.66204e+07
31, 3,4.27263e+08,7.00653e+06,4.46996e+08,1.13618e+07,3.89048e+06,5.82318e+06,6.19818e+07,5.10823e+08,7.1368e+07
32, 3,4.12362e+08,7.01705e+06,4.15015e+08,9.18982e+06,1.10192e+06,5.4819e+06,5.79873e+07,5.35032e+08,7.21116e+07
33, 3,3.91642e+08,8.22384e+06,3.7408e+08,8.63721e+06,863964,5.57278e+06,5.67344e+07,5.25044e+08,6.97631e+07
34, 3,3.70255e+08,8.81402e+06,3.35909e+08,8.41411e+06,820983,5.14528e+06,5.49791e+07,5.07532e+08,6.15278e+07
35, 3,3.64564e+08,9.0244e+06,3.07874e+08,8.23871e+06,813254,4.35201e+06,5.24865e+07,5.02263e+08,5.19612e+07
