FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,1.95257e+09,1.34761e+08
0,1,10,7.16944e+08,2.00069e+08
0,10,100,6.71873e+06,6.80595e+07
0,100,1000,205386,9.07614e+07
0,1000,10000,76370.4,6.46466e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,568967,1.29457e+07
1,100,1000,4.38229,104.286
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,2.0001e+08,5.33006e+07
2,1,10,9.4798e+08,2.63157e+08
2,10,100,1.70976e+06,2.30321e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,707916,510.796
3,0.01,0.1,1.97885e+07,1.09877e+06
3,0.1,1,4.34204e+08,1.83548e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,0,0
4,0.1,1,1.55523e+08,3.31232e+07
4,1,10,6.6205e+06,5.63074e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,4.39045e+07,21597.5
5,0.01,0.1,1.39555e+07,140185
5,0.1,1,7.40084e+07,6.34139e+06
5,1,10,3.70189e+06,388788
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,1.00784e+07,409470
6,0.1,1,5.83779e+07,1.66977e+07
6,1,10,1.26943e+07,2.84042e+07
6,10,100,3.14479e+06,1.74217e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,4.55321e+08,1.76979e+07
7,1,10,2.82012e+07,2.29753e+07
7,10,100,9.16915e+07,1.30473e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,4.65016e+08,3.57888e+07
8,1,10,3.45113e+07,2.6019e+07
8,10,100,394847,8.68919e+06
8,100,1000,0,0
8,1000,10000,0,0
