FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,2.05971e+06,1.89845e+06
0,1,10,3.85065e+07,1.19414e+08
0,10,100,1.49135e+07,1.7538e+08
0,100,1000,125706,9.60461e+07
0,1000,10000,55506,8.08082e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,3877.17,284800
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,1.82084e+06,614473
2,1,10,9.71813e+07,3.17926e+08
2,10,100,1.90772e+06,6.68022e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,2.50891e+07,1.72574e+06
3,0.1,1,1.55986e+07,3.6286e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,766175,49603.4
4,0.1,1,1.99093e+06,225979
4,1,10,829761,235783
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,2.32372e+08,2.0653e+06
5,0.01,0.1,6.98017e+07,1.75417e+06
5,0.1,1,2.71318e+06,2.21307e+06
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,6.70299e+06,670179
6,0.1,1,5.3461e+06,7.56424e+06
6,1,10,1.31681e+07,3.94861e+07
6,10,100,4.9764e+06,2.8843e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,4.91574e+06,731725
7,1,10,3.26054e+07,1.25872e+08
7,10,100,4.92481e+07,3.62483e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,2.06335e+06,1.31027e+06
8,1,10,1.98524e+07,4.72824e+07
8,10,100,3.23378e+06,1.62567e+07
8,100,1000,0,0
8,1000,10000,0,0
