FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,4.40909e+07,2.99114e+06
0,1,10,7.43665e+08,2.95077e+08
0,10,100,1.92372e+07,1.0732e+08
0,100,1000,210950,1.22138e+08
0,1000,10000,68476.6,7.67598e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,4371.5,262151
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,7.69052e+06,622080
2,1,10,2.22579e+08,4.32707e+08
2,10,100,2.83004e+06,6.44355e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,8.76213e+07,1.28791e+06
3,0.1,1,1.19199e+08,8.67829e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,1.00924e+06,12029
4,0.1,1,4.71461e+06,210128
4,1,10,3.62044e+06,592779
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.40048e+09,912901
5,0.01,0.1,1.18873e+08,564779
5,0.1,1,6.70508e+06,2.41965e+06
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,2.71464e+07,522707
6,0.1,1,1.89499e+07,1.25352e+07
6,1,10,2.202e+07,3.04535e+07
6,10,100,6.11201e+06,2.47039e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,5.07071e+07,3.23899e+06
7,1,10,1.08573e+08,2.04091e+08
7,10,100,8.22884e+07,2.04855e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,9.07212e+06,3.34351e+06
8,1,10,2.79646e+07,3.46488e+07
8,10,100,3.92452e+06,1.52272e+07
8,100,1000,0,0
8,1000,10000,0,0
