Rep	Year	RepSeason	x	y	Species	NInd
0	0	0	111	82	0	5
0	0	0	112	82	0	5
0	0	0	109	81	0	5
0	0	0	110	81	0	5
0	0	0	111	81	0	5
0	0	0	109	80	0	5
0	0	0	110	80	0	5
0	0	0	111	80	0	5
0	0	0	110	79	0	5
0	0	0	111	79	0	5
0	0	0	112	79	0	5
0	0	0	105	78	0	5
0	0	0	110	78	0	5
0	0	0	111	78	0	5
0	0	0	112	78	0	5
0	0	0	113	78	0	5
0	0	0	104	77	0	5
0	0	0	105	77	0	5
0	0	0	106	77	0	5
0	0	0	107	77	0	5
0	0	0	108	77	0	5
0	0	0	109	77	0	5
0	0	0	110	77	0	5
0	0	0	111	77	0	5
0	0	0	112	77	0	5
0	0	0	113	77	0	5
0	0	0	114	77	0	5
0	0	0	115	77	0	5
0	0	0	116	77	0	5
0	0	0	117	77	0	5
0	0	0	103	76	0	5
0	0	0	104	76	0	5
0	0	0	105	76	0	5
0	0	0	106	76	0	5
0	0	0	107	76	0	5
0	0	0	108	76	0	5
0	0	0	109	76	0	5
0	0	0	110	76	0	5
0	0	0	111	76	0	5
0	0	0	112	76	0	5
0	0	0	113	76	0	5
0	0	0	114	76	0	5
0	0	0	115	76	0	5
0	0	0	116	76	0	5
0	0	0	117	76	0	5
0	0	0	118	76	0	5
0	0	0	119	76	0	5
0	0	0	96	75	0	5
0	0	0	97	75	0	5
0	0	0	98	75	0	5
0	0	0	101	75	0	5
0	0	0	102	75	0	5
0	0	0	103	75	0	5
0	0	0	104	75	0	5
0	0	0	105	75	0	5
0	0	0	106	75	0	5
0	0	0	107	75	0	5
0	0	0	108	75	0	5
0	0	0	109	75	0	5
0	0	0	110	75	0	5
0	0	0	111	75	0	5
0	0	0	112	75	0	5
0	0	0	113	75	0	5
0	0	0	114	75	0	5
0	0	0	115	75	0	5
0	0	0	116	75	0	5
0	0	0	117	75	0	5
0	0	0	118	75	0	5
0	0	0	119	75	0	5
0	0	0	120	75	0	5
0	0	0	121	75	0	5
0	0	0	122	75	0	5
0	0	0	96	74	0	5
0	0	0	97	74	0	5
0	0	0	98	74	0	5
0	0	0	99	74	0	5
0	0	0	100	74	0	5
0	0	0	101	74	0	5
0	0	0	102	74	0	5
0	0	0	103	74	0	5
0	0	0	104	74	0	5
0	0	0	105	74	0	5
0	0	0	106	74	0	5
0	0	0	107	74	0	5
0	0	0	108	74	0	5
0	0	0	109	74	0	5
0	0	0	110	74	0	5
0	0	0	111	74	0	5
0	0	0	112	74	0	5
0	0	0	113	74	0	5
0	0	0	114	74	0	5
0	0	0	115	74	0	5
0	0	0	116	74	0	5
0	0	0	117	74	0	5
0	0	0	118	74	0	5
0	0	0	119	74	0	5
0	0	0	120	74	0	5
0	0	0	121	74	0	5
0	0	0	122	74	0	5
0	0	0	123	74	0	5
0	0	0	95	73	0	5
0	0	0	96	73	0	5
0	0	0	97	73	0	5
0	0	0	98	73	0	5
0	0	0	99	73	0	5
0	0	0	100	73	0	5
0	0	0	101	73	0	5
0	0	0	102	73	0	5
0	0	0	103	73	0	5
0	0	0	104	73	0	5
0	0	0	105	73	0	5
0	0	0	106	73	0	5
0	0	0	107	73	0	5
0	0	0	108	73	0	5
0	0	0	109	73	0	5
0	0	0	110	73	0	5
0	0	0	111	73	0	5
0	0	0	112	73	0	5
0	0	0	113	73	0	5
0	0	0	114	73	0	5
0	0	0	115	73	0	5
0	0	0	116	73	0	5
0	0	0	117	73	0	5
0	0	0	118	73	0	5
0	0	0	119	73	0	5
0	0	0	120	73	0	5
0	0	0	121	73	0	5
0	0	0	122	73	0	5
0	0	0	123	73	0	5
0	0	0	149	73	0	5
0	0	0	94	72	0	5
0	0	0	95	72	0	5
0	0	0	96	72	0	5
0	0	0	97	72	0	5
0	0	0	98	72	0	5
0	0	0	99	72	0	5
0	0	0	100	72	0	5
0	0	0	101	72	0	5
0	0	0	102	72	0	5
0	0	0	103	72	0	5
0	0	0	104	72	0	5
0	0	0	105	72	0	5
0	0	0	106	72	0	5
0	0	0	107	72	0	5
0	0	0	108	72	0	5
0	0	0	109	72	0	5
0	0	0	110	72	0	5
0	0	0	111	72	0	5
0	0	0	112	72	0	5
0	0	0	113	72	0	5
0	0	0	114	72	0	5
0	0	0	115	72	0	5
0	0	0	116	72	0	5
0	0	0	117	72	0	5
0	0	0	118	72	0	5
0	0	0	119	72	0	5
0	0	0	120	72	0	5
0	0	0	121	72	0	5
0	0	0	122	72	0	5
0	0	0	123	72	0	5
0	0	0	124	72	0	5
0	0	0	127	72	0	5
0	0	0	149	72	0	5
0	0	0	150	72	0	5
0	0	0	151	72	0	5
0	0	0	152	72	0	5
0	0	0	153	72	0	5
0	0	0	154	72	0	5
