Month,Year,Biomass_FG_0,Biomass_FG_1,Biomass_FG_2,Biomass_FG_3,Biomass_FG_4,Biomass_FG_5,Biomass_FG_6,Biomass_FG_7,Biomass_FG_8
1, 1,5.04352e+08,9.55819e+08,8.80314e+08,8.05159e+07,2.18934e+08,1.04006e+08,4.1704e+08,6.74424e+08,5.74756e+08
2, 1,3.89927e+08,1.39862e+09,5.56924e+08,5.24256e+06,6.56335e+07,1.7584e+06,2.10134e+08,4.65327e+08,3.3653e+08
3, 1,3.09739e+08,1.54786e+09,2.58391e+08,462231,253478,309597,1.17165e+08,2.30715e+08,1.98713e+08
4, 1,2.38128e+08,1.32538e+09,1.30006e+08,377375,170858,269374,7.82585e+07,9.82312e+07,1.07637e+08
5, 1,1.6304e+08,1.10076e+09,9.11183e+07,614973,130856,515763,2.58174e+07,3.75037e+07,3.85247e+07
6, 1,1.38887e+08,7.04964e+08,6.92419e+07,928004,54483.6,884368,2.99839e+07,4.85984e+07,4.2337e+07
7, 1,8.79356e+07,5.36375e+08,5.01372e+07,1.58972e+06,40549,2.80684e+06,3.43915e+07,4.70061e+07,4.6641e+07
8, 1,7.69187e+07,3.93167e+08,2.78344e+07,2.35631e+06,65590.5,6.57537e+06,3.24964e+07,3.68923e+07,4.68379e+07
9, 1,7.45374e+07,1.62487e+08,2.69064e+07,3.03164e+06,100573,1.16934e+07,2.69341e+07,2.75144e+07,4.08741e+07
10, 1,7.62224e+07,1.04318e+08,2.85099e+07,3.44201e+06,105794,1.62528e+07,2.8273e+07,2.46595e+07,4.25437e+07
11, 1,8.08987e+07,8.14611e+07,3.19626e+07,3.81937e+06,96594.6,1.99268e+07,3.08266e+07,2.27044e+07,4.59711e+07
12, 1,8.48547e+07,6.05428e+07,2.80815e+07,1.02174e+07,173967,6.51227e+07,2.54432e+07,2.00282e+07,3.29829e+07
13, 2,9.75681e+07,4.99888e+07,2.69441e+07,2.28217e+07,383796,1.62639e+08,2.15706e+07,1.37111e+07,2.22939e+07
14, 2,1.199e+08,3.94587e+07,2.71263e+07,3.8025e+07,816635,2.94492e+08,1.87718e+07,1.30177e+07,1.64429e+07
15, 2,1.40879e+08,1.16279e+06,2.91887e+07,6.84059e+07,1.43322e+06,4.11641e+08,1.96795e+07,1.42132e+07,1.52454e+07
16, 2,1.84548e+08,0,3.48348e+07,1.44743e+08,4.88251e+06,9.29941e+08,2.2376e+07,1.82961e+07,1.63374e+07
17, 2,2.39779e+08,0,4.33179e+07,2.77628e+08,1.33591e+07,1.52559e+09,2.53316e+07,2.48271e+07,1.75387e+07
18, 2,3.33711e+08,0,6.37963e+07,6.31378e+08,4.43137e+07,1.98581e+09,2.9542e+07,3.56728e+07,1.93603e+07
19, 2,4.10556e+08,0,1.37219e+08,1.11846e+09,1.15346e+08,1.61345e+09,3.40546e+07,5.59939e+07,2.23392e+07
20, 2,5.07841e+08,0,2.98432e+08,1.30915e+09,2.16891e+08,1.01423e+09,3.72878e+07,8.61816e+07,2.52723e+07
21, 2,5.9269e+08,0,4.97345e+08,9.44216e+08,2.56767e+08,7.59003e+08,3.98895e+07,1.14526e+08,2.82789e+07
22, 2,6.30809e+08,0,6.36712e+08,5.07616e+08,2.07371e+08,4.87658e+08,4.20755e+07,1.48988e+08,3.14818e+07
23, 2,7.0475e+08,0,7.4405e+08,4.23297e+08,1.81903e+08,3.94753e+08,4.50603e+07,1.89941e+08,3.3588e+07
24, 2,7.7769e+08,0,3.20835e+08,4.96602e+07,6.57901e+07,7.17514e+07,5.23904e+07,2.83977e+08,4.38767e+07
25, 3,6.6439e+08,0,3.81998e+08,2.06038e+07,1.50512e+07,1.29723e+07,6.09872e+07,3.27962e+08,5.15819e+07
26, 3,6.91943e+08,0,3.86472e+08,1.4854e+07,1.43137e+07,5.70243e+06,6.89059e+07,3.47623e+08,5.25e+07
27, 3,7.50484e+08,0,4.12702e+08,3.4111e+06,1.64002e+07,3.80913e+06,7.35927e+07,3.61398e+08,5.43664e+07
28, 3,6.90823e+08,0,5.03085e+08,4.24668e+06,1.87054e+07,3.92668e+06,7.92074e+07,3.46037e+08,5.82476e+07
29, 3,6.70795e+08,0,4.71524e+08,3.66288e+06,1.84541e+07,2.66183e+06,7.68207e+07,4.13461e+08,5.46179e+07
30, 3,6.36713e+08,0,3.85467e+08,4.11992e+06,2.53582e+06,2.83021e+06,7.61716e+07,5.30517e+08,5.94181e+07
31, 3,5.78542e+08,0,2.72291e+08,4.49867e+06,1.10342e+06,3.20277e+06,7.56309e+07,6.97067e+08,6.24474e+07
32, 3,4.64933e+08,0,1.76023e+08,5.33275e+06,792115,3.67439e+06,7.73438e+07,8.7726e+08,6.31609e+07
33, 3,3.74813e+08,0,9.71637e+07,5.83344e+06,707042,3.20668e+06,6.70722e+07,9.6852e+08,5.41459e+07
34, 3,3.71137e+08,0,7.31935e+07,6.19271e+06,593714,2.66481e+06,5.21112e+07,9.13093e+08,4.09191e+07
35, 3,3.96843e+08,0,6.94489e+07,6.91466e+06,475451,3.26161e+06,4.2683e+07,8.25021e+08,3.666e+07
