Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,32|17|5|2|2|2|,31.0|51.058705882352946|92.0|131.37099999999998|143.636|182.6735|,0.0|5.44391648339692|0.0|0.7759999999999962|4.134999999999991|0.9744999999999919|,31.0|53.0|92.0|123.0|147.0|184.0|,32|17|5|2|2|2|,31.0|51.058705882352946|92.0|131.37099999999998|143.636|182.6735|,0.0|5.44391648339692|0.0|0.7759999999999962|4.134999999999991|0.9744999999999919|,0|32|17|5|2|4|,0|0|0|0|0|0|,142|32|17|5|2|4|,86|0|0|0|0|4|,56|32|17|5|2|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,56|32|17|5|2|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,56|32|17|5|2|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,56|32|17|5|2|0|,31.0|31.0|51.058705882352946|92.0|131.37099999999998|nan|,0.0|0.0|5.44391648339692|0.0|0.7759999999999962|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,56|32|17|5|2|0|,31.0|31.0|51.058705882352946|92.0|131.37099999999998|nan|,0.0|0.0|5.44391648339692|0.0|0.7759999999999962|nan|,0|56|32|17|5|2|,0|0|0|0|0|0|,159|56|32|17|5|2|,115|39|26|15|2|0|,43|17|6|2|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,43|17|6|2|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,43|17|6|2|3|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,43|17|6|2|3|0|,31.0|31.0|31.0|51.4835|92.0|nan|,0.0|0.0|0.0|2.180500000000002|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,43|17|6|2|3|0|,31.0|31.0|31.0|51.4835|92.0|nan|,0.0|0.0|0.0|2.180500000000002|0.0|nan|,0|43|17|6|2|3|,0|0|0|0|0|0|,103|43|17|6|2|3|,52|18|0|0|0|2|,48|25|17|6|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,48|25|17|6|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,48|25|17|6|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,48|25|17|6|2|0|,31.0|31.0|31.0|31.0|51.4835|nan|,0.0|0.0|0.0|0.0|2.180500000000002|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,48|25|17|6|2|0|,31.0|31.0|31.0|31.0|51.4835|nan|,0.0|0.0|0.0|0.0|2.180500000000002|nan|,0|48|25|17|6|2|,0|0|0|0|0|0|,186|48|25|17|6|2|,142|27|15|15|4|0|,42|21|10|2|2|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,42|21|10|2|2|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,42|21|10|2|2|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,42|21|10|2|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,42|21|10|2|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|42|21|10|2|2|,0|0|0|0|0|0|,76|42|21|10|2|2|,21|20|10|3|0|0|,56|22|11|7|2|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,56|22|11|7|2|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,56|22|11|7|2|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,56|22|11|7|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,56|22|11|7|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|56|22|11|7|2|,0|0|0|0|0|0|,124|56|22|11|7|2|,79|40|12|7|5|0|,44|16|10|4|2|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,44|16|10|4|2|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,44|16|10|4|2|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,44|16|10|4|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,44|16|10|4|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|44|16|10|4|2|,0|0|0|0|0|0|,89|44|16|10|4|2|,40|23|1|5|0|0|,50|21|15|5|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,50|21|15|5|4|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,50|21|15|5|4|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,50|21|15|5|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,50|21|15|5|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|50|21|15|5|4|,0|0|0|0|0|0|,127|50|21|15|5|4|,83|31|10|13|3|3|,42|19|11|2|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,42|19|11|2|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,42|19|11|2|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,42|19|11|2|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,42|19|11|2|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|42|19|11|2|2|,0|0|0|0|0|0|,124|42|19|11|2|2|,78|18|6|5|0|0|,45|24|13|6|2|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,45|24|13|6|2|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,45|24|13|6|2|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,45|24|13|6|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,45|24|13|6|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|45|24|13|6|2|,0|0|0|0|0|0|,141|45|24|13|6|2|,97|24|15|9|4|0|,44|21|9|4|2|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,44|21|9|4|2|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,44|21|9|4|2|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
